Numero, Fecha, Pp, T_Max, T_Min, T_Med, VV_Max, VV, DWW, DV, Rag_G, HR, ET, EP 
22,2015-01-01,0,22.6,8.4,14.86,14.8,5.32,195 S,74 NE,318.2,55.84,2.3,4.37,
22,2015-01-01,0,22.6,8.4,14.86,14.8,5.32,195 S,74 NE,318.2,55.84,2.3,4.37,
