Numero, Fecha, Pp, T_Max, T_Min, T_Med, VV_Max, VV, DWW, DV, Rag_G, HR, ET, EP 
13476,2013-01-01,40.6,14.8,8.8,11.38,10.1,2.56,0 NE,0 NE,80.81,94.7,0.2,0.97,
13476,2013-01-02,21.4,12.5,8.2,10.21,10.9,2.42,0 NE,1 N,76.68,93.56,0.2,0.97,
13476,2013-01-03,0.6,19.3,7.9,12.65,13.1,3.52,0 NE,0 NE,362.83,76.11,2.2,4.15,
13476,2013-01-04,0,21.2,7,13.24,9.9,2.09,0 NE,0 NE,348.63,71.16,2.4,4.05,
13476,2013-01-05,0,22.1,8.1,13.85,9,2.49,0 NE,0 NE,282.14,67.75,1.9,3.63,
13476,2013-01-06,0,23.1,7.3,14.1,10.3,3.47,0 NE,0 NE,419.06,58.56,3,4.91,
13476,2013-01-07,0,21.8,6.8,14.18,12.6,4.54,0 NE,0 NE,384.45,65.79,2.8,4.52,
13476,2013-01-08,0.4,18.1,11.1,13.9,31.1,11.58,0 NE,0 NE,197.25,72.81,1.8,3.29,
13476,2013-01-09,0,21.9,10.4,15.25,30.9,12.36,0 NE,0 NE,435.14,57.1,3.3,6.14,
13476,2013-01-10,0,23.9,5.7,14.6,8.4,1.69,0 NE,0 NE,423.57,55.57,2.9,4.7,
13476,2013-01-11,0,24.6,4.9,14.14,9.4,1.86,0 NE,0 NE,383.36,53.33,2.8,4.5,
13476,2013-01-12,0,23.9,6.5,14.74,17.7,3.83,0 NE,0 NE,355.29,55.32,2.6,4.51,
13476,2013-01-13,0,22.6,6.7,14.64,14.8,3.63,0 NE,0 NE,359.05,56.79,3,4.45,
13476,2013-01-14,0,23.6,8.5,15.02,16.4,3.55,0 NE,0 NE,340.96,55.04,2.4,4.38,
13476,2013-01-15,0,24.6,7.5,15.35,13.8,2.9,0 NE,0 NE,396.51,49.9,3.1,4.83,
13476,2013-01-16,0,15.6,6.1,11.55,22.4,9.76,0 NE,0 NE,396.26,35.02,3.3,6.38,
13476,2013-01-17,0,15.3,2.7,8.42,19,11.6,0 NE,0 NE,336.17,30.65,3.6,6.42,
13476,2013-01-18,0,20,5.6,11.69,9.8,4.75,0 NE,0 NE,406.03,33.85,2.7,5.84,
13476,2013-01-19,0,22.9,2.9,13.12,7.5,2.71,0 NE,0 NE,401.58,37.36,2.9,5.44,
13476,2013-01-20,0,20,8.8,14.22,8.2,3.88,0 NE,0 NE,265.91,31.93,1.7,4.69,
13476,2013-01-21,0,21.7,9.8,15.26,6.4,1.37,0 NE,0 NE,294.97,41.82,2.1,4.1,
13476,2013-01-22,0,23.1,5,14.05,9.1,2.14,0 NE,0 NE,422.83,48.93,3.2,4.94,
13476,2013-01-23,0,22,8.3,14.71,9.1,4.16,0 NE,0 NE,407.01,55.14,2.6,4.91,
13476,2013-01-24,0,23,7,14.39,8.7,3.54,0 NE,0 NE,438.86,50.04,3.2,5.2,
13476,2013-01-25,0,23.8,4.4,14.34,6.2,1.57,0 NE,0 NE,441.27,44.39,3.1,5.08,
13476,2013-01-26,0,24.7,3.9,14.66,5.6,1.16,0 NE,0 NE,441.9,40.06,3.2,5.11,
13476,2013-01-27,0,24.5,5.4,15.33,11.2,2.17,0 NE,0 NE,414.7,41.92,3.2,5.06,
13476,2013-01-28,0,23.1,6.4,14.98,12.9,2.5,0 NE,0 NE,335.4,51.7,2.6,4.25,
13476,2013-01-29,0,22.7,6.8,14.56,12.4,3.35,0 NE,0 NE,437.33,48.06,3.4,5.19,
13476,2013-01-30,0,25,4.3,14.42,6.6,0.89,0 NE,0 NE,437.3,36.27,3,5.08,
13476,2013-01-31,0,25.4,6.7,15.7,10.4,4.24,0 NE,0 NE,403.84,23.4,3.6,5.99,
13476,2013-02-01,0,28.5,5.4,16.44,5.7,1.74,0 NE,0 NE,458.83,34.69,3.3,5.55,
13476,2013-02-02,0,27.6,6,17.14,8.9,3.25,0 NE,0 NE,456.48,36.09,3.9,5.75,
13476,2013-02-03,0,26.6,7.2,16.51,9.1,2.96,0 NE,0 NE,460.55,33.32,3.2,5.7,
13476,2013-02-04,0,26.8,6.2,17.1,11.3,2.76,0 NE,0 NE,483.67,33.22,4,5.8,
13476,2013-02-05,0,26.1,6.8,16.97,11,1.98,0 NE,0 NE,485.16,32.38,3.7,5.62,
13476,2013-02-06,0,27.3,6,17.65,10.2,2.5,0 NE,0 NE,489.61,30.41,4,5.86,
13476,2013-02-07,0,26.9,5.2,17.45,9.7,1.81,0 NE,0 NE,496.33,28.66,3.9,5.76,
13476,2013-02-08,0,27.4,7.1,17.33,16.4,3.16,0 NE,0 NE,460.34,27.55,4.1,5.88,
13476,2013-02-09,0,26.3,6.4,16.81,18.9,4.04,0 NE,0 NE,460.94,33.43,4.1,5.85,
13476,2013-02-10,0,24.8,7.2,16.89,26.6,7.23,0 NE,0 NE,481.31,34.97,4.8,6.56,
13476,2013-02-11,0,26,7,16.46,11.5,3.16,0 NE,0 NE,482.75,37.4,4,5.71,
13476,2013-02-12,0,27.1,6,17.02,11.7,3.23,0 NE,0 NE,487.34,35.41,4.3,5.87,
13476,2013-02-13,0,25.8,8.8,17.66,17.9,6.25,0 NE,0 NE,486.96,33.27,4.5,6.53,
13476,2013-02-14,0,24.2,5.3,15.06,10.7,2.57,0 NE,0 NE,511.32,31.18,4,5.91,
13476,2013-02-15,0,25.4,3.5,14.37,5.1,1.02,0 NE,0 NE,447.8,24.54,3.3,5.34,
13476,2013-02-16,0,22.8,5.3,13.65,14.8,6.73,0 NE,0 NE,491.81,36.57,3.9,6.51,
13476,2013-02-17,0,26,5.1,14.99,12,4.26,0 NE,0 NE,497.88,46.82,4.1,5.9,
13476,2013-02-18,0,27.5,7.7,17.93,10.7,2.41,0 NE,0 NE,506.37,24.69,4.2,6.29,
13476,2013-02-19,0,27.4,7.1,17.68,10.1,2.48,0 NE,0 NE,489.25,27.59,4.2,6.03,
13476,2013-02-20,0,25.7,8.1,17.68,14.5,3.84,0 NE,0 NE,432,28.71,3.9,5.77,
13476,2013-02-21,0,25.2,8.1,17.19,18.7,5.23,0 NE,0 NE,468.82,31.95,4.5,6.14,
13476,2013-02-22,0,25.1,8.9,17.17,17.8,5.33,0 NE,0 NE,469.6,33.61,4.4,6.12,
13476,2013-02-23,0,26.9,9.2,18.05,8.5,1.78,0 NE,0 NE,509.98,32.26,4.2,5.74,
13476,2013-02-24,0,24.8,7.5,16.46,16.8,3.92,0 NE,0 NE,447.8,35.82,4.1,5.6,
13476,2013-02-25,0,25.2,5.9,16.07,11.1,2.36,0 NE,0 NE,501.88,32.62,3.9,5.77,
13476,2013-02-26,0,26.6,5,15.79,10.9,5.16,0 NE,0 NE,508.41,16.99,4.7,<null>,
13476,2013-02-27,0,27.4,8.4,18.29,9.4,2.14,0 NE,0 NE,513.1,18.21,4.1,6.32,
13476,2013-02-28,0,29.2,8,18.92,12,4.62,0 NE,0 NE,497.84,28.28,4.8,6.58,
13476,2013-03-01,0,18.9,6.1,12.28,18.9,12.42,0 NE,0 NE,486.4,19.61,5.2,<null>,
13476,2013-03-02,0,20.2,1.3,10.74,15.3,8.53,0 NE,0 NE,529.81,17.12,4.8,<null>,
13476,2013-03-03,0,22.4,1.4,11.32,6.6,1.62,0 NE,0 NE,547.61,22.58,4,6.38,
13476,2013-03-04,0,26.6,0.6,13.52,6.8,1.64,0 NE,0 NE,550.17,20.2,4.1,6.66,
13476,2013-03-05,0,27.2,2.5,15.45,6.4,1.59,0 NE,0 NE,504.21,19.94,3.8,6.34,
13476,2013-03-06,0,25.5,8.4,16.63,10.5,2.7,0 NE,0 NE,443.24,37.23,3.7,5.58,
13476,2013-03-07,0,26.8,9,18.39,17.3,4.06,0 NE,0 NE,499.12,32.76,4.6,6.3,
13476,2013-03-08,0,27,11.5,19,12.2,2.94,0 NE,0 NE,441.99,31.6,3.8,5.61,
13476,2013-03-09,0,27.3,14.1,19.92,11,4.01,0 NE,0 NE,422.2,33.49,4.1,5.59,
13476,2013-03-10,0,26.6,7.5,18.06,20.2,6.46,0 NE,0 NE,529.08,22.45,5.6,<null>,
13476,2013-03-11,0,26.5,6.5,16.91,9.5,2.87,0 NE,0 NE,529.93,22.75,4.8,6.27,
13476,2013-03-12,0,24,6.1,15.45,12.4,5.72,0 NE,0 NE,451.23,30.67,3.8,6.09,
13476,2013-03-13,0,23.1,11.9,16.6,10.7,4.74,0 NE,0 NE,322.24,34.32,3,4.91,
13476,2013-03-14,0,24.8,8.4,15.81,13.6,7.86,0 NE,0 NE,479.41,36.7,4.4,6.66,
13476,2013-03-15,0.4,19.9,9.9,14.09,19.2,4.62,0 NE,0 NE,244.79,36.45,2,4.14,
13476,2013-03-16,0.2,21.3,6.4,14.17,9.1,3.05,0 NE,0 NE,367.23,51.32,3,4.49,
13476,2013-03-17,0,25.3,7,16.2,7.1,2.6,0 NE,0 NE,458.61,41.61,3.5,5.46,
13476,2013-03-18,0,26.8,6.8,17.65,5.5,1.58,0 NE,0 NE,557.55,30.09,4.4,6.23,
13476,2013-03-19,0,29,6.9,18.65,5.7,1.56,0 NE,0 NE,544.02,22.83,4.6,6.3,
13476,2013-03-20,0,31,8.5,20.78,5.7,1.64,0 NE,0 NE,535.09,20.5,4.5,6.32,
13476,2013-03-21,0,29.9,9.5,19.99,12.3,3.77,0 NE,0 NE,542.23,34.83,5.2,6.32,
13476,2013-03-22,0,28,8.5,19.2,14,5.16,0 NE,0 NE,567.58,21.56,5.5,<null>,
13476,2013-03-23,0,27.6,7.9,18.37,17.6,5.24,0 NE,0 NE,575.46,24.23,5.5,<null>,
13476,2013-03-24,0,28.3,5.7,18.08,11.4,2.36,0 NE,0 NE,565.44,18.5,5,6.54,
13476,2013-03-25,0,28.7,6.1,18.62,11.2,3.09,0 NE,0 NE,548.33,16.12,5.2,6.76,
13476,2013-03-26,0,27.2,10.2,18.06,14.5,5.02,0 NE,0 NE,411.7,32.32,3.8,5.76,
13476,2013-03-27,0,28.5,7,17.54,10.4,4.65,0 NE,0 NE,514.95,40.54,4.4,6.12,
13476,2013-03-28,0,29.2,8.7,20.29,10.6,2.38,0 NE,0 NE,524.31,22.69,4.7,6.27,
13476,2013-03-29,0,29.9,9,20.83,12.3,2.62,0 NE,0 NE,533.1,22.47,4.7,6.39,
13476,2013-03-30,0,30.7,8.7,21.2,6.1,1.62,0 NE,0 NE,537.07,22.3,4.6,6.13,
13476,2013-03-31,0,30.2,9.6,21.34,7.9,1.53,0 NE,0 NE,450.83,22.47,3.8,5.46,
13476,2013-04-01,0,31.1,10,22.21,10.4,2.05,0 NE,0 NE,504.72,19.97,4.6,6.03,
13476,2013-04-02,0,29.9,14.7,22.58,16.3,5.11,0 NE,0 NE,498.59,18.91,5.7,6.79,
13476,2013-04-03,0,30,10.6,20.53,9.4,3.28,0 NE,0 NE,582.45,23.01,5.4,6.66,
13476,2013-04-04,0,30.4,8.6,20.56,8,2.66,0 NE,0 NE,563.69,21.16,5.2,6.46,
13476,2013-04-05,0,29.1,12.4,20.6,12.1,4.25,0 NE,0 NE,523,40.45,5.1,5.93,
13476,2013-04-06,0,29.7,11.9,21.73,10.4,3.14,0 NE,0 NE,538.01,24.88,5.4,6.36,
13476,2013-04-07,0,30.1,12.7,22.24,11.3,3.82,0 NE,0 NE,574.8,20.75,5.5,6.9,
13476,2013-04-08,0,29.5,14.4,21.98,14.3,3.96,0 NE,0 NE,544.53,19.43,5.3,6.73,
13476,2013-04-09,0,29.4,11.6,20.84,13.4,4.7,0 NE,0 NE,518.93,22.56,5.3,6.62,
13476,2013-04-10,0,27.4,11.9,19.53,14.3,4.51,0 NE,0 NE,412.6,21.22,4.5,5.82,
