Numero, Fecha, Pp, T_Max, T_Min, T_Med, VV_Max, VV, DWW, DV, Rag_G, HR, ET, EP 
22,2013-10-07,4.4,23.1,14,17.35,18.4,4.54,68 NE,24 N,323.24,74.8,2.4,3.44,
22,2013-10-08,0,24.9,9.5,16.8,15.6,3.51,62 NE,35 N,479.87,65.6,3.7,4.78,
22,2013-10-09,0,26.3,11.1,17.93,13,3.56,66 NE,78 NE,467.68,63.07,3.6,4.83,
22,2013-10-10,0,26.2,12.5,18.92,10.5,2.02,80 NE,123 E,431.6,66.89,3.5,4.34,
22,2013-10-11,0,25.5,13,18.14,5.2,1.5,48 NE,101 E,326.36,75.48,2.4,3.32,
22,2013-10-12,7.6,25.7,13.2,17.72,8.6,2.43,162 SE,104 E,398.69,77.7,3,3.8,
22,2013-10-13,2.2,25.7,13.2,18.73,14.5,3.43,162 SE,51 NE,359.26,73.19,3.1,3.74,
22,2013-10-14,0,26.4,11.9,18.46,14.2,3.6,60 NE,21 N,443.22,64.5,3.4,4.61,
22,2013-10-15,0,27.5,9.6,18.29,9.8,2.52,69 NE,43 N,503.17,56.96,4.1,5.11,
22,2013-10-16,0,27.7,11.1,18.86,6.6,1.8,45 NE,45 NE,408.42,61.3,3.2,4.27,
22,2013-10-17,0,25.1,12,18.3,8.2,2.41,219 S,44 N,377.24,68.81,3,3.86,
22,2013-10-18,0,25,12.4,18.1,12.6,3.35,359 NO,348 NO,418.71,70.64,3.4,4.18,
22,2013-10-19,0,25.6,11.3,17.72,19.5,4.62,72 NE,54 NE,452.39,71.57,3.9,4.52,
22,2013-10-20,0,23.6,10.1,16.81,11.1,2.38,129 E,156 SE,369.06,72.7,2.7,3.7,
22,2013-10-21,0,24.4,11,17.45,6.2,1.79,279 O,82 NE,384.27,68.21,2.9,3.92,
22,2013-10-22,0,23.4,13.2,17.31,21.4,5.64,72 NE,18 N,256.85,66.18,2.1,3.46,
22,2013-10-23,0,23.5,8.4,15.24,19,5.85,70 NE,37 N,423.39,59.29,3.7,4.92,
22,2013-10-24,0,24.1,5.1,14.63,19,5.23,64 NE,24 N,508.72,47.49,4.4,5.9,
22,2013-10-25,0,23.6,4.8,13.97,8.3,2.99,46 NE,11 N,455.61,52.69,3.6,5.08,
22,2013-10-26,0,24,8.8,15.53,12.4,4.59,60 NE,16 N,378.93,66.65,3.4,4.4,
22,2013-10-27,0,14.4,12.1,12.8,5.3,3.51,354 NO,359 NO,<null>,84.43,<null>,<null>,
22,2013-10-28,0,26,10.1,18.08,15.5,2.83,54 NE,15 N,393.24,65.4,3.2,4.39,
22,2013-10-29,0,26,12.7,18.31,16.8,4.44,66 NE,359 NO,410.62,66.52,3.4,4.51,
22,2013-10-30,1.2,23.9,11.1,17.31,8.7,2.49,231 SO,111 E,360.56,73.14,2.9,3.65,
22,2013-10-31,0,25.5,13.6,18.13,11.8,3.16,158 SE,154 SE,387.66,73.31,3.2,3.93,
22,2013-11-01,0.4,27.4,12.7,19.46,9.9,3.08,341 NO,15 N,462.46,64.94,3.7,4.71,
22,2013-11-02,3.6,24.6,9.9,17.29,22.1,5.9,67 NE,17 N,345.5,73.56,3,3.81,
22,2013-11-03,0,21.6,8.5,14.57,13.1,3.7,49 NE,118 E,363.53,71.77,2.4,3.75,
22,2013-11-04,0,22.9,12.1,16.73,13.7,5.1,169 SE,145 SE,323.28,76.21,2.5,3.54,
22,2013-11-05,0,25.1,10.3,16.93,18.4,4.63,248 SO,45 NE,447.59,72.49,3.6,4.6,
22,2013-11-06,3.6,24.3,11.1,16.29,15.7,2.84,50 NE,18 N,294.99,74.7,1.9,3.32,
22,2013-11-07,0,22.2,10.3,15.58,24,10.29,58 NE,41 N,287.24,65.38,3,4.19,
22,2013-11-08,0,21.8,12,15.9,13.4,3.89,67 NE,41 N,336.86,65.22,2.4,3.91,
22,2013-11-09,0,24.9,9.4,16.72,14.4,2.57,60 NE,352 NO,429.16,65.57,3.3,4.5,
22,2013-11-10,0,23,9.9,15.99,16.6,4.8,51 NE,14 N,451.8,66.53,3.8,4.83,
22,2013-11-11,0,23.9,9.1,16,12.6,4.59,36 N,25 N,416.8,62.16,3.3,4.7,
22,2013-11-12,0,20.7,9.3,14.79,18.2,5.92,48 NE,23 N,321.01,67.3,2.4,3.91,
22,2013-11-13,9,13.6,7.9,10.64,25.1,6.09,65 NE,45 NE,133.01,81.91,0.6,1.71,
22,2013-11-14,3,19,7.2,11.81,7.2,1.56,57 NE,304 O,300.83,78.57,1.8,3.29,
22,2013-11-15,0.6,21.3,10.8,15.58,7.5,1.55,183 S,95 E,276.83,73.28,1.8,3.33,
22,2013-11-16,3,19,12.5,14.51,10,2.56,194 S,123 E,159.9,87.17,0.8,2.1,
22,2013-11-17,0,23.8,10.2,15.03,6.4,1.44,217 S,105 E,358.87,78.81,2.3,3.71,
22,2013-11-18,0,25.6,9.4,17.35,7,2.68,360 N,21 N,454.11,63.1,3.5,4.82,
22,2013-11-19,0,25,10,17.02,9.5,3.19,234 SO,33 N,426.27,65.45,3.3,4.57,
22,2013-11-20,0,23.9,8.6,15.67,12.6,4.02,222 S,98 E,433.54,63.67,3.2,4.69,
22,2013-11-21,0,23.5,7.9,15.45,9.2,2.99,211 S,84 NE,441.61,66.97,3.3,4.52,
22,2013-11-22,0,24.6,9.3,16.4,11.9,3.11,70 NE,51 NE,404.72,61.76,3.3,4.48,
22,2013-11-23,0,23,10.6,16.27,13.2,3.44,67 NE,53 NE,310.32,68.22,2.2,3.65,
22,2013-11-24,0,22.5,8.9,15.4,8.6,2.45,175 SE,15 N,347.55,70.91,2.5,3.73,
22,2013-11-25,0,22.3,8.5,14.28,17.3,4.59,224 S,150 SE,302.58,75.25,2.2,3.45,
22,2013-11-26,0,17.9,5.2,11.89,13,4.9,359 NO,28 N,438.54,69.02,2.8,4.81,
22,2013-11-27,0,17.8,0.4,8.24,12.4,6.7,358 NO,356 NO,440.25,63.09,2.5,5.31,
22,2013-11-28,0,20.7,2.8,10.06,7.9,2.86,206 S,7 N,398.88,68.59,2.5,4.55,
22,2013-11-29,0,21.9,5.1,12.13,9.8,4.06,25 N,6 N,430.63,61.82,3.3,5.19,
22,2013-11-30,0,22.5,2.8,11.36,11.5,3.4,46 NE,360 N,443.69,60.75,3.2,5.23,
22,2013-12-01,0,24.8,3.5,12.88,8.8,3.06,247 SO,348 NO,401.01,51.61,2.9,5.08,
22,2013-12-02,0,25.9,4.1,14.78,11.1,3.04,262 SO,322 NO,387.33,43.05,2.9,5.19,
22,2013-12-03,0,25.5,5.5,15.46,14.4,4.01,216 S,120 E,420.85,50.86,3.3,5.27,
22,2013-12-04,0,25.5,7.1,15.04,13.9,4.84,238 SO,99 E,438.84,52.9,3.5,5.36,
22,2013-12-05,0,25.2,5.3,14.68,11.8,3.79,170 SE,96 E,436.66,51.91,3.4,5.16,
22,2013-12-06,0,25.2,6,14.66,11.2,4.87,213 S,78 NE,441.44,42.21,3.4,5.69,
22,2013-12-07,0,23.8,2.9,14.38,19.3,5.85,219 S,130 E,421.38,41.7,3.3,5.72,
22,2013-12-08,0,23.2,4.4,14.21,15.1,5.6,157 SE,100 E,424.54,50.72,3.3,5.38,
22,2013-12-09,0,23.1,5.8,14.27,15.2,4.62,237 SO,105 E,385.28,56.79,3.3,4.77,
22,2013-12-10,0,25.1,6.2,15.38,12.4,3.96,71 NE,29 N,419.75,52.33,3.3,5.11,
22,2013-12-11,0,24.5,5.8,14.64,14.7,4.46,35 N,10 N,374.01,62.25,3.2,4.51,
22,2013-12-12,0,21.6,8.1,14.32,20.5,8.86,70 NE,36 N,375.88,63.29,3.2,4.9,
22,2013-12-13,0,22.5,5.9,13.83,13.1,3.21,47 NE,29 N,383.71,64.02,2.8,4.34,
22,2013-12-14,0,24.3,5.9,14.4,9.5,3.68,218 S,83 NE,417.53,54.91,3.1,4.96,
22,2013-12-15,0,20.9,6.4,13.21,13.9,6.3,349 NO,351 NO,408.63,50.26,3.1,5.38,
22,2013-12-16,0,24,4.3,13.5,9.6,3.21,54 NE,355 NO,423.52,53.34,3.1,5.01,
22,2013-12-17,0,24.1,7.7,14.87,10.6,4.32,40 N,5 N,426.61,42.1,3.5,5.56,
22,2013-12-18,0,23.4,1.2,13.03,11.8,2.94,272 O,11 N,434.84,36.31,3.3,5.5,
22,2013-12-19,0,24.4,3.9,14.12,14.7,4.26,261 SO,78 NE,431.2,39.58,3.4,5.66,
22,2013-12-20,0,22.9,5.1,14.38,19.8,7.52,180 S,134 E,384.03,50.36,3.5,5.43,
22,2013-12-21,0,20.5,9.8,14.04,27.7,13.32,231 SO,174 SE,313.42,69.22,2.6,4.62,
22,2013-12-22,0,21,7.5,13.23,10.9,4.07,223 S,134 E,386.31,63.19,2.8,4.51,
22,2013-12-23,0,22.4,5.9,13.07,11.7,4.79,50 NE,9 N,368.9,55.12,3.1,4.75,
22,2013-12-24,0,15.8,6.2,10.16,12.6,5.88,354 NO,26 N,265.84,68.46,1.5,3.63,
22,2013-12-25,1,22.3,7.7,12.18,21.4,3.65,278 O,1 N,351.41,70.33,2.4,4.16,
22,2013-12-26,27.8,10,8.2,9.14,7,1.39,305 O,11 N,66.78,94.55,0.1,0.78,
22,2013-12-27,24.6,8.5,5.9,7.67,11.9,1.58,63 NE,6 N,77.23,93.99,0.1,1.09,
22,2013-12-28,7.2,10.6,5.7,7.98,13.8,2.09,66 NE,126 E,120.49,95.02,0.4,1.83,
22,2013-12-29,2.6,14.1,9,11.39,15.3,5.72,169 SE,168 SE,118.35,93.49,0.6,1.98,
22,2013-12-30,2.4,13.2,10.1,11.08,14,4.07,166 SE,157 SE,99.82,94.38,0.4,1.66,
22,2013-12-31,7.6,11.3,8.3,9.84,11.9,2.9,81 NE,20 N,87.94,94.62,0.2,1.35,
22,2014-01-01,0.2,15.3,8.2,11.41,9.1,1.46,198 S,338 NO,207.58,82.66,1.1,2.72,
22,2014-01-02,3.8,18.5,7.8,12.49,24.8,6.2,63 NE,15 N,271.12,73.11,2,3.76,
22,2014-01-03,0,17.4,3.5,9.56,17.8,3.52,65 NE,18 N,374.17,70.8,2.4,4.48,
22,2014-01-04,0,20.3,4.3,11.42,17.4,4.47,201 S,95 E,393.31,61.56,2.7,4.89,
22,2014-01-05,0,21,7.2,12.94,13,3.4,220 S,135 SE,355.91,55.6,2.5,4.65,
22,2014-01-06,0,16.5,7.5,11.92,12.2,3.9,156 SE,23 N,173.77,59.38,1.2,3.06,
22,2014-01-07,0,16.9,2.3,8.84,9.3,4.09,187 S,2 N,362.14,69.44,2.2,4.4,
22,2014-01-08,0,20.2,2.6,11.06,15.3,3.69,173 SE,46 NE,409.86,62.05,2.7,4.92,
22,2014-01-09,0,20.8,3.3,12.17,17.6,5.62,220 S,95 E,438.59,46.67,3.4,5.9,
22,2014-01-10,0,21.6,2.9,12.57,21.6,6.53,241 SO,123 E,423.36,43.95,3.5,6.02,
22,2014-01-11,0.6,13.9,7.1,10.28,14,5.24,352 NO,2 N,139.97,60.3,0.9,2.72,
22,2014-01-12,4,15.2,6.2,11.31,15.2,3.87,67 NE,64 NE,203.07,73.27,1.2,2.93,
22,2014-01-13,0.2,20.2,3.9,11.88,10,2.89,328 NO,10 N,457.54,60.84,3.2,5.22,
22,2014-01-14,0,20.1,4.9,11.56,14,4.64,353 NO,357 NO,444.67,49.38,3,5.68,
22,2014-01-15,0,17.2,4.3,10.15,11.2,5.51,65 NE,25 N,449.66,47.55,3.1,5.97,
22,2014-01-16,0,19.2,0.2,8.82,10.2,3.51,224 S,355 NO,435.79,50.32,2.7,5.44,
22,2014-01-17,0,20.1,1.8,11.04,21.4,4.97,72 NE,38 N,459.1,39.36,3.6,6.23,
22,2014-01-18,0,19.9,0.6,10.1,13.6,3.15,59 NE,8 N,420.73,43.29,2.9,5.53,
22,2014-01-19,0,20.7,2.1,11.34,15.1,3.92,73 NE,29 N,343.63,42.75,2.6,5.07,
22,2014-01-20,0,22.5,1.3,12.26,10.6,2.82,278 O,4 N,439.94,45.33,3.3,5.49,
22,2014-01-21,0,22.5,6.9,13.91,18,6.88,47 NE,27 N,447.41,38.91,3.8,6.42,
22,2014-01-22,0,22.5,2.2,12.25,9.7,3.25,203 S,61 NE,452.32,44.07,3.2,5.56,
22,2014-01-23,0,24.5,5.3,14.27,12.5,4.25,302 O,70 NE,431.01,47.65,3.3,5.47,
22,2014-01-24,0,22.7,7.2,14.36,20.2,4.41,74 NE,20 N,437.6,57.45,3.2,5.16,
22,2014-01-25,0.2,24,7.9,15.17,10.4,3.57,26 N,2 N,436.64,55.72,3.3,5.1,
22,2014-01-26,0,24.9,5.9,15.54,16.4,4.02,264 SO,333 NO,455.41,45.36,3.9,5.56,
22,2014-01-27,0,24.6,5.5,15.1,14.3,5.16,241 SO,118 E,455.15,40.8,3.9,5.87,
22,2014-01-28,0,23.5,5.3,14.13,19.5,5.98,186 S,125 E,446.56,40.92,3.9,5.91,
22,2014-01-29,0,21.6,4,12.55,14.3,4.23,225 SO,18 N,464.73,47.24,3.5,5.53,
22,2014-01-30,0,22.1,3.1,12.35,9.4,3.97,344 NO,47 NE,468.28,50.16,3.6,5.51,
22,2014-01-31,0,24.2,5.3,14.2,14.1,4.89,186 S,108 E,478.14,39.35,3.9,6.16,
22,2014-02-01,0,23.6,6.4,14.41,16.8,6.36,215 S,121 E,393.86,36.65,3.5,5.93,
22,2014-02-02,0,25.7,4.5,15.35,13.1,4.68,175 SE,123 E,475.48,35.73,3.9,6.22,
22,2014-02-03,0,24.9,4.4,15.34,18.2,6.26,207 S,122 E,460.08,35.25,4.2,6.36,
22,2014-02-04,0,25.2,6.3,15.42,19,6.56,248 SO,155 SE,469.06,47.01,4.3,6,
22,2014-02-05,0,24.4,5.1,14.97,13.6,4.89,211 S,104 E,480.82,42.51,4,5.91,
22,2014-02-06,0,24.5,7.3,15.81,14.8,4.92,247 SO,138 SE,474.32,42.51,4,5.89,
22,2014-02-07,0,24.2,6.3,15.24,16.1,5.03,267 SO,2 N,464.18,39.47,3.7,5.92,
22,2014-02-08,0,25.6,5.7,15.84,12.3,3.19,215 S,3 N,464.91,32.32,3.8,5.83,
22,2014-02-09,0,25.7,9,16.81,10,4.24,284 O,359 NO,476.89,32.85,4.2,6.1,
22,2014-02-10,0,26,6.2,16.92,11.5,4.12,36 N,43 N,485.58,30.34,4.5,6.2,
22,2014-02-11,0,25.2,7.3,15.86,22,6.7,240 SO,148 SE,475.35,28.65,4.8,6.7,
22,2014-02-12,0,24.2,6.3,15.35,9.9,4.01,352 NO,27 N,496.13,23.45,4.5,6.37,
22,2014-02-13,0,25.1,5.7,15.7,11.8,4.35,169 SE,94 E,503.93,23.51,4.2,6.57,
22,2014-02-14,0,25.7,6.7,16.17,7.6,3.79,42 N,15 N,498.02,22.48,4.3,6.47,
22,2014-02-15,0,25.5,8.5,17.09,12.9,4.44,57 NE,6 N,459.16,20.32,4.1,6.42,
22,2014-02-16,0,26.2,5.6,16.54,10.6,4.28,55 NE,30 N,504.44,24.45,4.6,6.54,
22,2014-02-17,0,27.6,6.2,17.67,18.7,5.22,68 NE,13 N,495.93,22.58,4.8,6.83,
22,2014-02-18,0,26.3,7.1,16.97,9.4,2.75,208 S,15 N,448.85,25.7,3.9,5.71,
22,2014-02-19,0,26.3,6.9,17.28,13,3.86,51 NE,94 E,468.35,31.77,4.2,5.92,
22,2014-02-20,0,24.9,7.7,16.28,22.1,6.23,261 SO,123 E,463.2,35.84,4.3,6.17,
22,2014-02-21,0,24.8,5.7,15.98,16.1,4.99,231 SO,48 NE,438.5,35.79,3.7,5.78,
22,2014-02-22,0,25.2,10.5,16.64,17.7,4.62,205 S,122 E,325.83,38.99,3.1,4.87,
22,2014-02-23,0,24.5,9,16.59,13.3,4.78,167 SE,124 E,478.88,42.56,4,5.82,
22,2014-02-24,0,25.5,8.2,17.03,16.4,4.5,224 S,124 E,497.71,41.22,4.3,5.96,
22,2014-02-25,0,23.3,9.4,15.98,14.1,5.37,223 S,33 N,320.84,41.61,3,4.77,
22,2014-02-26,0,26.2,9.9,17.76,17.8,6.99,186 S,104 E,514.31,34.48,5,6.84,
22,2014-02-27,0,25.8,8.2,16.92,16.1,5.09,219 S,36 N,531.27,30.99,4.7,6.63,
22,2014-02-28,0,27,5.1,16.51,15.7,4.99,281 O,86 NE,531.41,26.22,4.7,6.83,
22,2014-03-01,0,26.6,6.2,17.29,14.5,5.99,174 SE,126 E,517.1,32.2,4.8,6.71,
22,2014-03-02,0,26.7,10.4,18.79,22.2,6.86,191 S,121 E,516.61,33.09,5.1,6.88,
22,2014-03-03,0,25.8,8.2,17.85,18.9,6.63,148 SE,134 E,425.05,30.85,4.5,6.22,
22,2014-03-04,0,25.5,8.3,17.06,26.2,8.83,247 SO,163 SE,524.24,33.95,5.3,<null>,
22,2014-03-05,0,24.5,8.4,15.86,24.3,9.83,219 S,178 SE,528.35,34.19,5.3,<null>,
22,2014-03-06,0,24.9,6.8,16.54,13.9,4.95,210 S,84 NE,519.7,25.09,4.7,6.69,
22,2014-03-07,0,25,6.8,16.48,21.4,8.57,209 S,150 SE,526.14,42.93,5.3,6.81,
22,2014-03-08,0,23.3,8.1,15.59,20.3,8.18,221 S,176 SE,427.4,48.71,3.8,5.75,
22,2014-03-09,1.2,23.2,7.8,15.34,25.5,9.55,180 S,150 SE,476,56.75,4.4,5.94,
22,2014-03-10,0,21,6.9,14.04,30.2,11.47,231 SO,180 S,423.67,59.51,3.9,5.65,
22,2014-03-11,0,24.9,3.6,14.37,14.8,7.08,165 SE,131 E,558.58,34.64,5.4,<null>,
22,2014-03-12,0,26.2,6.6,16.63,13.9,5.17,186 S,119 E,554.43,23.93,5.4,<null>,
22,2014-03-13,0,26.2,7.4,17.1,24.5,7.37,77 NE,101 E,524.25,41.23,5.6,6.8,
22,2014-03-14,0,26.9,8.2,17.74,20.5,8.85,230 SO,153 SE,544.96,24.56,5.9,<null>,
22,2014-03-15,0,27.1,8.4,17.56,23.6,7.67,221 S,151 SE,548.4,32.89,5.6,<null>,
22,2014-03-16,0,24.7,7.4,15.6,32.1,12.14,206 S,167 SE,520.34,26.4,6.2,<null>,
22,2014-03-17,0,22.7,4,12.21,20.6,9.19,359 NO,2 N,528.73,29.66,4.8,<null>,
22,2014-03-18,0,24.6,5.3,15.3,26.7,9.03,218 S,146 SE,550.36,25.3,5.8,<null>,
22,2014-03-19,0,26.1,9.1,17.42,15.8,6.37,201 S,141 SE,533.46,34.54,4.6,6.97,
22,2014-03-20,0,28.4,9,19.14,14.5,4.63,194 S,101 E,527.37,36.44,5.1,6.54,
22,2014-03-21,0,29.9,8.2,19.64,11.9,4.67,165 SE,134 E,537.38,41.74,5.4,6.33,
22,2014-03-22,0,29.8,11.5,20.88,16.7,6.26,145 SE,130 E,523.68,38.08,5.5,6.62,
22,2014-03-23,0,30.1,11.8,21.19,18.8,7.05,237 SO,93 E,543.46,32.53,6,<null>,
22,2014-03-24,0,28.9,11.8,20.73,17.4,6.34,233 SO,32 N,451.25,28.32,4.8,6.42,
22,2014-03-25,0,29,11.1,20.62,22.3,7.23,207 S,110 E,547.02,21.89,6,<null>,
22,2014-03-26,0,27.1,8.1,17.85,25.6,7.17,227 SO,152 SE,485.93,39.08,5.4,6.24,
22,2014-03-27,0,25.9,10.1,17.89,26.1,8.38,230 SO,187 S,484.93,34.85,5.3,6.68,
22,2014-03-28,0,26.2,9.7,17.81,18.1,5.91,272 O,348 NO,489.52,33.71,4.8,6.32,
22,2014-03-29,0,28,9.1,18.67,31.5,8.65,75 NE,58 NE,457.31,31.88,5.4,6.95,
22,2014-03-30,0,26.7,9.2,18.37,22.5,8.29,223 S,118 E,529.06,40.11,5.8,6.87,
22,2014-03-31,0,28.2,10.9,19.43,16.4,5.42,227 SO,135 SE,563.47,30.54,5.4,6.94,
22,2014-04-01,0,28.9,11.1,19.58,17.9,6.7,213 S,153 SE,548.65,26.95,5.6,<null>,
22,2014-04-02,0,28.7,8.9,19.7,18.2,6.48,224 S,212 S,571.8,22.43,6,<null>,
22,2014-04-03,0,28.3,9.1,19.16,18.9,6.43,242 SO,143 SE,529.21,19.06,5.6,<null>,
22,2014-04-04,0,29.6,7.7,19.82,13,4.38,223 S,115 E,559.07,15.59,5.7,<null>,
22,2014-04-05,0,28.6,8.2,19.81,25.6,9.43,219 S,157 SE,558.83,17.56,6.9,<null>,
22,2014-04-06,0,27.9,10,19.86,28.9,11.76,224 S,188 S,573.59,23.71,6.9,<null>,
22,2014-04-07,0,27.2,9.7,18.42,18.3,6.79,238 SO,186 S,490.4,23.48,5.3,6.92,
22,2014-04-08,0,25.7,9.5,17.24,18.3,7.96,59 NE,18 N,533.67,19.48,6,<null>,
22,2014-04-09,0,26,9,18.54,17,5.83,88 NE,24 N,496.2,20.59,4.9,6.85,
22,2014-04-10,0,29.3,7.1,19.2,15.9,2.96,74 NE,350 NO,561.73,18.81,4.9,6.77,
22,2014-04-11,0,30.1,10.3,21.26,13.9,4.59,67 NE,100 E,536.43,23.22,5.4,6.93,
22,2014-04-12,0,30.8,10.7,21.88,13.9,4.22,230 SO,118 E,562.94,20.44,5.8,<null>,
22,2014-04-13,0,31.1,10.5,21.7,19,6.97,218 S,211 S,553.87,19.31,6.3,<null>,
22,2014-04-14,0,31.6,10.5,21.26,15.4,4.98,229 SO,140 SE,570.14,20.83,6,<null>,
22,2014-04-15,0,29.5,9.9,19.92,22.1,6.95,58 NE,31 N,510.47,32.64,5.4,6.72,
22,2014-04-16,0,27.4,7.3,17.82,21.9,8.46,193 S,178 SE,512.86,38.71,5.6,6.7,
22,2014-04-17,0,26.6,13.4,19.41,15.1,6.96,233 SO,199 S,402.82,37.53,4.3,5.77,
22,2014-04-18,0,27.9,10.8,20.1,30.2,5.54,61 NE,46 NE,482.44,27.64,5,6.49,
22,2014-04-19,0,29.2,10.3,19.78,19.1,5.7,2 N,320 NO,510.39,45.92,5.2,6.05,
22,2014-04-20,0,28.9,12.5,21.28,24.5,5.86,78 NE,342 NO,457.44,43.96,5,5.76,
22,2014-04-21,0,29.9,12.1,21.03,23.8,5.18,95 E,326 NO,418.16,37.86,4.7,5.63,
22,2014-04-22,0,29.6,11.4,21.11,18.7,6.06,81 NE,112 E,545.79,36.98,6.1,6.63,
22,2014-04-23,0,29.7,11.1,21.05,15.8,5.69,163 SE,158 SE,533.29,30.18,5.6,6.72,
22,2014-04-24,0,30,12.2,21.53,12,3.51,214 S,111 E,536.69,20.22,5.7,6.56,
22,2014-04-25,0,29.3,13.3,21.24,17.5,5.38,238 SO,202 S,510.79,24.79,5.4,6.68,
22,2014-04-26,0,28.5,12.2,20.88,20.8,7.98,189 S,153 SE,433.88,29.93,5.5,6.55,
22,2014-04-27,0,28.3,11.3,20.24,22,8.02,239 SO,180 S,552.55,35.89,6.4,<null>,
22,2014-04-28,0,30.1,11,20.18,10.1,4.1,187 S,135 SE,523.43,28.8,5.2,6.37,
22,2014-04-29,0,31,13.1,21.66,12.3,5.29,186 S,150 SE,449.76,23.41,5.2,6.49,
22,2014-04-30,0,28.9,13.3,21.83,20.2,7.56,160 SE,165 SE,516.8,22.68,6,<null>,
22,2014-05-01,0,25.9,14.5,20.37,23.3,9.1,213 S,198 S,270.77,23.94,4.3,5.81,
22,2014-05-02,0,28,11.1,19.44,17.8,6.07,240 SO,192 S,350.47,30.77,4.2,5.49,
22,2014-05-03,0,27.6,9.5,18.86,20,7.93,65 NE,351 NO,552.55,36.07,6,<null>,
22,2014-05-04,0,30.1,11.1,20.93,12.3,4.06,235 SO,4 N,549.77,36.12,5.5,6.35,
22,2014-05-05,0,30.1,12.9,21.88,12.7,3.3,116 E,114 E,492.11,37.97,4.8,5.75,
22,2014-05-06,0,30.6,12.1,22.27,20,6.16,154 SE,147 SE,476.43,32,5.5,6.49,
22,2014-05-07,5.8,23.6,12.9,17.41,20.4,7.38,167 SE,173 SE,252.68,64.17,2.4,3.39,
22,2014-05-08,2.8,23.6,12.8,17.05,19.6,5.65,109 E,105 E,325.7,75.01,2.9,3.41,
