Numero, Fecha, Pp, T_Max, T_Min, T_Med, VV_Max, VV, DWW, DV, Rag_G, HR, ET, EP 
22,2015-01-23,0,23.4,6.4,14.88,13.4,4.83,336 NO,83 NE,432.32,46.91,3.6,5.36,
22,2015-01-23,0,23.4,6.4,14.88,13.4,4.83,336 NO,83 NE,432.32,46.91,3.6,5.36,
22,2015-01-24,0,22.3,7,13.94,13.1,6.53,181 S,348 NO,361.34,35.5,3.1,5.55,
22,2015-01-24,0,22.3,7,13.94,13.1,6.53,181 S,348 NO,361.34,35.5,3.1,5.55,
22,2015-01-25,0.2,21.3,6.6,14.1,10.3,3.78,136 SE,91 E,317.94,57.68,2.2,4.11,
22,2015-01-25,0.2,21.3,6.6,14.1,10.3,3.78,136 SE,91 E,317.94,57.68,2.2,4.11,
22,2015-01-26,0,22.4,9.3,15.25,9.1,4.03,145 SE,15 N,386.82,50.11,2.9,4.9,
22,2015-01-26,0,22.4,9.3,15.25,9.1,4.03,145 SE,15 N,386.82,50.11,2.9,4.9,
22,2015-01-27,0,24.9,9.1,16.94,18.8,6.5,62 NE,6 N,430.52,32.64,4,6.32,
22,2015-01-27,0,24.9,9.1,16.94,18.8,6.5,62 NE,6 N,430.52,32.64,4,6.32,
22,2015-01-28,0,26.3,6.7,16.64,18.6,5.51,69 NE,6 N,409.24,32.48,3.9,5.97,
22,2015-01-28,0,26.3,6.7,16.64,18.6,5.51,69 NE,6 N,409.24,32.48,3.9,5.97,
22,2015-01-29,0,26.3,7,16.71,25,7.84,67 NE,32 N,417.22,34.27,4.5,6.4,
22,2015-01-29,0,26.3,7,16.71,25,7.84,67 NE,32 N,417.22,34.27,4.5,6.4,
22,2015-01-30,0,21.9,6.3,13.73,17.9,6.64,56 NE,45 NE,370,38.54,3.4,5.4,
22,2015-01-30,0,21.9,6.3,13.73,17.9,6.64,56 NE,45 NE,370,38.54,3.4,5.4,
22,2015-01-31,0,20.9,6.8,13.54,25.4,9.22,197 S,169 SE,333.41,49.79,3.3,5.13,
22,2015-01-31,0,20.9,6.8,13.54,25.4,9.22,197 S,169 SE,333.41,49.79,3.3,5.13,
