Numero, Fecha, Pp, T_Max, T_Min, T_Med, VV_Max, VV, DWW, DV, Rag_G, HR, ET, EP 
2,2013-04-01,<null>,<null>,<null>,<null>,<null>,<null>,0 NE,<null> N,<null>,<null>,<null>,<null>,
2,2013-04-02,<null>,<null>,<null>,<null>,<null>,<null>,0 NE,<null> N,<null>,<null>,<null>,<null>,
2,2013-04-03,<null>,<null>,<null>,<null>,<null>,<null>,0 NE,<null> N,<null>,<null>,<null>,<null>,
2,2013-04-04,<null>,<null>,<null>,<null>,<null>,<null>,0 NE,<null> N,<null>,<null>,<null>,<null>,
2,2013-04-05,<null>,<null>,<null>,<null>,<null>,<null>,0 NE,<null> N,<null>,<null>,<null>,<null>,
2,2013-04-06,0,29.5,14.6,24.24,18.8,9.77,252.7 SO,255.3 SO,537.52,14.96,4,<null>,
2,2013-04-07,0.2,29.3,9.5,20.56,18.5,7.51,285.4 O,224 S,516.43,22.57,6.1,<null>,
2,2013-04-08,0,28.7,12.4,20.44,22.1,7.78,249.1 SO,211.4 S,550.32,21.67,6.4,<null>,
2,2013-04-09,0.2,27.6,6.6,18.04,20.8,7.15,222.6 S,253.3 SO,487.4,27.19,5.7,6.76,
2,2013-04-10,0,26.8,9.4,17.55,23.2,8.49,272.2 O,239.5 SO,410.74,25.32,5.1,6.72,
2,2013-04-11,0,26.5,4.7,15.95,20,4.91,259.6 SO,,465.52,25.15,4.4,6.26,
2,2013-04-12,0,27.9,1.9,15.94,16.2,5.75,209.3 S,212.9 S,530.18,23.79,5.5,<null>,
2,2013-04-13,0,26.2,5.1,16.64,21.8,8.25,286.2 O,227.2 SO,562.61,25.93,6.1,<null>,
2,2013-04-14,0,27.6,1,15.84,15.1,4.96,266.5 SO,207.8 S,572.52,25.53,5.6,<null>,
2,2013-04-15,0,29.5,1.3,16.9,17,5.24,233.6 SO,205.9 S,533.43,23.67,5.5,<null>,
2,2013-04-16,0,31.3,9,19.79,15.8,4.93,165.9 SE,228.9 SO,498.18,22.19,5.3,7,
2,2013-04-17,0,31.6,4,19.56,17.8,5.71,280.6 O,275.3 O,545.85,23.9,6.4,<null>,
