Nombre, Numero, Fecha, Pp, T_Max, T_Min, T_Med, VV_Max, VV, DWW, DV, Rag_G, HR, ET, EP 
22,2014-10-05,0.4,25.4,14.4,18.28,9.4,1.81,235 SO,,367.89,74.28,2.8,3.64,
22,2014-10-06,0,23.3,15.3,17.88,9.3,3,281 O,158 SE,333.63,74.7,2.4,3.43,
22,2014-10-07,0,26.9,13.1,19.15,15.2,3.16,76.5 NE,57.2 NE,424.63,61.07,3.7,4.55,
22,2014-10-08,0,27,8.8,18.01,14.7,4.28,71.1 NE,,525.69,45.73,4.8,5.86,
22,2014-10-09,0,27.5,7.8,17.45,6.8,2.32,52.1 NE,36.3 N,509.61,54.21,4.3,5.2,
22,2014-10-10,0,27.6,11,18.37,10.4,3.03,56.4 NE,38.9 N,419.2,59.29,3.4,4.57,
22,2014-10-11,0,27.4,11.4,18.86,14.8,2.9,76.3 NE,33 N,408.36,57.29,3.3,4.55,
22,2014-10-12,0,25.4,12.6,18.15,10.7,2.75,169.5 SE,109.4 E,411.48,65.09,3.3,4.26,
22,2014-10-13,0,27.8,12.5,18.73,9,2.62,20.4 N,95.9 E,436.67,70.31,3.7,4.31,
22,2014-10-14,0,26.9,14.6,19.68,17.7,4.44,76.8 NE,30.1 N,422.81,59.12,3.6,4.74,
22,2014-10-15,0,27.6,7.9,17.46,13.8,3.73,69.4 NE,18.4 N,494.7,50.35,4.5,5.4,
22,2014-10-16,0,28.2,8.3,18.1,12.1,3.45,62.3 NE,11.5 N,508.63,35.98,4.5,5.94,
22,2014-10-17,0,28.4,7.5,17.85,13.6,3.76,42.7 N,26.3 N,517.93,34.03,4.8,6.15,
22,2014-10-18,1.6,28,10.8,18.29,16.1,3.96,64.6 NE,21.4 N,353.14,48.95,2.8,4.65,
22,2014-10-19,0,27.1,13.6,19.09,15.9,4.45,68 NE,49.6 NE,386.6,59.52,3.6,4.53,
22,2014-10-20,1,24,11.6,16.61,14.2,3.81,68.8 NE,37.6 N,238.74,73.62,1.7,2.86,
22,2014-10-21,0,24.3,12.9,17.57,16.3,6.75,75.5 NE,36.4 N,360.62,66.49,3.4,4.28,
22,2014-10-22,0,25.3,10.5,17.86,16.9,5.11,48.1 NE,50.8 NE,329.8,61.72,3.1,4.11,
22,2014-10-23,0,26.9,11.4,18.37,11.9,3.72,66.8 NE,18 N,391.61,59.68,3.4,4.51,
22,2014-10-24,0,25.7,10.7,17.54,14.3,4.3,56.3 NE,36.2 N,402.66,61.85,3.1,4.5,
22,2014-10-25,0,25.5,9.6,17.11,11.6,4.4,43.6 N,33.1 N,484.74,55.07,4.1,5.29,
22,2014-10-26,0,26.3,6.4,16.53,12.9,4.51,68.9 NE,36.2 N,488.81,46.23,4.4,5.67,
22,2014-10-27,0,27.2,6.1,16.83,14.8,3.08,67.1 NE,35.7 N,479.97,40.72,3.9,5.6,
22,2014-10-28,0,28.9,8.3,18.21,15.3,4.04,67.3 NE,36.1 N,465.52,41.36,4.1,5.75,
22,2014-10-29,0,28.9,8.1,18.19,14.4,3.7,65.4 NE,23.3 N,474.97,34.88,4.4,5.93,
22,2014-10-30,0,27.2,5.7,16.41,12.9,4.39,32.5 N,23.3 N,463.13,41.42,4.3,5.67,
22,2014-10-31,0,23.1,7.3,14.89,13.1,5.15,37.9 N,31.4 N,465.34,51.93,3.9,5.35,
22,2014-11-01,0,24.4,4.5,14.41,21.5,7.53,67.3 NE,44 N,436.43,57.31,4,5.38,
22,2014-11-02,0,24.4,6.1,14.47,8.9,2.26,62.9 NE,48.1 NE,445.01,57.53,3.2,4.82,
22,2014-11-03,0,25.4,6.5,15.45,9.9,2.4,71.2 NE,14.6 N,406.18,55.2,3.2,4.69,
22,2014-11-04,0,24.4,9.4,16.97,17,5.38,193.4 S,124.9 E,343.7,56.2,3.1,4.61,
22,2014-11-05,0,17.3,12.7,15.11,16.4,7.13,139 SE,163.5 SE,101.63,76.81,0.7,1.83,
22,2014-11-06,0,24.3,12.2,17.89,11.5,4.61,186.6 S,155.2 SE,391.88,66.1,3,4.43,
22,2014-11-07,0,23.8,13.4,17.72,16.8,4.24,234.2 SO,279.9 O,299.38,63.43,2.4,3.76,
22,2014-11-08,0,23,10.7,16.53,9.1,3.92,,350.3 NO,350.96,59.5,2.7,4.17,
22,2014-11-09,0,23,7.2,14.31,13.8,4.64,77.9 NE,11.1 N,437.49,57.42,3.3,4.91,
22,2014-11-10,0,21,6.1,13.99,11.8,4.06,190.4 S,181.8 S,270.24,63.6,2,3.47,
22,2014-11-11,13.4,15.7,12.2,13.54,7.5,1.39,78.9 NE,147.6 SE,102.99,91.22,0.5,1.19,
22,2014-11-12,0.6,21.1,12,15.18,11.6,4.86,186.4 S,152.8 SE,294.16,78.06,1.9,3.45,
22,2014-11-13,0,22.9,8.6,14.36,8.6,2.24,,35.7 N,325.3,73.03,2.1,3.63,
22,2014-11-14,0,23.5,7.6,14.83,10,2.79,54.6 NE,1.4 N,439.52,63.92,3.1,4.73,
22,2014-11-15,0,24.2,7.7,15.34,16.4,4.66,217.6 S,100.1 E,425.87,56.43,3.5,5.07,
22,2014-11-16,0,24.5,7.8,15.23,28,7.21,228.7 SO,147.7 SE,452.48,52.91,4.2,5.75,
22,2014-11-17,0,24,4.8,14.27,17.8,5.65,198.4 S,112.6 E,460.75,49.88,3.7,5.65,
22,2014-11-18,0,23.3,8.2,14.52,17.5,4.94,211.3 S,138.3 SE,399.18,50.49,3.5,5.09,
22,2014-11-19,0,21.1,6,12.88,7.7,3.41,242.2 SO,14.5 N,367.1,51.14,2.3,4.59,
22,2014-11-20,0,24.5,5.8,14.96,14.7,4.48,188.4 S,92.1 E,440.4,51.22,3.5,5.38,
22,2014-11-21,7,23.3,9,14.84,13.5,3.08,227.5 SO,109.8 E,337.34,68.88,2.3,3.92,
22,2014-11-22,0,22.3,7.9,15,29.4,8.99,212.4 S,171.7 SE,400.27,64.25,3.5,5.11,
22,2014-11-23,0,24.2,6.2,14.39,16,4.98,190.4 S,139.8 SE,443.12,59.47,3.5,5.12,
22,2014-11-24,0,21.9,6.3,13.85,10.5,4.3,189.5 S,124 E,311.19,49.62,2.3,4.36,
22,2014-11-25,0,18.8,5.5,11.87,17.2,5.06,330.6 NO,22.1 N,385.86,42.49,3,5.24,
22,2014-11-26,0,23.4,0.4,10.91,13,6.7,55.5 NE,19.9 N,464.87,20.84,4,<null>,
22,2014-11-27,0,21.1,1.5,10.54,25.7,9.79,68.3 NE,18.4 N,425.25,20.99,4.2,<null>,
22,2014-11-28,0,20.9,-0.1,9.59,10.4,4.61,358.2 NO,346.3 NO,417.84,30.55,3,6.04,
22,2014-11-29,0,22.3,1.9,12.18,10.2,3.59,198.1 S,51.5 NE,413.73,46.32,3.1,5.43,
22,2014-11-30,0,24.9,2.2,13.74,9,3.58,235.8 SO,59.2 NE,452.9,36.96,3.4,5.98,
22,2014-12-01,0,25.7,5.2,14.93,9.4,4.25,25.6 N,8.1 N,426.11,34.16,3.3,5.97,
22,2014-12-02,0,22.7,3.3,12.96,15.1,3.48,43.8 N,23.8 N,415.93,51.41,3.1,5.05,
22,2014-12-03,0,24.1,4.3,13.68,13,3.61,53.5 NE,9.4 N,429.58,51.69,3.6,5.15,
22,2014-12-04,0,24.6,3.9,13.7,12.7,3.24,55.3 NE,354.1 NO,419.33,46.81,3.4,5.18,
22,2014-12-05,0,26.2,5.3,15.41,12.6,3.35,60.9 NE,7.3 N,393.52,37.93,3.2,5.36,
22,2014-12-06,0,24.1,4.4,14.52,13.5,5.34,38.7 N,28.3 N,382.88,46.78,3.4,5.23,
22,2014-12-07,0,23.8,8.6,15.13,16.9,4.61,74.3 NE,8.7 N,394.92,59.01,3.1,4.77,
22,2014-12-08,0,21.5,5.4,13.24,19.2,7.87,60.8 NE,47.1 NE,431.03,59.98,3.9,5.32,
22,2014-12-09,0,21.7,5.3,12.94,17.6,5.27,70.3 NE,29.6 N,397.9,58.18,3,4.89,
22,2014-12-10,0,17.7,5.5,11.44,7.5,1.85,209.3 S,58.8 NE,219.53,65.94,1.4,2.91,
22,2014-12-11,2,19.8,7.5,12.95,12.7,3.2,347.2 NO,23.1 N,238.13,63.95,1.5,3.37,
22,2014-12-12,0,19.6,8.9,13.7,10,2.45,53.1 NE,33.3 N,275.55,67,1.6,3.52,
22,2014-12-13,1,19.5,10.6,14.33,8.7,3,178.6 SE,330.9 NO,250.04,63.67,1.7,3.44,
22,2014-12-14,0,20.5,9.1,13.3,10.5,2.78,147.4 SE,139.1 SE,316.64,76.73,2,3.54,
22,2014-12-15,0,23,6.6,14.01,10.5,4.41,137.7 SE,55.6 NE,424.67,57.17,3.3,5.06,
22,2014-12-15,0,23,6.6,14.01,10.5,4.41,137.7 SE,55.6 NE,424.67,57.17,3.3,5.06,
22,2014-12-16,0,23.5,6.2,15.17,11.6,4.18,258.9 SO,41.6 N,361.42,54.45,2.9,4.66,
22,2014-12-16,0,23.5,6.2,15.17,11.6,4.18,258.9 SO,41.6 N,361.42,54.45,2.9,4.66,
22,2014-12-17,0,22.5,7.6,15.41,18.1,5.85,218.9 S,122.4 E,372.4,53.7,2.8,4.95,
22,2014-12-17,0,22.5,7.6,15.41,18.1,5.85,218.9 S,122.4 E,372.4,53.7,2.8,4.95,
22,2014-12-18,0,23.6,8.6,16.4,13.6,4.78,159 SE,129.2 E,392.42,44.2,3.2,5.23,
22,2014-12-18,0,23.6,8.6,16.4,13.6,4.78,159 SE,129.2 E,392.42,44.2,3.2,5.23,
22,2014-12-19,0,24.6,7.8,15.45,14.2,5.89,217 S,127.8 E,407.07,43.78,3.6,5.52,
22,2014-12-19,0,24.6,7.8,15.45,14.2,5.89,217 S,127.8 E,407.07,43.78,3.6,5.52,
22,2014-12-20,0,24,8.4,15.64,23,5.29,220.7 S,142.3 SE,303.86,36.86,2.8,4.91,
22,2014-12-20,0,24,8.4,15.64,23,5.29,220.7 S,142.3 SE,303.86,36.86,2.8,4.91,
22,2014-12-21,0,23.3,7.8,14.73,18.8,6.52,209.7 S,153.1 SE,350.04,39.52,3,5.33,
22,2014-12-21,0,23.3,7.8,14.73,18.8,6.52,209.7 S,153.1 SE,350.04,39.52,3,5.33,
22,2014-12-22,0,22.8,2.1,12.8,17.6,6.28,245.9 SO,130.9 E,430.05,37.16,3.7,5.97,
22,2014-12-22,0,22.8,2.1,12.8,17.6,6.28,245.9 SO,130.9 E,430.05,37.16,3.7,5.97,
22,2014-12-23,0,22.4,4.5,12.65,18,8.97,174.1 SE,151.9 SE,431.93,43.61,3.9,6.25,
22,2014-12-23,0,22.4,4.5,12.65,18,8.97,174.1 SE,151.9 SE,431.93,43.61,3.9,6.25,
22,2014-12-24,0,17.1,1.3,8.63,13.9,5.95,9 N,7.3 N,401.91,43.84,2.4,5.58,
22,2014-12-24,0,17.1,1.3,8.63,13.9,5.95,9 N,7.3 N,401.91,43.84,2.4,5.58,
22,2014-12-25,0,18.3,1.1,9.96,14.3,5.73,193.4 S,128.9 E,308.43,45.07,2.2,4.88,
22,2014-12-25,0,18.3,1.1,9.96,14.3,5.73,193.4 S,128.9 E,308.43,45.07,2.2,4.88,
22,2014-12-26,0,21,5.5,12.49,22.9,8.3,,152.5 SE,384.1,61.62,2.8,5.3,
22,2014-12-26,0,21,5.5,12.49,22.9,8.3,,152.5 SE,384.1,61.62,2.8,5.3,
22,2014-12-27,0,21.8,8.5,14.48,15.7,5.4,159.7 SE,156 SE,279.66,62.09,2.2,4.19,
22,2014-12-27,0,21.8,8.5,14.48,15.7,5.4,159.7 SE,156 SE,279.66,62.09,2.2,4.19,
22,2014-12-28,0,18.3,9.7,13.75,12.6,4.63,211.9 S,165.5 SE,181.84,64.81,1.2,3.02,
22,2014-12-28,0,18.3,9.7,13.75,12.6,4.63,211.9 S,165.5 SE,181.84,64.81,1.2,3.02,
22,2014-12-29,0,23.9,3.5,13.64,11,4.34,231.1 SO,13.9 N,412.6,50.15,3.2,5.21,
22,2014-12-29,0,23.9,3.5,13.64,11,4.34,231.1 SO,13.9 N,412.6,50.15,3.2,5.21,
22,2014-12-30,0,24.8,5.6,15.43,13.2,4.29,144.1 SE,81.7 NE,412.63,46.34,3.3,5.32,
22,2014-12-30,0,24.8,5.6,15.43,13.2,4.29,144.1 SE,81.7 NE,412.63,46.34,3.3,5.32,
22,2014-12-31,0,24.3,6.5,15.09,13.3,4.76,229.7 SO,15 N,409.07,53.75,3.1,5.09,
22,2014-12-31,0,24.3,6.5,15.09,13.3,4.76,229.7 SO,15 N,409.07,53.75,3.1,5.09,
22,2015-01-01,0,22.6,8.4,14.86,14.8,5.32,194.6 S,74.2 NE,318.2,55.84,2.3,4.37,
22,2015-01-01,0,22.6,8.4,14.86,14.8,5.32,194.6 S,74.2 NE,318.2,55.84,2.3,4.37,
22,2015-01-02,0,21.1,9.4,14.89,25.1,9.41,211.5 S,163.7 SE,372.8,54.83,3.4,5.28,
22,2015-01-02,0,21.1,9.4,14.89,25.1,9.41,211.5 S,163.7 SE,372.8,54.83,3.4,5.28,
22,2015-01-03,0,20.5,7.4,13.6,23.9,9.27,205.9 S,167.5 SE,335.94,56.06,2.8,4.93,
22,2015-01-03,0,20.5,7.4,13.6,23.9,9.27,205.9 S,167.5 SE,335.94,56.06,2.8,4.93,
22,2015-01-04,0,19.9,7,12.7,23.6,7.33,55.5 NE,22.9 N,238.09,60.09,2,3.79,
22,2015-01-04,0,19.9,7,12.7,23.6,7.33,55.5 NE,22.9 N,238.09,60.09,2,3.79,
22,2015-01-05,0,17.1,5.8,10.68,15.4,6.31,58.5 NE,12.5 N,220.26,55.66,1.7,3.65,
22,2015-01-05,0,17.1,5.8,10.68,15.4,6.31,58.5 NE,12.5 N,220.26,55.66,1.7,3.65,
22,2015-01-06,0,21.9,6.9,13.62,14.2,6.09,74.1 NE,22.9 N,310,58.27,2.6,4.48,
22,2015-01-06,0,21.9,6.9,13.62,14.2,6.09,74.1 NE,22.9 N,310,58.27,2.6,4.48,
22,2015-01-07,0,21.9,8.1,13.94,22.1,9.75,65.9 NE,28.9 N,348.02,60.38,3.4,5.12,
22,2015-01-07,0,21.9,8.1,13.94,22.1,9.75,65.9 NE,28.9 N,348.02,60.38,3.4,5.12,
22,2015-01-08,0,20.5,8.6,13.06,27.3,10.39,52.7 NE,64 NE,405.38,54.55,2.9,5.84,
22,2015-01-08,0,20.5,8.6,13.06,27.3,10.39,52.7 NE,64 NE,405.38,54.55,2.9,5.84,
22,2015-01-09,4,19.7,6.1,11.73,15.1,5.31,81.5 NE,,300.27,69.5,2,3.82,
22,2015-01-09,4,19.7,6.1,11.73,15.1,5.31,81.5 NE,,300.27,69.5,2,3.82,
22,2015-01-10,0,20.5,6.1,12.55,12.8,5.05,,38.5 N,395.42,60,2.9,4.88,
22,2015-01-10,0,20.5,6.1,12.55,12.8,5.05,,38.5 N,395.42,60,2.9,4.88,
22,2015-01-11,0,22.2,3.5,12.8,13.1,5.02,187.4 S,100.2 E,438.94,46.76,3.5,5.67,
22,2015-01-11,0,22.2,3.5,12.8,13.1,5.02,187.4 S,100.2 E,438.94,46.76,3.5,5.67,
22,2015-01-12,0,21.7,2.5,12.41,14.8,5.09,197 S,69.9 NE,325.8,40.12,2.8,5.06,
22,2015-01-12,0,21.7,2.5,12.41,14.8,5.09,197 S,69.9 NE,325.8,40.12,2.8,5.06,
22,2015-01-13,0,22.4,3.9,13.2,12.2,5.44,146.6 SE,121.7 E,358.23,42.05,3.3,5.3,
22,2015-01-13,0,22.4,3.9,13.2,12.2,5.44,146.6 SE,121.7 E,358.23,42.05,3.3,5.3,
22,2015-01-14,0,22.8,4.7,14.06,13.8,4.13,202.2 S,107.4 E,384.35,40.52,3.2,5.31,
22,2015-01-14,0,22.8,4.7,14.06,13.8,4.13,202.2 S,107.4 E,384.35,40.52,3.2,5.31,
22,2015-01-15,0,23,6.2,14.88,12.3,4.28,3.2 N,65.5 NE,386.18,39.4,3.2,5.35,
22,2015-01-15,0,23,6.2,14.88,12.3,4.28,3.2 N,65.5 NE,386.18,39.4,3.2,5.35,
22,2015-01-16,0,22.8,6.3,13.96,13.7,5.54,350.2 NO,14.6 N,413.5,48.06,3.3,5.42,
22,2015-01-16,0,22.8,6.3,13.96,13.7,5.54,350.2 NO,14.6 N,413.5,48.06,3.3,5.42,
22,2015-01-17,0,23.5,6.5,14.69,12.7,4.87,43.9 N,60.3 NE,394.91,45.39,3.1,5.26,
22,2015-01-17,0,23.5,6.5,14.69,12.7,4.87,43.9 N,60.3 NE,394.91,45.39,3.1,5.26,
22,2015-01-18,0,23.5,9.7,15.58,16.5,5.81,67.3 NE,19 N,387.04,40.65,3.3,5.52,
22,2015-01-18,0,23.5,9.7,15.58,16.5,5.81,67.3 NE,19 N,387.04,40.65,3.3,5.52,
22,2015-01-19,0,24.7,7.5,15.96,10.8,3.28,168.4 SE,10.2 N,413.37,40.29,3.2,5.27,
22,2015-01-19,0,24.7,7.5,15.96,10.8,3.28,168.4 SE,10.2 N,413.37,40.29,3.2,5.27,
22,2015-01-20,0,24.5,7.2,16.44,12,4.24,142.1 SE,61.2 NE,427.6,39.74,3.5,5.52,
22,2015-01-20,0,24.5,7.2,16.44,12,4.24,142.1 SE,61.2 NE,427.6,39.74,3.5,5.52,
22,2015-01-21,0,24.9,10,16.66,20.8,7.05,207.5 S,154.2 SE,414.02,35.88,3.8,6.09,
22,2015-01-21,0,24.9,10,16.66,20.8,7.05,207.5 S,154.2 SE,414.02,35.88,3.8,6.09,
22,2015-01-22,0,22.2,7.9,14.44,24.5,8.85,235.1 SO,171.5 SE,343.69,51.33,3.2,5.09,
22,2015-01-22,0,22.2,7.9,14.44,24.5,8.85,235.1 SO,171.5 SE,343.69,51.33,3.2,5.09,
22,2015-01-23,0,23.4,6.4,14.88,13.4,4.83,336.4 NO,82.6 NE,432.32,46.91,3.6,5.36,
22,2015-01-23,0,23.4,6.4,14.88,13.4,4.83,336.4 NO,82.6 NE,432.32,46.91,3.6,5.36,
22,2015-01-24,0,22.3,7,13.94,13.1,6.53,180.7 S,348.4 NO,361.34,35.5,3.1,5.55,
22,2015-01-24,0,22.3,7,13.94,13.1,6.53,180.7 S,348.4 NO,361.34,35.5,3.1,5.55,
22,2015-01-25,0.2,21.3,6.6,14.1,10.3,3.78,136 SE,91.1 E,317.94,57.68,2.2,4.11,
22,2015-01-25,0.2,21.3,6.6,14.1,10.3,3.78,136 SE,91.1 E,317.94,57.68,2.2,4.11,
22,2015-01-26,0,22.4,9.3,15.25,9.1,4.03,145.1 SE,14.7 N,386.82,50.11,2.9,4.9,
22,2015-01-26,0,22.4,9.3,15.25,9.1,4.03,145.1 SE,14.7 N,386.82,50.11,2.9,4.9,
22,2015-01-27,0,24.9,9.1,16.94,18.8,6.5,62.3 NE,6.2 N,430.52,32.64,4,6.32,
22,2015-01-27,0,24.9,9.1,16.94,18.8,6.5,62.3 NE,6.2 N,430.52,32.64,4,6.32,
22,2015-01-28,0,26.3,6.7,16.64,18.6,5.51,69.3 NE,6.2 N,409.24,32.48,3.9,5.97,
22,2015-01-28,0,26.3,6.7,16.64,18.6,5.51,69.3 NE,6.2 N,409.24,32.48,3.9,5.97,
22,2015-01-29,0,26.3,7,16.71,25,7.84,67.3 NE,31.5 N,417.22,34.27,4.5,6.4,
22,2015-01-29,0,26.3,7,16.71,25,7.84,67.3 NE,31.5 N,417.22,34.27,4.5,6.4,
22,2015-01-30,0,21.9,6.3,13.73,17.9,6.64,56 NE,45.1 NE,370,38.54,3.4,5.4,
22,2015-01-30,0,21.9,6.3,13.73,17.9,6.64,56 NE,45.1 NE,370,38.54,3.4,5.4,
22,2015-01-31,0,20.9,6.8,13.54,25.4,9.22,196.6 S,168.6 SE,333.41,49.79,3.3,5.13,
22,2015-01-31,0,20.9,6.8,13.54,25.4,9.22,196.6 S,168.6 SE,333.41,49.79,3.3,5.13,
22,2015-02-01,0,15.7,9.1,11.91,18.6,7.89,182.1 S,151.2 SE,190.39,66.79,1.2,3.04,
22,2015-02-01,0,15.7,9.1,11.91,18.6,7.89,182.1 S,151.2 SE,190.39,66.79,1.2,3.04,
22,2015-02-02,3.8,14.4,9.3,11.32,11.7,5.05,140 SE,108.5 E,124.58,82.61,0.6,1.85,
22,2015-02-02,3.8,14.4,9.3,11.32,11.7,5.05,140 SE,108.5 E,124.58,82.61,0.6,1.85,
22,2015-02-03,6.4,17.5,9.7,12.42,22.5,9.54,202.7 S,159.8 SE,260.48,78.56,1.7,3.56,
22,2015-02-03,6.4,17.5,9.7,12.42,22.5,9.54,202.7 S,159.8 SE,260.48,78.56,1.7,3.56,
22,2015-02-04,0,20.5,5.3,12.49,8.3,3.02,358.9 NO,12.5 N,474.24,57.41,3.4,5.4,
22,2015-02-04,0,20.5,5.3,12.49,8.3,3.02,358.9 NO,12.5 N,474.24,57.41,3.4,5.4,
22,2015-02-05,0,21.7,4.4,12.98,14.6,7.03,352.8 NO,16.9 N,423.65,43.01,3.6,6.04,
22,2015-02-05,0,21.7,4.4,12.98,14.6,7.03,352.8 NO,16.9 N,423.65,43.01,3.6,6.04,
22,2015-02-06,0,21,6,12.74,12.5,6.05,,15.8 N,329.67,43.39,3.1,5.1,
22,2015-02-06,0,21,6,12.74,12.5,6.05,,15.8 N,329.67,43.39,3.1,5.1,
22,2015-02-07,0,24.3,3,13.78,8.8,3.59,62.2 NE,,460.76,33.81,3.7,5.98,
22,2015-02-07,0,24.3,3,13.78,8.8,3.59,62.2 NE,,460.76,33.81,3.7,5.98,
22,2015-02-08,0,25.7,6.3,16.1,11.8,4.23,326.6 NO,4.8 N,487.02,21.28,4.4,6.71,
22,2015-02-08,0,25.7,6.3,16.1,11.8,4.23,326.6 NO,4.8 N,487.02,21.28,4.4,6.71,
22,2015-02-09,0,25,6.8,16.17,23.6,8.86,73.1 NE,33.2 N,487.85,20.93,5.4,<null>,
22,2015-02-09,0,25,6.8,16.17,23.6,8.86,73.1 NE,33.2 N,487.85,20.93,5.4,<null>,
22,2015-02-10,0,23.8,3.4,14.38,25.5,5.02,62.9 NE,42.5 N,471.16,26.51,4.3,6.4,
22,2015-02-10,0,23.8,3.4,14.38,25.5,5.02,62.9 NE,42.5 N,471.16,26.51,4.3,6.4,
22,2015-02-11,0,23.9,4,15.19,14.2,5.32,165.9 SE,26.4 N,427.45,30.58,4.1,6.01,
22,2015-02-11,0,23.9,4,15.19,14.2,5.32,165.9 SE,26.4 N,427.45,30.58,4.1,6.01,
22,2015-02-12,6.6,22.4,8.3,12.98,30,5.76,74.6 NE,70.5 NE,321.46,60.21,2.4,4.26,
22,2015-02-12,6.6,22.4,8.3,12.98,30,5.76,74.6 NE,70.5 NE,321.46,60.21,2.4,4.26,
22,2015-02-13,7.6,14.7,7,10.44,15.3,6.22,59.3 NE,29.2 N,158.15,80.64,0.8,2.18,
22,2015-02-13,7.6,14.7,7,10.44,15.3,6.22,59.3 NE,29.2 N,158.15,80.64,0.8,2.18,
22,2015-02-14,0,16.3,7.5,11.47,15.1,3.38,132.3 E,333.5 NO,208.26,79.81,1.3,2.67,
22,2015-02-14,0,16.3,7.5,11.47,15.1,3.38,132.3 E,333.5 NO,208.26,79.81,1.3,2.67,
22,2015-02-15,0,18.3,9.5,13.54,16.2,5.57,192.6 S,132.2 E,252.06,71.85,2,3.52,
22,2015-02-15,0,18.3,9.5,13.54,16.2,5.57,192.6 S,132.2 E,252.06,71.85,2,3.52,
22,2015-02-16,0,21.6,8.3,14.76,21.1,8.09,200.7 S,166.1 SE,373.72,61.01,3.2,5.12,
22,2015-02-16,0,21.6,8.3,14.76,21.1,8.09,200.7 S,166.1 SE,373.72,61.01,3.2,5.12,
22,2015-02-17,0,23.1,8.6,15.3,15.3,4.31,229.6 SO,173.2 SE,412.97,56.58,3.4,5.02,
22,2015-02-17,0,23.1,8.6,15.3,15.3,4.31,229.6 SO,173.2 SE,412.97,56.58,3.4,5.02,
22,2015-02-18,0,25.4,6.7,15.51,10.5,4.63,218.4 S,19 N,496.1,44.7,4.2,5.98,
22,2015-02-18,0,25.4,6.7,15.51,10.5,4.63,218.4 S,19 N,496.1,44.7,4.2,5.98,
22,2015-02-19,0,26.5,6.8,16.38,13.8,4.15,275.2 O,351.4 NO,490.37,45.15,4.1,5.83,
22,2015-02-19,0,26.5,6.8,16.38,13.8,4.15,275.2 O,351.4 NO,490.37,45.15,4.1,5.83,
22,2015-02-20,0,26.4,8.1,17.3,16.7,5.81,214.9 S,126.6 E,503.71,35.67,5.1,6.53,
22,2015-02-20,0,26.4,8.1,17.3,16.7,5.81,214.9 S,126.6 E,503.71,35.67,5.1,6.53,
22,2015-02-21,0,27.9,6.6,17.52,9.1,3.98,244.3 SO,91.6 E,493.66,30.98,4.3,6.25,
22,2015-02-21,0,27.9,6.6,17.52,9.1,3.98,244.3 SO,91.6 E,493.66,30.98,4.3,6.25,
22,2015-02-22,0,27.2,7.1,18.21,11.1,3.73,165.6 SE,34.3 N,483.83,30.43,4.3,6.07,
22,2015-02-22,0,27.2,7.1,18.21,11.1,3.73,165.6 SE,34.3 N,483.83,30.43,4.3,6.07,
22,2015-02-23,0,30.1,10.3,20.35,20.3,5.92,77.5 NE,31.5 N,483.69,28.36,5.1,6.78,
22,2015-02-23,0,30.1,10.3,20.35,20.3,5.92,77.5 NE,31.5 N,483.69,28.36,5.1,6.78,
22,2015-02-24,0,27.8,9.6,19.01,15.9,4.85,201.1 S,278.8 O,472.49,39.35,4.8,5.86,
22,2015-02-24,0,27.8,9.6,19.01,15.9,4.85,201.1 S,278.8 O,472.49,39.35,4.8,5.86,
22,2015-02-25,0,26.7,7.5,17.83,28.6,10.29,236.5 SO,195.2 S,512.82,29.4,6.1,<null>,
22,2015-02-25,0,26.7,7.5,17.83,28.6,10.29,236.5 SO,195.2 S,512.82,29.4,6.1,<null>,
22,2015-02-26,0,25.6,7.8,16.45,19.6,7.71,216.9 S,168 SE,507.5,27.08,5.3,<null>,
22,2015-02-26,0,25.6,7.8,16.45,19.6,7.71,216.9 S,168 SE,507.5,27.08,5.3,<null>,
22,2015-02-27,0,25.6,5.3,15.61,19.6,7.05,198.9 S,151 SE,504.96,23.69,5.2,<null>,
22,2015-02-27,0,25.6,5.3,15.61,19.6,7.05,198.9 S,151 SE,504.96,23.69,5.2,<null>,
22,2015-02-28,0,26.1,5.5,16.22,16.7,5.23,203.3 S,131.1 E,502.48,25.77,4.9,6.69,
22,2015-02-28,0,26.1,5.5,16.22,16.7,5.23,203.3 S,131.1 E,502.48,25.77,4.9,6.69,
22,2015-03-01,0,26.9,7.2,17.58,13.1,3.57,,95.1 E,505.91,28.82,4.5,6.29,
22,2015-03-01,0,26.9,7.2,17.58,13.1,3.57,,95.1 E,505.91,28.82,4.5,6.29,
22,2015-03-02,0,28.7,8.1,19.17,16,5.05,131.1 E,104.6 E,502.57,32.71,5.2,6.52,
22,2015-03-02,0,28.7,8.1,19.17,16,5.05,131.1 E,104.6 E,502.57,32.71,5.2,6.52,
22,2015-03-03,0,26.3,7.9,17.63,21.3,6.32,186.4 S,124.2 E,505.5,33.75,5.1,6.59,
22,2015-03-03,0,26.3,7.9,17.63,21.3,6.32,186.4 S,124.2 E,505.5,33.75,5.1,6.59,
22,2015-03-04,0,27,8.2,17.05,29.4,8.54,235.5 SO,172.5 SE,471.45,32.05,5.1,6.93,
22,2015-03-04,0,27,8.2,17.05,29.4,8.54,235.5 SO,172.5 SE,471.45,32.05,5.1,6.93,
22,2015-03-05,0,25.1,12.2,18.36,28.1,5.45,63.7 NE,19.8 N,338.67,40.53,3.4,4.95,
22,2015-03-05,0,25.1,12.2,18.36,28.1,5.45,63.7 NE,19.8 N,338.67,40.53,3.4,4.95,
