Nombre, Numero, Fecha, Pp, T_Max, T_Min, T_Med, VV_Max, VV, DWW, DV, Rag_G, HR, ET, EP 
22,2015-06-30,0.2,23.7,14.7,17.97,11.8,3.18,242.8 SO,226.4 SO,367.91,81.02,3.1,3.54,
22,2015-06-30,0.2,23.7,14.7,17.97,11.8,3.18,242.8 SO,226.4 SO,367.91,81.02,3.1,3.54,
22,2015-07-01,15.6,24,13.3,17.38,16.1,3.76,347.3 NO,301.3 O,320.31,79.08,2.7,3.32,
22,2015-07-01,15.6,24,13.3,17.38,16.1,3.76,347.3 NO,301.3 O,320.31,79.08,2.7,3.32,
22,2015-07-02,0.2,23.9,13.6,17.38,20.7,3,76.6 NE,40.5 N,394.29,79.83,3.4,3.78,
22,2015-07-02,0.2,23.9,13.6,17.38,20.7,3,76.6 NE,40.5 N,394.29,79.83,3.4,3.78,
22,2015-07-03,0.6,23.2,12.7,17.31,13.3,2.68,88.4 NE,42.5 N,302.07,79.18,2.4,3.11,
22,2015-07-03,0.6,23.2,12.7,17.31,13.3,2.68,88.4 NE,42.5 N,302.07,79.18,2.4,3.11,
22,2015-07-04,0,24,12.8,17.21,17.8,1.88,50.8 NE,212.5 S,356.07,79.83,2.8,3.45,
22,2015-07-04,0,24,12.8,17.21,17.8,1.88,50.8 NE,212.5 S,356.07,79.83,2.8,3.45,
22,2015-07-05,0,24.8,13.9,18.07,14.4,4.02,65.8 NE,120.2 E,371.16,76.98,3.3,3.8,
22,2015-07-05,0,24.8,13.9,18.07,14.4,4.02,65.8 NE,120.2 E,371.16,76.98,3.3,3.8,
22,2015-07-06,0,26.5,13.9,19.08,12.1,3.61,65.3 NE,82.8 NE,410.26,72.4,3.7,4.19,
22,2015-07-06,0,26.5,13.9,19.08,12.1,3.61,65.3 NE,82.8 NE,410.26,72.4,3.7,4.19,
22,2015-07-07,8.2,24.8,14.9,18.66,9.8,2.99,93.8 E,108.6 E,350.89,75.54,3,3.57,
22,2015-07-07,8.2,24.8,14.9,18.66,9.8,2.99,93.8 E,108.6 E,350.89,75.54,3,3.57,
22,2015-07-08,28,22.8,13.2,17.09,19.9,2.89,108 E,41 N,281.84,83.34,2.2,2.78,
22,2015-07-08,28,22.8,13.2,17.09,19.9,2.89,108 E,41 N,281.84,83.34,2.2,2.78,
22,2015-07-09,0,25.1,13.4,18.74,15.7,4.93,53.7 NE,74.5 NE,504.05,64.83,4.8,5.13,
22,2015-07-09,0,25.1,13.4,18.74,15.7,4.93,53.7 NE,74.5 NE,504.05,64.83,4.8,5.13,
22,2015-07-10,0,24.6,10.7,17.57,15.3,7.18,45.6 NE,43.9 N,382.31,62.08,4,4.65,
22,2015-07-10,0,24.6,10.7,17.57,15.3,7.18,45.6 NE,43.9 N,382.31,62.08,4,4.65,
22,2015-07-11,0,24,12.9,18.16,19.2,8.61,66.5 NE,36.2 N,465.44,61.36,4.4,5.44,
22,2015-07-11,0,24,12.9,18.16,19.2,8.61,66.5 NE,36.2 N,465.44,61.36,4.4,5.44,
22,2015-07-12,0,24.3,11.8,18.15,17.4,7.29,62.7 NE,29 N,416.02,63.06,4.2,4.85,
22,2015-07-12,0,24.3,11.8,18.15,17.4,7.29,62.7 NE,29 N,416.02,63.06,4.2,4.85,
22,2015-07-13,4,25.3,13.4,17.86,15.8,4.21,64.4 NE,4.9 N,398.03,67.67,3.7,4.26,
22,2015-07-13,4,25.3,13.4,17.86,15.8,4.21,64.4 NE,4.9 N,398.03,67.67,3.7,4.26,
22,2015-07-14,0,26.2,12.3,18.04,9.1,3.3,175.5 SE,102.6 E,456.66,72.3,4.3,4.44,
22,2015-07-14,0,26.2,12.3,18.04,9.1,3.3,175.5 SE,102.6 E,456.66,72.3,4.3,4.44,
22,2015-07-15,0,24.8,10.8,18.38,9.9,4.25,188.6 S,145.1 SE,464.53,64.36,4.4,4.81,
22,2015-07-15,0,24.8,10.8,18.38,9.9,4.25,188.6 S,145.1 SE,464.53,64.36,4.4,4.81,
22,2015-07-16,0,26.9,12.5,19.13,13.6,3.72,69.3 NE,98.8 E,482.1,65.49,4.4,4.87,
22,2015-07-16,0,26.9,12.5,19.13,13.6,3.72,69.3 NE,98.8 E,482.1,65.49,4.4,4.87,
22,2015-07-17,3.2,27.3,12.2,17.87,19.6,2.59,55 NE,47.2 NE,406.88,71.9,2.6,4.05,
22,2015-07-17,3.2,27.3,12.2,17.87,19.6,2.59,55 NE,47.2 NE,406.88,71.9,2.6,4.05,
22,2015-07-18,1.2,26.3,14.3,19.1,20.4,3.21,61.1 NE,85.6 NE,467.35,71.8,<null>,4.49,
22,2015-07-18,1.2,26.3,14.3,19.1,20.4,3.21,61.1 NE,85.6 NE,467.35,71.8,<null>,4.49,
22,2015-07-19,4.2,27.4,14.5,19.25,11,1.96,193.1 S,66.3 NE,386.14,73.96,<null>,3.79,
22,2015-07-19,4.2,27.4,14.5,19.25,11,1.96,193.1 S,66.3 NE,386.14,73.96,<null>,3.79,
22,2015-07-20,13.8,25.9,13.7,18.51,9.9,3.1,126.5 E,147.1 SE,473.91,78.01,<null>,4.32,
22,2015-07-20,13.8,25.9,13.7,18.51,9.9,3.1,126.5 E,147.1 SE,473.91,78.01,<null>,4.32,
22,2015-07-21,9.8,25.5,13,17.12,25.3,3.27,86.9 NE,80.4 NE,467.63,83.23,3.8,4.12,
22,2015-07-21,9.8,25.5,13,17.12,25.3,3.27,86.9 NE,80.4 NE,467.63,83.23,3.8,4.12,
22,2015-07-22,12.8,25.8,14.1,18.01,18.3,3.13,83.4 NE,124.1 E,479.9,78.46,4,4.38,
22,2015-07-22,12.8,25.8,14.1,18.01,18.3,3.13,83.4 NE,124.1 E,479.9,78.46,4,4.38,
22,2015-07-23,10,25.5,14,18.15,18.8,3.57,97.9 E,60.6 NE,403.51,78.95,3.5,3.9,
22,2015-07-23,10,25.5,14,18.15,18.8,3.57,97.9 E,60.6 NE,403.51,78.95,3.5,3.9,
22,2015-07-24,9.4,26.3,12.7,17.34,12.9,2.93,78.9 NE,31.2 N,509.6,78.61,4,4.6,
22,2015-07-24,9.4,26.3,12.7,17.34,12.9,2.93,78.9 NE,31.2 N,509.6,78.61,4,4.6,
22,2015-07-25,5.6,26.2,13,18.28,15.9,3.69,,23 N,451.43,66.47,4.1,4.64,
22,2015-07-25,5.6,26.2,13,18.28,15.9,3.69,,23 N,451.43,66.47,4.1,4.64,
22,2015-07-26,0,28,13.4,20.07,8.1,3.36,104.4 E,25.7 N,527,58.65,5,5.37,
22,2015-07-26,0,28,13.4,20.07,8.1,3.36,104.4 E,25.7 N,527,58.65,5,5.37,
22,2015-07-27,0,28.1,12.5,20.09,9.2,3.98,35.4 N,59.8 NE,527.61,53.66,5.4,5.59,
22,2015-07-27,0,28.1,12.5,20.09,9.2,3.98,35.4 N,59.8 NE,527.61,53.66,5.4,5.59,
22,2015-07-28,0,28.8,11.8,20.12,11,2.9,,36.2 N,530.15,47.92,5.3,5.57,
22,2015-07-28,0,28.8,11.8,20.12,11,2.9,,36.2 N,530.15,47.92,5.3,5.57,
22,2015-07-29,0,28.3,12.2,20.36,10.1,4.5,36.4 N,26 N,506.94,54.8,5.1,5.4,
22,2015-07-29,0,28.3,12.2,20.36,10.1,4.5,36.4 N,26 N,506.94,54.8,5.1,5.4,
22,2015-07-30,0,27.9,11.6,20.02,12.6,4.68,53.5 NE,14.1 N,521.76,53.72,5,5.54,
22,2015-07-30,0,27.9,11.6,20.02,12.6,4.68,53.5 NE,14.1 N,521.76,53.72,5,5.54,
22,2015-07-31,0,27.5,13.2,20.16,8.7,4.22,45.7 NE,29.5 N,495.16,47.05,4.9,5.51,
22,2015-07-31,0,27.5,13.2,20.16,8.7,4.22,45.7 NE,29.5 N,495.16,47.05,4.9,5.51,
22,2015-08-01,0,27.5,11.3,19.84,15.3,4.43,81.1 NE,40.7 N,469.59,52.28,4.8,5.2,
22,2015-08-01,0,27.5,11.3,19.84,15.3,4.43,81.1 NE,40.7 N,469.59,52.28,4.8,5.2,
22,2015-08-02,0,26.6,15.4,20.32,11.3,2.55,83.3 NE,34.7 N,352.25,61.41,3.1,3.85,
22,2015-08-02,0,26.6,15.4,20.32,11.3,2.55,83.3 NE,34.7 N,352.25,61.41,3.1,3.85,
22,2015-08-03,2.6,27.2,14.2,20.16,12,2.7,116.1 E,160.3 SE,510.9,69.6,4.7,4.7,
22,2015-08-03,2.6,27.2,14.2,20.16,12,2.7,116.1 E,160.3 SE,510.9,69.6,4.7,4.7,
22,2015-08-04,2.2,29.2,13.2,20.06,10.1,2.69,41.1 N,51.7 NE,426.75,66.17,3.9,4.31,
22,2015-08-04,2.2,29.2,13.2,20.06,10.1,2.69,41.1 N,51.7 NE,426.75,66.17,3.9,4.31,
22,2015-08-05,0,29.2,12.7,21.3,14.3,4.91,67.8 NE,35.2 N,524.61,51.33,5.7,5.73,
22,2015-08-05,0,29.2,12.7,21.3,14.3,4.91,67.8 NE,35.2 N,524.61,51.33,5.7,5.73,
22,2015-08-06,13,27.8,13,19.85,23.3,3.31,264.5 SO,71.6 NE,462.97,62.56,4.5,4.65,
22,2015-08-06,13,27.8,13,19.85,23.3,3.31,264.5 SO,71.6 NE,462.97,62.56,4.5,4.65,
22,2015-08-07,21.4,27.5,12.6,19.43,20.6,3.75,152.1 SE,153.2 SE,535.17,67.85,4.9,5.01,
22,2015-08-07,21.4,27.5,12.6,19.43,20.6,3.75,152.1 SE,153.2 SE,535.17,67.85,4.9,5.01,
22,2015-08-08,0.8,27.4,12.7,19.48,11.2,2.67,98.8 E,119.4 E,516.93,69.76,4.7,4.73,
22,2015-08-08,0.8,27.4,12.7,19.48,11.2,2.67,98.8 E,119.4 E,516.93,69.76,4.7,4.73,
22,2015-08-09,0,26.2,12.9,19.4,12.9,3.17,230.1 SO,53.1 NE,487.3,64.66,4.4,4.75,
22,2015-08-09,0,26.2,12.9,19.4,12.9,3.17,230.1 SO,53.1 NE,487.3,64.66,4.4,4.75,
22,2015-08-10,0,27.8,13.5,19.85,16.4,3.15,52.8 NE,71.8 NE,523.85,59.22,4.8,5.2,
22,2015-08-10,0,27.8,13.5,19.85,16.4,3.15,52.8 NE,71.8 NE,523.85,59.22,4.8,5.2,
22,2015-08-11,0,27,12.7,19.52,11.4,5.08,34.2 N,42.7 N,501.84,57.42,5,5.35,
22,2015-08-11,0,27,12.7,19.52,11.4,5.08,34.2 N,42.7 N,501.84,57.42,5,5.35,
22,2015-08-12,0,25.7,14.9,19.89,13.9,6.48,46.3 NE,30.2 N,382.97,55.49,4,4.78,
22,2015-08-12,0,25.7,14.9,19.89,13.9,6.48,46.3 NE,30.2 N,382.97,55.49,4,4.78,
22,2015-08-13,0,26.5,12.9,19.59,12.8,5.79,62.4 NE,27.1 N,451.37,54.93,4.6,5.18,
22,2015-08-13,0,26.5,12.9,19.59,12.8,5.79,62.4 NE,27.1 N,451.37,54.93,4.6,5.18,
22,2015-08-14,0,28.4,12,20.44,15.9,5.64,37.5 N,30.5 N,531.59,48.25,5.6,6.02,
22,2015-08-14,0,28.4,12,20.44,15.9,5.64,37.5 N,30.5 N,531.59,48.25,5.6,6.02,
22,2015-08-15,0,29.1,10.1,19.74,12.8,3.3,60 NE,49.1 NE,401.93,49.98,4,4.73,
22,2015-08-15,0,29.1,10.1,19.74,12.8,3.3,60 NE,49.1 NE,401.93,49.98,4,4.73,
22,2015-08-16,0,26.7,13.3,18.9,14.2,4,69.1 NE,71.7 NE,377.08,64.05,3.3,4.12,
22,2015-08-16,0,26.7,13.3,18.9,14.2,4,69.1 NE,71.7 NE,377.08,64.05,3.3,4.12,
22,2015-08-17,0,25,12,17.71,17,4.12,34.8 N,121.8 E,478.69,68.75,4.3,4.64,
22,2015-08-17,0,25,12,17.71,17,4.12,34.8 N,121.8 E,478.69,68.75,4.3,4.64,
22,2015-08-18,0.4,25.4,10.7,17.19,10.2,3.64,207.3 S,19.3 N,384.5,69.62,3.3,4,
22,2015-08-18,0.4,25.4,10.7,17.19,10.2,3.64,207.3 S,19.3 N,384.5,69.62,3.3,4,
22,2015-08-19,0,26.5,9.9,17.6,11.6,3.37,231.7 SO,130.7 E,470.41,68.93,4,4.65,
22,2015-08-19,0,26.5,9.9,17.6,11.6,3.37,231.7 SO,130.7 E,470.41,68.93,4,4.65,
22,2015-08-20,0,27.1,13.7,18.71,11.2,3.08,102.6 E,108.9 E,385.87,69.07,3.5,4.1,
22,2015-08-20,0,27.1,13.7,18.71,11.2,3.08,102.6 E,108.9 E,385.87,69.07,3.5,4.1,
22,2015-08-21,0.6,25.8,14.3,18.28,14,3.26,241.3 SO,62.7 NE,424.55,75.73,3.7,4.13,
22,2015-08-21,0.6,25.8,14.3,18.28,14,3.26,241.3 SO,62.7 NE,424.55,75.73,3.7,4.13,
22,2015-08-22,16.8,26,14.4,17.73,11.7,2.26,230.7 SO,153.8 SE,345.14,79.09,2.8,3.4,
22,2015-08-22,16.8,26,14.4,17.73,11.7,2.26,230.7 SO,153.8 SE,345.14,79.09,2.8,3.4,
22,2015-08-23,29.8,24.8,13,17.01,14.5,1.57,24.8 N,20.1 N,329.01,88.71,2.7,2.99,
22,2015-08-23,29.8,24.8,13,17.01,14.5,1.57,24.8 N,20.1 N,329.01,88.71,2.7,2.99,
22,2015-08-24,0,26.8,13.6,18.66,13.6,2.88,109.4 E,24.5 N,468.27,72.41,3.7,4.51,
22,2015-08-24,0,26.8,13.6,18.66,13.6,2.88,109.4 E,24.5 N,468.27,72.41,3.7,4.51,
22,2015-08-25,0,26.7,12.6,19.35,10.8,5.02,50.1 NE,39.5 N,493.46,61.15,4.5,5.26,
22,2015-08-25,0,26.7,12.6,19.35,10.8,5.02,50.1 NE,39.5 N,493.46,61.15,4.5,5.26,
22,2015-08-26,0,26.4,11.6,18.96,11.2,4.62,48.1 NE,27.4 N,492.58,61.39,4.5,5.15,
22,2015-08-26,0,26.4,11.6,18.96,11.2,4.62,48.1 NE,27.4 N,492.58,61.39,4.5,5.15,
22,2015-08-27,0,26.8,12.9,19.16,11.6,5.34,69.1 NE,28.2 N,473.81,59,4.4,5.17,
22,2015-08-27,0,26.8,12.9,19.16,11.6,5.34,69.1 NE,28.2 N,473.81,59,4.4,5.17,
22,2015-08-28,0,27.9,11.1,18.55,11.8,3.81,45.2 NE,32.7 N,493.48,58.07,4.3,5.15,
22,2015-08-28,0,27.9,11.1,18.55,11.8,3.81,45.2 NE,32.7 N,493.48,58.07,4.3,5.15,
22,2015-08-29,0,28.2,10.4,19.24,11.1,4.07,49.8 NE,40 N,532.07,47.45,5.3,5.82,
22,2015-08-29,0,28.2,10.4,19.24,11.1,4.07,49.8 NE,40 N,532.07,47.45,5.3,5.82,
22,2015-08-30,0,28.9,10.7,19.69,10,2.91,92.6 E,43.4 N,527.16,53.95,4.7,5.4,
22,2015-08-30,0,28.9,10.7,19.69,10,2.91,92.6 E,43.4 N,527.16,53.95,4.7,5.4,
22,2015-08-31,14,26.3,13,18.88,11.4,3.84,58 NE,77.1 NE,377.17,65.35,3.6,4.1,
22,2015-08-31,14,26.3,13,18.88,11.4,3.84,58 NE,77.1 NE,377.17,65.35,3.6,4.1,
22,2015-09-01,0.2,25.3,13.3,18.69,16.9,3.34,62.4 NE,202.5 S,423.48,74.65,3.6,4.05,
22,2015-09-01,0.2,25.3,13.3,18.69,16.9,3.34,62.4 NE,202.5 S,423.48,74.65,3.6,4.05,
22,2015-09-02,0.6,26.5,14,18.4,14.3,3.28,131.9 E,95.9 E,325.06,74.7,2.7,3.42,
22,2015-09-02,0.6,26.5,14,18.4,14.3,3.28,131.9 E,95.9 E,325.06,74.7,2.7,3.42,
22,2015-09-03,0,27,14.2,19.38,11.6,3.73,42.4 N,104.2 E,399.75,70.75,3.5,4.13,
22,2015-09-03,0,27,14.2,19.38,11.6,3.73,42.4 N,104.2 E,399.75,70.75,3.5,4.13,
22,2015-09-04,18.6,26.6,14.4,18.32,16.8,3.8,95 E,81.2 NE,360.31,75.59,2.9,3.69,
22,2015-09-04,18.6,26.6,14.4,18.32,16.8,3.8,95 E,81.2 NE,360.31,75.59,2.9,3.69,
22,2015-09-05,4,26,13.6,19.1,14,4.32,60 NE,62.1 NE,370.77,74.59,3.3,3.83,
22,2015-09-05,4,26,13.6,19.1,14,4.32,60 NE,62.1 NE,370.77,74.59,3.3,3.83,
22,2015-09-06,0,27.5,12.9,19.88,17.9,5.95,64.4 NE,,467.39,59.84,4.2,5.21,
22,2015-09-06,0,27.5,12.9,19.88,17.9,5.95,64.4 NE,,467.39,59.84,4.2,5.21,
22,2015-09-07,0,26.6,14.1,19.92,13.4,4.45,61.4 NE,50.6 NE,464.98,61.15,4.2,4.91,
22,2015-09-07,0,26.6,14.1,19.92,13.4,4.45,61.4 NE,50.6 NE,464.98,61.15,4.2,4.91,
22,2015-09-08,0,28.1,13.6,20.01,10.5,4.09,143.3 SE,130.2 E,500.03,67.1,4.4,4.9,
22,2015-09-08,0,28.1,13.6,20.01,10.5,4.09,143.3 SE,130.2 E,500.03,67.1,4.4,4.9,
22,2015-09-09,5.2,29,14.6,19.08,26.9,3.98,96.1 E,119.7 E,432.62,76.09,3.7,4.16,
22,2015-09-09,5.2,29,14.6,19.08,26.9,3.98,96.1 E,119.7 E,432.62,76.09,3.7,4.16,
22,2015-09-10,30.6,25.4,12.8,17.12,17.2,3.15,331.2 NO,117.9 E,327.86,84.04,2.3,3.09,
22,2015-09-10,30.6,25.4,12.8,17.12,17.2,3.15,331.2 NO,117.9 E,327.86,84.04,2.3,3.09,
22,2015-09-11,45.6,25.3,14.5,18.75,10,3.43,238.6 SO,172.4 SE,413.23,78.97,3.4,3.9,
22,2015-09-11,45.6,25.3,14.5,18.75,10,3.43,238.6 SO,172.4 SE,413.23,78.97,3.4,3.9,
22,2015-09-12,22.6,25.5,15.2,18.83,14.7,4.15,232.4 SO,162.3 SE,452.15,77.24,3.4,4.3,
22,2015-09-12,22.6,25.5,15.2,18.83,14.7,4.15,232.4 SO,162.3 SE,452.15,77.24,3.4,4.3,
22,2015-09-13,6,23.8,14.5,17.7,16.8,3.01,70.1 NE,14.9 N,306.49,83.76,2.3,3,
22,2015-09-13,6,23.8,14.5,17.7,16.8,3.01,70.1 NE,14.9 N,306.49,83.76,2.3,3,
22,2015-09-14,14.2,24.4,14.6,17.79,19.9,3.78,71.7 NE,285.4 O,369.6,81.79,3.1,3.54,
22,2015-09-14,14.2,24.4,14.6,17.79,19.9,3.78,71.7 NE,285.4 O,369.6,81.79,3.1,3.54,
22,2015-09-15,1,25.8,15.1,18.7,11,2.46,31.3 N,70.3 NE,376.28,78.14,2.9,3.65,
22,2015-09-15,1,25.8,15.1,18.7,11,2.46,31.3 N,70.3 NE,376.28,78.14,2.9,3.65,
22,2015-09-16,0,26.4,13,19.68,13.7,4.64,62 NE,38.6 N,360.98,68.42,3.2,4.05,
22,2015-09-16,0,26.4,13,19.68,13.7,4.64,62 NE,38.6 N,360.98,68.42,3.2,4.05,
22,2015-09-17,0.4,25.8,15.7,19.17,10.7,3.82,22.9 N,33.9 N,401.73,72.08,3.2,4.07,
22,2015-09-17,0.4,25.8,15.7,19.17,10.7,3.82,22.9 N,33.9 N,401.73,72.08,3.2,4.07,
22,2015-09-18,0,26.7,16.2,19.94,8.6,3.41,75.6 NE,62.6 NE,402.51,69.03,3.2,4.12,
22,2015-09-18,0,26.7,16.2,19.94,8.6,3.41,75.6 NE,62.6 NE,402.51,69.03,3.2,4.12,
22,2015-09-19,0,28.1,15,20.58,14.2,5.12,82.3 NE,59.2 NE,463.99,62.09,4.4,4.97,
22,2015-09-19,0,28.1,15,20.58,14.2,5.12,82.3 NE,59.2 NE,463.99,62.09,4.4,4.97,
22,2015-09-20,0,27.8,11.8,19.73,16.4,5.69,49.6 NE,33.7 N,527.14,55.75,5,5.67,
22,2015-09-20,0,27.8,11.8,19.73,16.4,5.69,49.6 NE,33.7 N,527.14,55.75,5,5.67,
22,2015-09-21,0,27.8,12.6,19.57,19.3,4.32,70.8 NE,24 N,454.48,59.9,3.9,4.84,
22,2015-09-21,0,27.8,12.6,19.57,19.3,4.32,70.8 NE,24 N,454.48,59.9,3.9,4.84,
22,2015-09-22,0,26.7,13.7,19.71,16.4,6.76,57.8 NE,38.9 N,449.51,58.67,4.1,5.15,
22,2015-09-22,0,26.7,13.7,19.71,16.4,6.76,57.8 NE,38.9 N,449.51,58.67,4.1,5.15,
22,2015-09-23,0,25.6,11.5,18.39,17.3,7.07,61.6 NE,,444.29,62.44,4,4.98,
22,2015-09-23,0,25.6,11.5,18.39,17.3,7.07,61.6 NE,,444.29,62.44,4,4.98,
22,2015-09-24,0,27.2,11.5,18.95,13.9,4.31,66.5 NE,18.8 N,449.19,62.26,4.2,4.76,
22,2015-09-24,0,27.2,11.5,18.95,13.9,4.31,66.5 NE,18.8 N,449.19,62.26,4.2,4.76,
22,2015-09-25,0,26.6,11.6,18.29,13.8,3.95,54.6 NE,29.5 N,417.34,63.3,3.5,4.47,
22,2015-09-25,0,26.6,11.6,18.29,13.8,3.95,54.6 NE,29.5 N,417.34,63.3,3.5,4.47,
22,2015-09-26,0,24.6,9.1,17.47,11.7,5.24,58 NE,30.7 N,461.65,56.93,3.8,5.12,
22,2015-09-26,0,24.6,9.1,17.47,11.7,5.24,58 NE,30.7 N,461.65,56.93,3.8,5.12,
22,2015-09-27,0,25.8,9.8,17.91,14,3.65,53.3 NE,9.6 N,428.61,55.35,3.4,4.78,
22,2015-09-27,0,25.8,9.8,17.91,14,3.65,53.3 NE,9.6 N,428.61,55.35,3.4,4.78,
22,2015-09-28,0,27,10.3,18.01,13.5,3.97,59.3 NE,5.3 N,492.69,49.61,4.3,5.5,
22,2015-09-28,0,27,10.3,18.01,13.5,3.97,59.3 NE,5.3 N,492.69,49.61,4.3,5.5,
22,2015-09-29,0,27.6,11.4,19.07,14.7,5.59,73.7 NE,34.9 N,433.3,49.03,4,5.43,
22,2015-09-29,0,27.6,11.4,19.07,14.7,5.59,73.7 NE,34.9 N,433.3,49.03,4,5.43,
22,2015-09-30,0,25.4,10.9,17.85,20.2,7.28,71.7 NE,36.3 N,438.23,52.83,4.1,5.45,
22,2015-09-30,0,25.4,10.9,17.85,20.2,7.28,71.7 NE,36.3 N,438.23,52.83,4.1,5.45,
22,2015-10-01,0,26.2,10.8,18.33,21.4,8.89,62.9 NE,36 N,507.44,53.44,4.9,6.16,
22,2015-10-01,0,26.2,10.8,18.33,21.4,8.89,62.9 NE,36 N,507.44,53.44,4.9,6.16,
22,2015-10-02,0,26.3,9.3,17.91,17.6,9.1,45.1 NE,,522.77,46.99,5.5,6.61,
22,2015-10-02,0,26.3,9.3,17.91,17.6,9.1,45.1 NE,,522.77,46.99,5.5,6.61,
22,2015-10-03,0,26.4,8.2,17.17,18.6,5.41,58.8 NE,80.4 NE,476.38,47.09,4.2,5.69,
22,2015-10-03,0,26.4,8.2,17.17,18.6,5.41,58.8 NE,80.4 NE,476.38,47.09,4.2,5.69,
22,2015-10-04,3.6,23.3,14.4,17.64,14.2,5.93,242.6 SO,166 SE,294.87,73.09,2.4,3.47,
22,2015-10-04,3.6,23.3,14.4,17.64,14.2,5.93,242.6 SO,166 SE,294.87,73.09,2.4,3.47,
22,2015-10-05,0.2,26,11.3,17.59,10.7,3.59,238 SO,337.6 NO,427.25,76.25,3.5,4.17,
22,2015-10-05,0.2,26,11.3,17.59,10.7,3.59,238 SO,337.6 NO,427.25,76.25,3.5,4.17,
22,2015-10-06,9.6,28.5,12.9,18.81,16.6,4.17,52.9 NE,12.1 N,499.58,68.55,3.9,5.01,
22,2015-10-06,9.6,28.5,12.9,18.81,16.6,4.17,52.9 NE,12.1 N,499.58,68.55,3.9,5.01,
22,2015-10-07,6.2,27.1,14.1,18.1,20.2,4.43,68.7 NE,32.7 N,446.96,74.9,3.8,4.41,
22,2015-10-07,6.2,27.1,14.1,18.1,20.2,4.43,68.7 NE,32.7 N,446.96,74.9,3.8,4.41,
22,2015-10-08,0,25.3,12.4,17.83,11.8,3.28,73.7 NE,120.9 E,379.35,70.76,3,3.93,
22,2015-10-08,0,25.3,12.4,17.83,11.8,3.28,73.7 NE,120.9 E,379.35,70.76,3,3.93,
22,2015-10-09,3.2,24.5,13.2,17.49,13.7,3.04,69.5 NE,36.2 N,293.95,74.5,2.1,3.19,
22,2015-10-09,3.2,24.5,13.2,17.49,13.7,3.04,69.5 NE,36.2 N,293.95,74.5,2.1,3.19,
22,2015-10-10,10.4,23.9,12.9,17.53,15.1,5.77,61.1 NE,20.9 N,321.38,73.43,2.6,3.65,
22,2015-10-10,10.4,23.9,12.9,17.53,15.1,5.77,61.1 NE,20.9 N,321.38,73.43,2.6,3.65,
22,2015-10-11,0,26.1,10.8,17.96,6.1,2.87,,2.2 N,482.19,66.12,3.9,4.77,
22,2015-10-11,0,26.1,10.8,17.96,6.1,2.87,,2.2 N,482.19,66.12,3.9,4.77,
22,2015-10-12,0,28.5,12.4,19.98,8.9,3.6,37.5 N,15.3 N,472.63,58.03,4,5.1,
22,2015-10-12,0,28.5,12.4,19.98,8.9,3.6,37.5 N,15.3 N,472.63,58.03,4,5.1,
22,2015-10-13,0,28.3,13.1,20.89,11.3,4.44,49.5 NE,21.1 N,403.4,51.48,3.5,4.94,
22,2015-10-13,0,28.3,13.1,20.89,11.3,4.44,49.5 NE,21.1 N,403.4,51.48,3.5,4.94,
