Numero, Fecha, Pp, T_Max, T_Min, T_Med, VV_Max, VV, DWW, DV, Rag_G, HR, ET, EP 
22581,2011-10-13,0.8,21,13.8,16.73,12.7,1.32,73 NE,121 E,207.9,75.94,1.5,2.38,
18818,2011-10-13,0,21.6,14.7,17.2,13.3,1.38,342 NO,127 E,173.48,80.61,1.1,1.95,
22476,2011-10-13,2.6,14.7,8.4,10.71,14.1,6.12,115 E,77 NE,203.65,85.99,1,2.56,
24583,2011-10-13,2.6,19.7,13.2,15.93,9.6,1.01,73 NE,133 E,<null>,77.35,<null>,<null>,
25447,2011-10-13,<null>,<null>,<null>,<null>,<null>,<null>,0 NE, NE,<null>,<null>,<null>,<null>,
13467,2011-10-13,0.6,21.2,13.7,16.82,1.1,0.03,73 NE,135 SE,229.73,76.15,1.3,2.44,
13474,2011-10-13,0.4,21.8,14,17.06,15.8,3.39,67 NE,89 NE,204.39,77.22,1.5,2.47,
13475,2011-10-13,2.4,21.4,13.4,16.51,6.3,0.72,60 NE,81 NE,245.33,76.38,1.7,2.67,
22474,2011-10-13,<null>,<null>,<null>,<null>,<null>,<null>,0 NE, NE,<null>,<null>,<null>,<null>,
25422,2011-10-13,0.2,17.4,11.9,13.88,7.9,1.23,48 NE,53 NE,253.31,83.49,1.5,2.68,
18787,2011-10-13,2.8,20.6,13.6,16.45,9.8,2.26,99 E,168 SE,79.9,76.88,0.3,1.41,
25420,2011-10-13,1.4,20.6,12.6,15.78,9.6,1.9,73 NE,79 NE,265.61,79.41,1.8,2.82,
25413,2011-10-13,2.8,19.1,12.5,15.21,9.2,1.59,62 NE,68 NE,258.69,79.51,1.8,2.74,
13473,2011-10-13,0,21.1,13.5,16.37,0.4,0.01,112 E,105 E,228.52,81.66,1.3,2.38,
18833,2011-10-13,1.2,20.7,13.6,16.21,7.2,1.34,332 NO,98 E,237.23,84.6,1.7,2.41,
25427,2011-10-13,1.2,20,13.4,16.17,8.1,0.44,46 NE,127 E,266.08,83.6,1.7,2.61,
13468,2011-10-13,2.6,20.7,14,16.27,7.9,1.16,188 S,203 S,218.56,85.26,1.4,2.24,
13473,2011-10-14,0,24,7.9,15.56,0.1,0,79 NE,42 N,466.62,73.15,3.5,4.31,
18833,2011-10-14,0,23.9,11.8,17.22,9.8,3.2,29 N,4 N,429.78,65.36,3.2,4.56,
25427,2011-10-14,0,24.5,13.4,18.21,6.5,2.29,82 NE,46 NE,487.24,60.52,3.8,4.98,
13468,2011-10-14,0,23,11.3,17,6,1.66,92 E,46 NE,374.9,70.93,2.8,3.85,
18787,2011-10-14,0,22.4,11.8,17.72,12.9,6.55,117 E,79 NE,137.53,59.65,1.9,2.95,
25413,2011-10-14,0,21.8,10.6,15.76,11.9,2.34,70 NE,48 NE,513.82,66.45,3.8,5.05,
25420,2011-10-14,0,23.5,10.9,16.58,12.6,2.62,70 NE,59 NE,505.24,65.96,3.7,5.02,
13475,2011-10-14,0,23.1,9.5,16.46,2.3,0.3,108 E,74 NE,446.02,70.35,3.4,4.27,
22474,2011-10-14,<null>,<null>,<null>,<null>,<null>,<null>,0 NE, NE,<null>,<null>,<null>,<null>,
25422,2011-10-14,0,20.4,8.6,14.01,7,1.26,32 N,56 NE,519.15,72.46,3.7,4.96,
18818,2011-10-14,0,26,11.6,19.01,17.5,4.72,313 O,359 NO,462.6,62.24,3.8,5.06,
22476,2011-10-14,0,17.5,7.2,11.73,12.5,4.97,77 NE,68 NE,365.89,76.32,2.3,4.16,
24583,2011-10-14,0,22.9,9.6,16.06,9.4,1.77,78 NE,80 NE,<null>,68.21,0.2,<null>,
25447,2011-10-14,<null>,<null>,<null>,<null>,<null>,<null>,0 NE, NE,<null>,<null>,<null>,<null>,
13467,2011-10-14,0,23.5,9.8,16.64,1.8,0.05,74 NE,76 NE,368.2,67.86,2.6,3.7,
13474,2011-10-14,0,23.3,9.5,16.83,17.6,6.04,71 NE,56 NE,467.83,68.89,3.8,4.96,
13471,2011-10-14,0,24.8,9.3,16.54,9.7,0.79,74 NE,7 N,389.97,65.93,2.8,3.98,
13478,2011-10-14,0,22.8,9.6,16.6,15.2,7.23,75 NE,57 NE,372.56,65.35,3.2,4.59,
22581,2011-10-14,0,23.7,8.7,16.47,8.1,1.48,69 NE,66 NE,403.58,67.5,3,4.11,
24478,2011-10-14,0,24.3,9.9,16.48,3.6,0.72,139 SE,123 E,444.02,68.18,3.3,4.31,
13466,2011-10-14,0,22,9.8,16.03,14.4,6.18,360 N,0 NE,341.94,64.97,2.8,4.21,
24509,2011-10-14,0,21.7,9.5,15.98,0.6,0.4,1 N,1 N,452.18,70.85,3.4,4.3,
4080,2011-10-14,<null>,<null>,<null>,<null>,<null>,<null>,0 NE, NE,<null>,<null>,<null>,<null>,
13472,2011-10-14,0.2,24.7,10.6,17.26,9.5,2.96,359 NO,358 NO,261.32,68.51,2.1,3.29,
15977,2011-10-14,0,21.2,10.9,16.18,17.2,8.18,58 NE,51 NE,397.35,66.84,3.2,4.74,
13476,2011-10-14,0,24.7,11.9,18.31,10.3,3.23,0 NE,0 NE,376.74,61.61,3,4.26,
18848,2011-10-14,0,16.3,10,12.83,35.5,22.22,359 NO,360 N,359.07,72.12,3,5.41,
22575,2011-10-14,0,23.3,9,16.17,10,2.32,90 E,41 N,445.54,66.53,3.3,4.52,
24576,2011-10-14,0,22.2,10.4,16.58,10.5,4.75,89 NE,65 NE,397.94,64.04,3.1,4.51,
24588,2011-10-14,0,23.5,12.3,17.43,12.6,3.42,70 NE,42 N,566.53,64.19,4.3,5.56,
396,2011-10-14,<null>,<null>,<null>,<null>,<null>,<null>,0 NE, NE,<null>,<null>,<null>,<null>,
13470,2011-10-14,0,26.4,10.5,17.1,0.7,0.06,34 N,42 N,415.12,70.39,3.1,4,
13476,2011-10-15,0,26.2,10.9,18.3,12.6,5.2,0 NE,0 NE,414.28,54.58,3.9,5.05,
18848,2011-10-15,0,18.6,9.4,13.95,47,21.66,2 N,360 N,528.79,55.6,4.7,<null>,
22575,2011-10-15,0,24.9,8.8,16.74,11.7,3.56,83 NE,357 NO,534.3,56.98,4.2,5.57,
24576,2011-10-15,0,24.8,9.6,16.52,16.5,4.58,93 E,32 N,486.86,58.33,4.3,5.34,
24588,2011-10-15,0,25.1,10.1,17.09,10.8,3.88,80 NE,26 N,565.01,57.86,4.8,5.78,
396,2011-10-15,<null>,<null>,<null>,<null>,<null>,<null>,0 NE, NE,<null>,<null>,<null>,<null>,
13470,2011-10-15,0,27.1,8.7,17.33,1.6,0.12,26 N,27 N,504.46,59.84,3.8,4.84,
24509,2011-10-15,0,24.6,9.7,16.47,0.6,0.4,1 N,1 N,574.96,60.11,4.5,5.36,
13472,2011-10-15,0.2,26.3,9.2,17.53,14.3,6.28,358 NO,359 NO,381.95,58.94,3.9,4.87,
4080,2011-10-15,<null>,<null>,<null>,<null>,<null>,<null>,0 NE, NE,<null>,<null>,<null>,<null>,
15977,2011-10-15,0,23.5,10.5,16.26,19.9,9.11,31 N,43 N,535.7,58.51,4.7,6.23,
13466,2011-10-15,0,24.8,9.5,16.56,15.8,7.44,359 NO,1 N,520.86,54.42,4.6,6.11,
13478,2011-10-15,0,25.2,7.2,16.79,21.5,10.53,73 NE,41 N,539.1,56.16,5.3,6.64,
13471,2011-10-15,0,25.8,7.1,16.6,11.1,1.69,83 NE,55 NE,484.07,57.47,4,4.96,
24478,2011-10-15,0,25.6,8.9,16.73,4.7,0.92,101 E,101 E,576,60.42,4.6,5.41,
22581,2011-10-15,0,25.2,7.6,16.63,9.6,2.94,85 NE,64 NE,498.78,58.67,4.2,5.19,
18818,2011-10-15,0,27.4,12.6,19.93,20,9.31,327 NO,347 NO,522.54,49.02,5.3,6.77,
22476,2011-10-15,0,18.8,6.4,12.46,12.9,5.17,100 E,68 NE,439.01,62.08,3.4,5.09,
24583,2011-10-15,0,23.6,8.3,16,13.8,4.12,66 NE,51 NE,<null>,60.39,0.9,<null>,
25447,2011-10-15,<null>,<null>,<null>,<null>,<null>,<null>,0 NE, NE,<null>,<null>,<null>,<null>,
13467,2011-10-15,0,25.3,8.4,17.04,5.1,0.27,59 NE,73 NE,517.18,57.81,4,4.98,
13474,2011-10-15,0,25.7,8.3,16.81,20.9,7.63,87 NE,62 NE,529.71,59.56,5,5.99,
13475,2011-10-15,0,24.4,7.6,16.26,3.2,0.38,90 E,61 NE,514.91,61.57,3.9,4.93,
22474,2011-10-15,<null>,<null>,<null>,<null>,<null>,<null>,0 NE, NE,<null>,<null>,<null>,<null>,
25422,2011-10-15,0,21.5,7.9,14.18,8.5,1.95,56 NE,54 NE,612.78,63.31,4.7,5.87,
18787,2011-10-15,0,24.7,10.6,17.87,22.7,7.92,88 NE,73 NE,134.59,52.43,2.3,3.58,
25420,2011-10-15,0,25.1,9.4,16.72,13.6,3.86,55 NE,33 N,548.67,56.67,4.5,5.74,
25413,2011-10-15,0,23,9.5,15.97,13.6,4.28,55 NE,40 N,604.91,56.07,4.8,6.18,
13473,2011-10-15,0,24.8,7.7,16.14,18.7,4.24,94 E,20 N,515.56,62.14,4.7,5.39,
18833,2011-10-15,0,25.4,9.7,17.05,10.6,3.96,16 N,356 NO,543.77,58.31,4.3,5.66,
25427,2011-10-15,0,26.3,11.4,18.36,8.6,2.48,111 E,30 N,635.88,52.31,5.1,6.22,
13468,2011-10-15,0,25.2,10.4,17.36,9.6,3.14,79 NE,42 N,499.61,60.36,4.1,5.19,
13473,2011-10-16,0,24.6,6,15.57,13.6,3.04,86 NE,55 NE,528.91,54.12,4.2,5.53,
18833,2011-10-16,0,25.7,9,16.86,7.9,3.72,47 NE,349 NO,550.34,48.71,4.4,5.92,
25427,2011-10-16,0,26.3,8.9,17.73,8.2,2.9,93 E,32 N,659.1,45.08,5.2,6.57,
13468,2011-10-16,0,25.6,8,16.59,6.4,2.11,58 NE,8 N,494.24,54.49,3.9,5.13,
18787,2011-10-16,0,24.6,8.8,17.14,14.9,7.04,78 NE,66 NE,136.82,45.86,2,3.66,
25413,2011-10-16,0,23.5,8.1,15.6,11.9,3.86,62 NE,36 N,625.11,44.49,5.1,6.55,
25420,2011-10-16,0,25.3,6.3,16.2,11.3,3.74,93 E,37 N,486.16,48.42,4,5.48,
13475,2011-10-16,0,24.4,5.6,15.52,3.6,0.43,54 NE,50 NE,542.4,54.78,4.1,5.22,
22474,2011-10-16,<null>,<null>,<null>,<null>,<null>,<null>,0 NE, NE,<null>,<null>,<null>,<null>,
25422,2011-10-16,0,22.1,6.5,13.62,7.3,1.56,7 N,54 NE,654.51,52.7,4.8,6.29,
18818,2011-10-16,0,27.4,9.1,18.81,18.4,8.01,341 NO,329 NO,532.03,42.22,5,6.85,
22476,2011-10-16,0,18.9,6,12.22,13.7,5.83,104 E,76 NE,444.35,44.57,3.5,5.66,
24583,2011-10-16,0,24,5.5,15.34,11.2,2.2,96 E,41 N,<null>,50.39,0.5,<null>,
25447,2011-10-16,<null>,<null>,<null>,<null>,<null>,<null>,0 NE, NE,<null>,<null>,<null>,<null>,
13467,2011-10-16,0,25.6,5.9,16.14,2.1,0.07,68 NE,76 NE,525.15,51.21,4,5.09,
13474,2011-10-16,0,26,7.2,16.4,24.7,7.23,100 E,63 NE,543.25,52.41,5,6.29,
13471,2011-10-16,0,26.2,6,16.31,8.8,1.24,49 NE,25 N,497.62,48.92,4.2,5.16,
13478,2011-10-16,0,24.9,5.2,15.97,19.8,10.58,65 NE,46 NE,556.9,49.98,5.3,<null>,
22581,2011-10-16,0,25.5,6.3,15.97,8.8,2.03,99 E,56 NE,532.29,51.12,4.1,5.46,
24478,2011-10-16,0,26.1,7.1,16.27,3.2,0.63,105 E,78 NE,609.08,50.84,4.8,5.75,
13466,2011-10-16,0,24.5,4.5,15.3,14,6.58,355 NO,360 N,517.87,50.05,4.3,6.07,
24509,2011-10-16,0,24.5,6.1,15.25,0.6,0.38,1 N,0 NE,596.82,56.64,4.6,5.53,
4080,2011-10-16,<null>,<null>,<null>,<null>,<null>,<null>,0 NE, NE,<null>,<null>,<null>,<null>,
13472,2011-10-16,0,26.2,6.6,17.05,12.2,4.46,359 NO,359 NO,385.09,50.97,3.5,4.86,
15977,2011-10-16,0,23.5,7.3,15.51,15.8,7.86,356 NO,33 N,540.61,52.28,4.6,6.32,
13476,2011-10-16,0,26.3,9.7,17.84,10.3,4.56,0 NE,0 NE,398.31,47.2,3.4,5.04,
18848,2011-10-16,0,19,8.6,13.49,42.6,21.69,358 NO,1 N,529.14,41.01,5.6,<null>,
22575,2011-10-16,0,25.5,7,16.19,10.8,2.37,115 E,331 NO,547.6,48.64,4.2,5.68,
24576,2011-10-16,0,24.6,7.9,15.76,8.9,3.22,71 NE,40 N,501.26,51.27,4.3,5.4,
24588,2011-10-16,0,25.1,9.2,16.55,9.1,3.3,64 NE,22 N,633.84,49.52,5,6.37,
396,2011-10-16,<null>,<null>,<null>,<null>,<null>,<null>,0 NE, NE,<null>,<null>,<null>,<null>,
13470,2011-10-16,0,27.3,6,16.64,1.4,0.1,23 N,14 N,546.48,53.24,4.2,5.19,
13476,2011-10-17,0,27.8,7.7,17.83,8.8,3.04,0 NE,0 NE,410.38,43.59,3.5,5.01,
18848,2011-10-17,0,21.1,12,16.65,27.3,8.11,360 N,359 NO,532.86,30.86,5.3,<null>,
22575,2011-10-17,0,26.5,5.7,16.71,10.3,3.64,5 N,325 NO,540.79,43.73,4.5,6.01,
24576,2011-10-17,0,26.5,6.6,17.01,7.5,1.47,83 NE,6 N,490.85,45.14,3.9,5.25,
24588,2011-10-17,0,27.1,6.2,16.91,10.5,2.67,13 N,15 N,625.27,43.81,5.1,6.38,
396,2011-10-17,<null>,<null>,<null>,<null>,<null>,<null>,0 NE, NE,<null>,<null>,<null>,<null>,
13470,2011-10-17,0,28.3,5.4,16.1,1.8,0.2,8 N,4 N,541.22,53.02,4.3,5.2,
24509,2011-10-17,0,26.4,7.2,16.52,0.6,0.41,0 NE,0 NE,599.58,52.74,4.6,5.65,
13472,2011-10-17,0,27.8,6.1,16.87,7.4,1.41,358 NO,358 NO,377.21,53.2,3.2,4.31,
4080,2011-10-17,<null>,<null>,<null>,<null>,<null>,<null>,0 NE, NE,<null>,<null>,<null>,<null>,
15977,2011-10-17,0,25.1,8.3,16.85,11.2,5.08,16 N,354 NO,534.28,46.33,4.7,6.11,
13466,2011-10-17,0,26.2,5.7,15.97,11.8,2.93,12 N,15 N,512.98,49.19,4.6,5.54,
13478,2011-10-17,0,27,4.3,15.81,17,4.03,67 NE,11 N,547.86,52.08,4.6,5.9,
13471,2011-10-17,0,27.5,4.2,15.9,7.5,1.37,28 N,13 N,491.08,46.61,4.2,5.23,
24478,2011-10-17,0,28.4,6.1,16.59,2.5,0.32,315 NO,97 E,608.87,45.3,4.8,5.83,
22581,2011-10-17,0,27.2,4.2,15.94,8.1,1.94,61 NE,24 N,531.03,47.35,4.3,5.57,
18818,2011-10-17,0,29.7,7.1,18.72,7.4,0.91,325 NO,36 N,533.87,40.53,3.9,5.53,
22476,2011-10-17,0,22.6,9.2,15.01,8.4,2.52,332 NO,14 N,442.46,30.62,3.8,5.46,
24583,2011-10-17,0,25.8,5.3,16.18,8.6,2.03,14 N,350 NO,<null>,43.25,0.6,<null>,
25447,2011-10-17,<null>,<null>,<null>,<null>,<null>,<null>,0 NE, NE,<null>,<null>,<null>,<null>,
13467,2011-10-17,0,26.5,4.5,16.08,4.2,0.24,36 N,38 N,520.5,46.35,4,5.21,
13474,2011-10-17,0,27.7,5.6,16.42,11.6,4.06,61 NE,40 N,538.6,47.96,4.7,5.97,
13475,2011-10-17,0,26.7,4.9,16.19,3.3,0.33,78 NE,22 N,535.17,49.54,4.1,5.29,
22474,2011-10-17,<null>,<null>,<null>,<null>,<null>,<null>,0 NE, NE,<null>,<null>,<null>,<null>,
25422,2011-10-17,0,24.4,10,16.45,3.4,0.37,27 N,41 N,627.33,33.36,4.9,6.26,
18787,2011-10-17,0,26.5,9.9,18.26,10.5,4.89,88 NE,47 NE,133.58,43.62,1.5,3.48,
25420,2011-10-17,0,27.9,6.8,16.89,14.9,3.11,344 NO,334 NO,607.83,36.55,5.1,6.58,
25413,2011-10-17,0,25,8.1,17.15,14.9,3.91,344 NO,311 O,614.73,33.82,5.5,6.81,
13473,2011-10-17,0,26.9,2.6,15.33,10.6,1.99,320 NO,4 N,521.84,51.14,4.4,5.45,
18833,2011-10-17,0,27.3,6.8,16.98,9.1,2.26,30 N,334 NO,542.05,44.98,4.6,5.73,
25427,2011-10-17,0,27.8,7.9,18.84,7.7,1.47,89 NE,3 N,650.16,38.68,5.5,6.39,
13468,2011-10-17,0,27.8,8.1,17,5.3,1.22,329 NO,345 NO,497.66,50.81,3.8,5.14,
13473,2011-10-18,0,26.8,3.9,15.54,15.8,3.94,43 N,26 N,517.73,40.72,4.7,6.08,
18833,2011-10-18,0,27.7,6.5,17.32,13.7,3.32,30 N,337 NO,540.56,35.52,4.7,6.22,
25427,2011-10-18,0,28.7,11.1,20.17,9.3,2.86,326 NO,18 N,651.56,31.93,5.5,6.89,
13468,2011-10-18,0,27.5,5,17.13,11.2,2.28,75 NE,31 N,498.83,43.62,4.2,5.51,
18787,2011-10-18,0,26.6,9.3,19.53,17.5,7.14,75 NE,71 NE,133.21,25.67,2.5,4.65,
25413,2011-10-18,0,25.1,11.2,19.09,20.7,8.74,72 NE,9 N,613.12,19.11,6.4,<null>,
25420,2011-10-18,0,27.5,10.7,19.7,16.8,6.33,70 NE,7 N,615.31,29.93,5.4,<null>,
13475,2011-10-18,0,26.3,4.4,16.18,10.1,1.4,76 NE,33 N,533.41,41.73,4.3,5.64,
22474,2011-10-18,<null>,<null>,<null>,<null>,<null>,<null>,0 NE, NE,<null>,<null>,<null>,<null>,
25422,2011-10-18,0,23.8,12,17.16,11.8,2.76,39 N,46 NE,625.52,21.92,5,6.96,
18818,2011-10-18,0,29.9,6.7,18.69,19.6,4.45,326 NO,9 N,522.72,40.8,5.3,6.21,
22476,2011-10-18,0,20.6,13,16.16,16.2,7.8,79 NE,39 N,447.92,21.59,4.8,6.72,
24583,2011-10-18,0,25.9,8.7,18.45,20.2,5.54,70 NE,39 N,<null>,25.16,1.7,<null>,
25447,2011-10-18,<null>,<null>,<null>,<null>,<null>,<null>,0 NE, NE,<null>,<null>,<null>,<null>,
13467,2011-10-18,0,27.5,4.7,17.09,15,1.39,96 E,58 NE,518.06,36.05,4.3,5.67,
13474,2011-10-18,0,27.9,4.5,16.92,26.1,8.34,43 N,54 NE,533.65,39.09,5.5,<null>,
13471,2011-10-18,0,27.9,3.4,16.63,18.1,2.87,30 N,21 N,487.38,36.3,4.4,5.8,
13478,2011-10-18,0,27.4,4.8,16.86,22.8,8.61,70 NE,48 NE,538.5,36.59,6.1,<null>,
22581,2011-10-18,0,27.3,5.1,17.23,17.1,3.99,84 NE,41 N,513.2,32.99,4.5,6.29,
24478,2011-10-18,0,28.3,7.4,17.9,3.8,0.71,114 E,96 E,604.31,32.42,4.8,6.15,
13466,2011-10-18,0,26.7,3.5,16.24,22.8,5.3,352 NO,9 N,524,38.76,4.9,6.39,
24509,2011-10-18,0,26.6,3.9,15.94,0.6,0.36,0 NE,0 NE,595.87,46.2,4.6,5.74,
4080,2011-10-18,<null>,<null>,<null>,<null>,<null>,<null>,0 NE, NE,<null>,<null>,<null>,<null>,
13472,2011-10-18,0,28.6,5,17.58,16.4,4.55,359 NO,359 NO,377.82,40.69,4,5.29,
15977,2011-10-18,0,25.8,7.7,17.76,24.9,9.41,46 NE,19 N,533.32,29.2,5.8,<null>,
13476,2011-10-18,0,28.3,7.5,18.94,15.4,4.79,0 NE,0 NE,414.94,31.45,4,5.84,
18848,2011-10-18,0,21.4,14,17.25,29.5,12.01,357 NO,358 NO,533.12,25.24,6.3,<null>,
22575,2011-10-18,0,27.1,5.9,18.03,14.1,5.9,8 N,340 NO,536.27,26.25,4.9,<null>,
24576,2011-10-18,0,26.8,7.6,21.86,12,5.78,72 NE,45 NE,691.17,19.77,4.3,<null>,
24588,2011-10-18,0,27.1,5.8,17.07,16.7,3.79,69 NE,27 N,623.93,35.22,5.5,6.87,
396,2011-10-18,<null>,<null>,<null>,<null>,<null>,<null>,0 NE, NE,<null>,<null>,<null>,<null>,
13470,2011-10-18,0,29.3,4.3,16.87,6.3,0.6,23 N,26 N,540.2,42.6,4.4,5.53,
13476,2011-10-19,0,25.7,10.5,18.36,10.4,4.14,0 NE,0 NE,378.46,45.17,3.1,4.86,
18848,2011-10-19,0,19.4,9.4,14.26,36.8,15.55,357 NO,358 NO,500.76,48.33,4.5,<null>,
22575,2011-10-19,0,24.7,8.4,16.67,8.1,2.9,339 NO,328 NO,511.98,46.35,3.8,5.54,
24576,2011-10-19,0,20.8,8.3,18.1,3.5,1.65,70 NE,55 NE,470.91,48.55,0.5,4.92,
24588,2011-10-19,0,24.8,11.1,17.34,8.5,3.05,355 NO,25 N,596.11,46.83,4.8,6.16,
396,2011-10-19,<null>,<null>,<null>,<null>,<null>,<null>,0 NE, NE,<null>,<null>,<null>,<null>,
13470,2011-10-19,0,26.8,8.7,17.05,0.6,0.04,133 E,17 N,510.84,52.71,3.8,4.99,
24509,2011-10-19,0,24.5,8.5,16.15,0.6,0.33,0 NE,0 NE,566.78,54.6,4.3,5.39,
13472,2011-10-19,0,25.8,9.2,17.26,6.8,2.41,359 NO,359 NO,354.68,50.99,2.9,4.31,
4080,2011-10-19,<null>,<null>,<null>,<null>,<null>,<null>,0 NE, NE,<null>,<null>,<null>,<null>,
15977,2011-10-19,0,22.9,9,16.04,13.7,5.17,6 N,33 N,516.81,52.61,4.4,5.71,
13466,2011-10-19,0,24.3,7.4,15.57,13.2,3.83,0 NE,10 N,518.71,50.7,4.2,5.66,
13478,2011-10-19,0,25.1,8.1,16.56,14.3,6.21,55 NE,45 NE,525.51,48.07,4.3,6.21,
13471,2011-10-19,0,24.9,8.5,16.51,3.6,0.55,322 NO,353 NO,462.01,47.83,3.4,4.83,
24478,2011-10-19,0,25.9,8.4,16.79,2.1,0.39,125 E,126 E,579.63,47.14,4.5,5.56,
22581,2011-10-19,0,24.6,8.4,16.26,6,1.81,119 E,353 NO,480.23,50.38,3.6,5.09,
18818,2011-10-19,0,27.3,12.8,19.63,17.7,5.59,342 NO,346 NO,484.6,40.21,4.3,6.13,
22476,2011-10-19,0,18.3,7.1,12.63,12,4.4,79 NE,70 NE,435.41,52.29,3.1,4.97,
24583,2011-10-19,0,24.1,9.8,16.26,9.7,2.74,18 N,14 N,<null>,51.62,0.3,<null>,
25447,2011-10-19,<null>,<null>,<null>,<null>,<null>,<null>,0 NE, NE,<null>,<null>,<null>,<null>,
13467,2011-10-19,0,25,7.4,16.44,1.3,0.04,29 N,47 NE,500.98,51.48,3.8,4.94,
13474,2011-10-19,0,25.6,9,16.89,15.4,4.92,77 NE,55 NE,517.94,50.26,4.2,5.86,
13475,2011-10-19,0,24.2,8.9,16.13,1.8,0.36,67 NE,51 NE,519.22,55.9,3.8,5.05,
22474,2011-10-19,<null>,<null>,<null>,<null>,<null>,<null>,0 NE, NE,<null>,<null>,<null>,<null>,
25422,2011-10-19,0,21.3,7.7,14.25,4.6,0.74,61 NE,46 NE,610.13,48.83,4.5,5.84,
18787,2011-10-19,0,24.3,11.3,18.16,13.8,5.99,78 NE,64 NE,138.6,44.58,1.7,3.45,
25420,2011-10-19,0,24.8,10.8,17.28,15.4,3.22,77 NE,15 N,616.37,47.46,4.4,6.23,
25413,2011-10-19,0,23.2,9.5,16.26,12.3,3.55,323 NO,12 N,593.09,44.71,5,6.16,
13473,2011-10-19,0,24.6,5.3,15.83,14.3,2.84,72 NE,22 N,496.28,54.01,4,5.32,
18833,2011-10-19,0,25.2,9,17.1,8.3,2.2,350 NO,355 NO,520.88,48.1,4,5.46,
25427,2011-10-19,0,25.4,12,18.5,8.3,2.29,4 N,26 N,601.71,43.66,4.9,6.02,
13468,2011-10-19,0,25.9,9.4,17.21,4.9,1.29,341 NO,4 N,482.39,52.14,3.6,4.98,
13473,2011-10-20,0,26.8,4.2,15.48,7.1,1.1,314 O,354 NO,503.83,49.46,3.9,5.24,
18833,2011-10-20,0,27.3,6.3,16.59,10.5,1.47,256 SO,327 NO,532.41,43.97,4.1,5.55,
25427,2011-10-20,0,27.4,8,17.89,7.7,1.06,92 E,8 N,637.47,39.54,5.1,6.13,
13468,2011-10-20,0,26.9,6.6,16.34,5.5,0.91,333 NO,42 N,485.77,51.46,3.6,4.97,
18787,2011-10-20,0,26.3,8.7,18.02,11.9,5.52,310 O,76 NE,135.32,39.12,1.8,3.69,
25413,2011-10-20,0,25,8.9,17.01,8.6,2.14,98 E,308 O,600.89,35.91,4.8,6.18,
25420,2011-10-20,0,26.7,6.8,16.31,8.5,2.07,88 NE,52 NE,618.07,39,5.2,6.25,
13475,2011-10-20,0,26.3,5.6,15.78,3.2,0.16,13 N,31 N,524.62,50.16,4,5.17,
22474,2011-10-20,<null>,<null>,<null>,<null>,<null>,<null>,0 NE, NE,<null>,<null>,<null>,<null>,
25422,2011-10-20,0,24.4,10.7,16.43,2.4,0.26,332 NO,61 NE,605.25,36.31,4.7,5.89,
18818,2011-10-20,0,29.3,7.4,18.65,7.6,0.94,310 O,70 NE,504.86,42.23,3.8,5.32,
22476,2011-10-20,0,20.8,7.6,14.08,9.3,1.98,131 E,359 NO,431.45,40,3.4,4.88,
24583,2011-10-20,0,25.9,6.3,15.97,5.2,0.64,64 NE,333 NO,<null>,42.56,0.2,<null>,
25447,2011-10-20,<null>,<null>,<null>,<null>,<null>,<null>,0 NE, NE,<null>,<null>,<null>,<null>,
13467,2011-10-20,0,26.8,5.6,16.16,0.6,0.01,93 E,65 NE,517.17,46.48,3.8,5.15,
13474,2011-10-20,0,27.9,5.7,16.25,9.8,3.37,78 NE,62 NE,522.28,46.41,4.3,5.8,
13471,2011-10-20,0,27.4,5.7,16.05,6.4,0.44,29 N,13 N,476.45,44.96,3.9,5.01,
13478,2011-10-20,0,27.2,3.6,15.82,11,3.16,322 NO,44 N,533.95,45.85,4.5,5.86,
22581,2011-10-20,0,26.6,5.4,16.06,8.8,1.18,62 NE,55 NE,488.16,44.91,3.7,5.19,
24478,2011-10-20,0,27.9,7.2,16.97,2.6,0.37,144 SE,129 E,587.92,44.03,4.5,5.68,
13466,2011-10-20,0,26,3.4,15.51,9.1,1.66,1 N,6 N,522.48,45.27,4,5.5,
24509,2011-10-20,0,26.4,6.9,16.85,0.6,0.28,0 NE,0 NE,584.27,43.04,4.6,5.7,
4080,2011-10-20,<null>,<null>,<null>,<null>,<null>,<null>,0 NE, NE,<null>,<null>,<null>,<null>,
13472,2011-10-20,0,27.6,5.2,16.58,5.5,1.26,357 NO,358 NO,365.53,48.76,2.9,4.31,
15977,2011-10-20,0,24.9,6.7,16.48,8.9,2.59,22 N,7 N,522.03,43.53,4.1,5.62,
13476,2011-10-20,0,27.9,8.2,18,6.5,1.91,0 NE,0 NE,381.99,40.85,3,4.67,
18848,2011-10-20,0,21.1,12.1,16.03,24.3,7.17,358 NO,358 NO,518.91,36.65,4.8,6.41,
22575,2011-10-20,0,26.8,6,16.8,6.9,2.59,275 O,304 O,525.93,40.73,4.1,5.77,
24576,2011-10-20,<null>,<null>,<null>,<null>,<null>,<null>,0 NE, NE,<null>,<null>,<null>,<null>,
24588,2011-10-20,0,26.6,5.9,16.31,9.2,1.71,82 NE,26 N,613.32,43.5,4.8,6.13,
396,2011-10-20,<null>,<null>,<null>,<null>,<null>,<null>,0 NE, NE,<null>,<null>,<null>,<null>,
13470,2011-10-20,0,29.2,5,16.17,1.3,0.09,6 N,11 N,533.09,50.95,4.1,5.21,
