Numero, Fecha, Pp, T_Max, T_Min, T_Med, VV_Max, VV, DWW, DV, Rag_G, HR, ET, EP 
22581,2013-01-01,32,14.3,8.9,10.88,5.2,0.96,268 SO,181 S,97.99,91.57,0.3,1.28,
22581,2013-01-02,25.6,11.9,8.1,9.75,11.2,1.95,253 SO,357 NO,87.66,89.34,0.2,1.27,
22581,2013-01-03,0,17.8,7.3,11.82,8,1.84,239 SO,193 S,274.61,75.6,1.6,3.41,
22581,2013-01-04,0,19.3,5,12.02,7.2,1.35,207 S,173 SE,265.36,73.21,1.6,3.33,
22581,2013-01-05,0,20.5,5.7,12.18,9.5,1.92,212 S,78 NE,249.79,71.72,1.6,3.27,
22581,2013-01-06,0,20.3,5.3,12.3,9.5,2.69,24 N,7 N,306.84,63.94,1.8,3.9,
22581,2013-01-07,0,21,5.2,13.08,9.6,2.69,196 S,206 S,307.19,68.05,1.9,3.79,
22581,2013-01-08,0,18.7,9.8,13.71,19.6,7.6,219 S,193 S,226.14,69.98,1.9,3.46,
22581,2013-01-09,0,20.8,10.1,14.79,19.1,9.14,205 S,203 S,310.45,53.11,3,4.99,
22581,2013-01-10,0,22.4,4.4,13.06,8,1.86,251 SO,205 S,303.45,55.72,2.2,3.86,
22581,2013-01-11,0,22.7,2.9,12.62,9.9,2.62,244 SO,220 S,263.19,55.47,2,3.69,
22581,2013-01-12,0,22.3,4.4,13.32,11.7,3.54,231 SO,211 S,276.59,55.83,2.2,3.91,
22581,2013-01-13,0,21.1,5.2,13.44,9.6,2.18,187 S,183 S,267.36,58.64,1.7,3.6,
22581,2013-01-14,0,22.4,6.7,13.99,9.7,3.31,252 SO,200 S,257.71,57.01,2.2,3.74,
22581,2013-01-15,0,22.7,6.2,14.2,10.5,3.61,194 S,223 S,319.4,50.1,2.5,4.4,
22581,2013-01-16,0,14.2,4,9.46,23.8,9.24,28 N,7 N,293.54,37.12,2.9,5.31,
22581,2013-01-17,0,14,1.4,6.81,17.8,9.44,358 NO,6 N,256.24,34.2,2.2,5.22,
22581,2013-01-18,0,17.1,4.2,9.73,8.6,3.59,343 NO,351 NO,358.5,40.21,2.2,5.21,
22581,2013-01-19,0,21.3,0.9,10.96,8,2.02,22 N,31 N,340.32,43.22,2.5,4.82,
22581,2013-01-20,0,20.1,5.3,12.45,6.7,2.1,344 NO,22 N,281.35,36.28,1.8,4.49,
22581,2013-01-21,0,22.5,8,14.04,7.4,1.41,13 N,184 S,324.1,40.7,2.2,4.49,
22581,2013-01-22,0,21.6,4.9,12.85,10.8,1.99,1 N,13 N,350.3,50.55,2.5,4.43,
22581,2013-01-23,0,20.9,6.4,13.24,10.3,3.31,21 N,359 NO,357.18,57.31,2.4,4.44,
22581,2013-01-24,0,21.4,3.6,12.08,8.5,2.46,82 NE,15 N,376.63,52.71,2.6,4.57,
22581,2013-01-25,0,21.9,1.7,12.21,6,1.58,66 NE,46 NE,374.83,45.96,2.7,4.64,
22581,2013-01-26,0,23.1,2.1,12.82,5.7,1.39,269 SO,162 SE,374.74,41.89,2.7,4.73,
22581,2013-01-27,0,23.8,2.7,13.57,8.8,1.72,191 S,157 SE,370.45,44.88,2.8,4.71,
22581,2013-01-28,0,22.6,4.1,13.54,6.8,1.82,216 S,183 S,281.3,54.67,2,3.8,
22581,2013-01-29,0,22,5.6,13.32,13.7,4.34,231 SO,223 S,375.09,50.01,3,4.92,
22581,2013-01-30,0,23,2.2,12.45,7.8,1.46,248 SO,211 S,360.11,39.78,2.5,4.61,
22581,2013-01-31,0,24.6,4.1,13.59,10.3,2.67,16 N,38 N,333.38,27.4,2.4,5.05,
22581,2013-02-01,0,26.6,2,14.19,4,1.02,124 E,87 NE,402.24,39.62,2.5,4.94,
22581,2013-02-02,0,26.3,6,15.61,7.7,2.07,12 N,18 N,398.17,35.21,3.2,5.2,
22581,2013-02-03,0,24.3,3.3,14.14,6.9,1.45,12 N,130 E,399.18,38.23,2.7,4.88,
22581,2013-02-04,0,25.3,4.2,15.98,14.4,4.13,271 O,228 SO,394.98,34.57,3.6,5.5,
22581,2013-02-05,0,25.4,4.4,15.75,12.3,2.42,280 O,207 S,396.34,34.12,3.3,5.14,
22581,2013-02-06,0,25.7,4.9,16.68,12.5,3.33,270 O,242 SO,413.12,31.12,3.7,5.54,
