Numero, Fecha, Pp, T_Max, T_Min, T_Med, VV_Max, VV, DWW, DV, Rag_G, HR, ET, EP 
2,2013-05-12,0,28.7,9.7,20.09,26.9,6.33,117 E,201 S,490.92,47.57,5.6,5.83,
2,2013-05-13,0,24.2,10.8,17.02,19.9,4.6,134 E,56 NE,356.92,66.98,3.2,3.81,
2,2013-05-14,0,26,11.9,17.6,14.2,3.22,106 E,178 SE,378.65,72.75,3.2,3.8,
2,2013-05-15,0,25.8,10.4,18.58,10.9,1.72,175 SE,175 SE,364.45,67.78,3.3,3.77,
2,2013-05-16,0,31.4,9.1,20.37,7.8,1.27,170 SE,45 NE,413.6,50.5,4.1,4.68,
2,2013-05-17,0,32.4,9.6,22.37,11.6,1.85,197 S,342 NO,479.73,40.84,4.7,5.43,
2,2013-05-18,0,33.7,11.9,22.67,12.4,2.12,278 O,43 N,454.42,42.47,4.5,5.25,
2,2013-05-19,0,34,10.4,22.98,8.7,1.81,153 SE,26 N,504.43,34.16,5.1,5.66,
2,2013-05-20,0,34.6,11.6,23.44,15.5,4.53,267 SO,232 SO,535.16,27.67,6.5,6.74,
2,2013-05-21,0,34.8,7.9,22.51,13.8,2.94,269 SO,321 NO,524.57,26.64,5.6,6.27,
2,2013-05-22,0,33.3,7.8,21.71,22.2,3.43,108 E,96 E,502.04,32.53,5.3,5.98,
2,2013-05-23,0,33.9,10.6,22.31,24.6,4.78,137 SE,113 E,478,41.4,5.5,5.88,
2,2013-05-24,0,34.7,12.7,22.44,25.1,5.46,105 E,193 S,491.97,37.67,5.8,6.34,
2,2013-05-25,0,30.6,15.3,21.15,13.8,2.24,187 S,348 NO,396.85,48.74,3.7,4.48,
2,2013-05-26,0,30.3,13.2,20.35,11.8,3.57,61 NE,32 N,464.98,62.53,4.8,4.69,
2,2013-05-27,0,31.5,9.9,21.52,12,2.97,79 NE,33 N,510.02,53.04,5.3,5.27,
2,2013-05-28,0,31.2,11.9,21.51,11.5,2.89,216 S,218 S,382.59,51.14,3.7,4.54,
2,2013-05-29,0,32.8,13.4,23.36,20.5,3.37,131 E,205 S,482.17,45.1,5,5.51,
2,2013-05-30,0,35.3,11.8,24.1,15.6,2.42,72 NE,24 N,515.74,33.36,5.5,5.95,
2,2013-05-31,0,35.5,13.9,24.6,12.2,3.34,23 N,27 N,504.43,39,5.6,5.87,
2,2013-06-01,0,35,12.9,24.47,12.9,3.81,61 NE,46 NE,517.85,34.96,5.9,6.12,
2,2013-06-02,0,33.3,11.6,23.23,23.4,5.48,63 NE,54 NE,539.51,39.43,6.3,6.34,
2,2013-06-03,0,32.3,11.3,22.56,9.8,2.72,68 NE,22 N,500.73,43.77,5.5,5.33,
2,2013-06-04,0,35.5,11.7,23.94,9.8,2.83,70 NE,47 NE,531.9,39.79,5.5,5.87,
2,2013-06-05,0,35.5,13.5,24.14,9.9,2.59,28 N,12 N,524.85,39.03,5.4,5.81,
2,2013-06-06,0,35,12.7,23.7,10.2,2.79,97 E,24 N,496.24,37.14,5.1,5.7,
2,2013-06-07,0,32.4,12.1,23.27,11.4,3.01,55 NE,48 NE,479.22,35.77,5.1,5.52,
2,2013-06-08,0,30.8,14.5,21.7,16.2,3.9,124 E,170 SE,468.89,49.69,4.7,5.11,
2,2013-06-09,0,31.1,11.6,20.86,15.7,3.22,29 N,48 NE,481.2,56.09,4.9,4.92,
2,2013-06-10,0,30.9,13.2,20.21,17.5,1.48,114 E,150 SE,399.9,56.49,3.7,4.19,
2,2013-06-11,0,31.6,14.7,20.51,21.9,4.15,106 E,238 SO,521.75,62.53,5.2,5.23,
2,2013-06-12,0,28.4,14.8,20.1,16,4.53,149 SE,188 S,482.09,71.34,4.4,4.63,
2,2013-06-13,0,29,14.9,20.58,19.8,5.01,134 E,183 S,468.41,66.47,4.7,4.81,
2,2013-06-14,0,30.5,12.6,20.49,14.7,2.41,165 SE,60 NE,524.5,70.95,5,4.77,
2,2013-06-15,0,30.4,15.3,21.6,11.5,2.45,78 NE,37 N,475.8,66.72,4.4,4.59,
2,2013-06-16,0,29.7,15.3,21.24,11.1,2.26,78 NE,137 SE,445.33,66.8,4.2,4.32,
2,2013-06-17,0,32.8,12.2,22.05,11.1,2.27,68 NE,349 NO,537.05,54.31,5.7,5.35,
2,2013-06-18,0,32.6,13.6,22.57,14.5,3.48,70 NE,62 NE,522.64,47.65,5.9,5.65,
2,2013-06-19,0,31.7,10.5,21.58,20,4.13,98 E,41 N,545.98,47.27,6,5.86,
2,2013-06-20,0,30.7,12.4,21.38,18.8,5.86,94 E,54 NE,463.68,56.16,5.2,5.25,
2,2013-06-21,0,26.3,15.4,19.68,18.1,5.54,66 NE,50 NE,359.77,61.27,3.7,4.14,
2,2013-06-22,0,25.5,15.7,19.53,11,1.57,78 NE,18 N,233.57,67.71,1.8,2.68,
2,2013-06-23,0,30.8,10.3,21.01,15.1,4.68,72 NE,72 NE,508.12,56.65,5.8,5.45,
2,2013-06-24,0,28.1,13.5,19.72,14.7,2.02,180 S,120 E,297.23,71.43,2.5,3.21,
2,2013-06-25,0,29.8,14.6,18.81,19.6,3.27,161 SE,213 S,465.94,78.49,4.2,4.25,
2,2013-06-26,0,27.2,12.5,18.2,23.4,2.45,101 E,186 S,452.36,79.81,4.2,4.02,
2,2013-06-27,0.6,30,11.5,20.36,13.1,3.7,112 E,98 E,485.72,60.34,5.1,5.09,
2,2013-06-28,0,31.4,11,21.6,13.2,3.91,96 E,47 NE,501.97,41.84,5.7,5.9,
2,2013-06-29,0,30.7,10.7,21.41,16.8,4.39,124 E,56 NE,522.87,40.58,5.6,6.08,
2,2013-06-30,0,31,10.5,21.43,18.2,5.87,95 E,54 NE,476.57,45.21,5.7,5.86,
2,2013-07-01,0,31.3,9.7,21.61,11.3,3.55,60 NE,53 NE,495.28,45.52,5.4,5.51,
2,2013-07-02,0,31.4,14.7,22.74,18.6,5.42,121 E,112 E,454.32,39,4.8,5.88,
2,2013-07-03,7.8,28.7,12.9,18.55,22.1,3.14,134 E,28 N,318.35,73.35,2.8,3.3,
2,2013-07-04,26.2,25.9,15,18.81,21.7,2.54,125 E,28 N,388.2,79.26,3.1,3.52,
2,2013-07-05,3.2,24.6,13.4,18.22,7,1.12,88 NE,22 N,214.89,78.97,1.7,2.27,
2,2013-07-06,10.2,24.7,15.3,18.55,11.2,1.31,139 SE,335 NO,291.75,80.74,2.3,2.88,
2,2013-07-07,9.8,25.1,14.7,17.93,13.5,2.4,77 NE,258 SO,389.74,87.26,3,3.46,
2,2013-07-08,40,25,14,17.47,11.8,3.81,183 S,201 S,361.64,87.06,2.7,3.35,
2,2013-07-09,7.2,24.6,14.1,16.9,8.3,1.52,117 E,65 NE,321.99,88.71,2.4,2.95,
2,2013-07-10,13.2,26.7,12.4,17.51,12.4,1.2,164 SE,349 NO,457.17,84.01,3.7,4.03,
2,2013-07-11,1.6,26.9,13.3,17.74,20.6,1.41,188 S,175 SE,436.02,84.41,3.6,3.9,
2,2013-07-12,0.4,26.9,12.3,18.65,19.3,1.76,132 E,64 NE,461.57,75.61,4.3,4.3,
2,2013-07-13,0,28.2,12.1,19.92,10.6,1.93,62 NE,20 N,519.3,67.09,4.7,4.9,
2,2013-07-14,0,29.3,10.9,20.4,11.1,1.33,52 NE,323 NO,522.57,62.27,4.8,4.94,
2,2013-07-15,2,26.9,12,19.46,14.1,2.11,170 SE,167 SE,466.89,72.93,4.1,4.29,
2,2013-07-16,6.2,22.4,14.2,17.73,6.4,1.66,153 SE,196 S,242.03,84.45,1.8,2.3,
2,2013-07-17,0,27.6,14.6,19.84,14.8,2.86,166 SE,142 SE,481.67,70.31,4.4,4.57,
2,2013-07-18,7.4,24.8,13.9,17.93,22,3.08,136 SE,157 SE,391.25,84.25,3,3.54,
2,2013-07-19,1,24.8,14.9,18.3,10.1,1,74 NE,185 S,294.2,84.16,2.3,2.81,
2,2013-07-20,9.6,24.6,14.7,18.76,6.8,2.18,125 E,187 S,454.17,83.12,3.6,3.98,
2,2013-07-21,7.8,22.4,14,17.54,20.4,3.82,127 E,202 S,322.22,87.07,2.4,3.02,
2,2013-07-22,21.2,25.8,14.7,17.46,10.2,1.14,80 NE,189 S,381.92,91.34,2.9,3.29,
2,2013-07-23,4,27.1,13.5,19.55,8.2,1.42,216 S,179 SE,516.09,74.65,4.8,4.63,
2,2013-07-24,0,28.4,11,19.42,6.7,1.37,72 NE,355 NO,546.79,68.86,5.2,4.96,
2,2013-07-25,0,25.2,12.5,19.11,4.4,0.72,172 SE,187 S,371.48,76.73,3.3,3.47,
2,2013-07-26,0,29.9,10.9,20.05,9.3,1.51,122 E,34 N,543.06,67.8,5.2,4.93,
2,2013-07-27,0.6,30.5,11.4,19.61,8.4,1.17,40 N,355 NO,477.87,70.52,4.2,4.42,
2,2013-07-28,2.2,29,12.4,18.9,15.8,1.45,172 SE,173 SE,482.73,78.44,4.2,4.24,
2,2013-07-29,0,29.9,11.6,20.26,10.1,1.98,102 E,89 NE,552.37,62.69,5.4,5.17,
2,2013-07-30,0,29.5,9.7,19.91,9.4,2.98,29 N,30 N,539.23,55.81,5.7,5.41,
2,2013-07-31,0,29.6,7.8,19.38,10.4,1.87,129 E,18 N,512.48,56.57,5,5.05,
2,2013-08-01,0,29.3,9.6,19.81,8.4,1.6,93 E,352 NO,535.53,57.44,5.1,5.12,
2,2013-08-02,0,30.5,10.9,20.69,9.3,2.35,96 E,358 NO,546.81,49.94,5.2,5.56,
2,2013-08-03,0,28.9,10.7,20.57,10.6,3.24,78 NE,148 SE,493.67,53.88,4.9,5.18,
2,2013-08-04,3,27.8,10.7,17.98,4.1,0.95,229 SO,17 N,435.91,75.79,3.6,3.89,
2,2013-08-05,0,29,9.6,19.62,10,1.21,147 SE,330 NO,543.47,64.27,4.8,4.94,
2,2013-08-06,0,29.3,10.5,20.43,7.2,1.46,117 E,169 SE,539.82,63.72,4.8,4.99,
2,2013-08-07,0,31.6,11.7,21.35,10.8,2.04,101 E,47 NE,522.04,59.86,5.2,5.13,
2,2013-08-08,0,31.7,12,20.94,7.4,1.31,172 SE,313 O,523.01,65.17,4.8,4.83,
2,2013-08-09,0,31.3,12.8,21.21,8.5,2.16,103 E,26 N,533.97,52.57,5.1,5.32,
2,2013-08-10,0,29.9,11,20.26,18.8,3.18,74 NE,37 N,421.63,58.58,4.1,4.52,
2,2013-08-11,6.4,24.9,14.8,18.32,10.4,2.29,197 S,34 N,254.82,79.5,2.1,2.57,
2,2013-08-12,2.2,24,13.6,17.62,9.1,1.14,117 E,103 E,258.4,85.85,2.2,2.41,
2,2013-08-13,0,28.6,12.8,19.42,12.1,2.85,79 NE,38 N,419.8,69.05,4.1,4.26,
2,2013-08-14,0,28.7,11.3,19.67,12.2,3.84,88 NE,47 NE,514.22,59.83,5.2,5.3,
2,2013-08-15,0,29.5,9.9,19.88,11.8,3.52,65 NE,64 NE,518.09,56.92,5.2,5.37,
2,2013-08-16,0,30.4,9.8,20.41,9.8,2.55,61 NE,37 N,521.82,53.98,5.2,5.32,
2,2013-08-17,0,29.4,9.2,20.08,11.1,2.92,24 N,47 NE,460.24,56.84,4.6,4.84,
2,2013-08-18,0,29.7,11.1,20.25,13.4,2.63,41 N,41 N,448.12,59.56,4.5,4.64,
2,2013-08-19,0,27.9,8.5,18.73,7.3,1.95,53 NE,49 NE,460.07,59.54,4.3,4.56,
2,2013-08-20,0,29,8,19.07,12.6,2.7,108 E,40 N,477.06,55.9,4.5,4.95,
2,2013-08-21,5.2,24.2,10.9,16.89,8,0.72,200 S,300 O,192.48,76.71,1.3,2.17,
2,2013-08-22,55.2,25.3,14.2,17.46,5.8,0.83,90 E,2 N,278.61,87.2,1.9,2.66,
2,2013-08-23,0.2,26.1,14,18.73,4.6,0.88,91 E,3 N,349.81,78.11,2.7,3.39,
2,2013-08-24,5.4,28.3,14.6,19.75,11.5,1.97,146 SE,65 NE,418.24,75.12,3.5,4.06,
2,2013-08-25,0,27.3,13.2,19.47,11.7,3,87 NE,56 NE,328.19,70.98,3.3,3.59,
2,2013-08-26,0,22.2,14.6,18.05,10.8,3.88,46 NE,42 N,216.53,77.58,1.8,2.45,
2,2013-08-27,16.6,22.8,15.6,17.45,13.9,2.99,108 E,67 NE,196.08,89.96,1.4,1.95,
2,2013-08-28,0,25.9,12.5,18.44,11.3,2.3,135 SE,80 NE,315.45,74.43,2.6,3.32,
2,2013-08-29,0,25.7,9.2,17.01,12.9,2.49,83 NE,55 NE,381.67,73.35,3.3,3.83,
2,2013-08-30,0,27.1,9.9,18.11,4.8,1.21,227 SO,302 O,555.85,69.02,4.6,5.02,
2,2013-08-31,0.2,28.8,8.5,18.43,21.8,1.36,107 E,111 E,526.14,70.12,4.6,4.82,
2,2013-09-01,2.2,27.7,11.5,17.92,8.1,1.16,123 E,309 O,427.15,81.85,3.3,3.87,
2,2013-09-02,0,29.3,9.6,18.82,11.4,1.94,88 NE,28 N,532.89,66.21,4.9,5.02,
2,2013-09-03,6.4,25.5,9.8,17.03,14.8,2.27,170 SE,33 N,320.95,79.39,2.6,3.21,
2,2013-09-04,0,23.7,11.6,18.14,15.3,6.05,77 NE,59 NE,304.76,69.75,2.9,3.67,
2,2013-09-05,5.6,24.9,13.3,17.87,8.6,2.29,162 SE,60 NE,237.1,80.41,1.8,2.61,
2,2013-09-06,3.2,26.8,10.8,17.64,7.4,1.12,87 NE,4 N,341.59,84.36,2.6,3.23,
2,2013-09-07,0.6,24.3,15.1,18.66,11.8,3.58,41 N,39 N,290.75,79.23,2.2,3.09,
2,2013-09-08,0,24.4,14.2,18.18,3.7,1.08,220 S,213 S,287.9,80.98,2.2,2.86,
2,2013-09-09,14.2,24.8,14,18.56,8.7,3.14,158 SE,174 SE,350.46,81.2,2.8,3.41,
2,2013-09-10,0.4,26.9,15.5,19.66,5.9,1.33,197 S,227 SO,401.25,82.81,3,3.63,
2,2013-09-11,0,26.2,14.4,19.78,13.7,4.15,53 NE,45 NE,337.63,74.66,3,3.59,
2,2013-09-12,1.2,25.4,13.8,18.78,13.2,4.38,85 NE,45 NE,294.72,75.22,2.7,3.23,
2,2013-09-13,0,24.5,13.2,18.14,15.8,5.91,98 E,39 N,363.62,73.49,3.3,3.86,
2,2013-09-14,2.2,23.5,11.8,17.38,22.5,4.44,64 NE,26 N,267.85,80.34,2.2,2.85,
2,2013-09-15,16.6,19.2,15.5,16.79,8,2.19,43 N,23 N,115.5,95.03,0.5,1.13,
2,2013-09-16,8.2,23.5,14.9,17.12,12.6,2.68,240 SO,199 S,229.62,94.08,1.6,2.22,
2,2013-09-17,66,24.1,15.5,17.88,11.2,4.35,169 SE,181 S,281.85,91.03,2.1,2.75,
2,2013-09-18,5,25.9,14.8,18.16,14,1.15,98 E,214 S,289.63,89.56,2.1,2.78,
2,2013-09-19,4.6,27.4,15.8,20.07,13.7,2.31,87 NE,175 SE,393.04,81.86,3.4,3.71,
2,2013-09-20,0,27.2,16.5,19.88,10.7,1.63,240 SO,185 S,396.08,86.34,3.3,3.51,
2,2013-09-21,1.6,27,16.2,19.45,15.2,1.77,108 E,6 N,274.81,82.06,2.1,2.78,
2,2013-09-22,0.6,26.4,15.5,19.39,4.2,1.32,8 N,7 N,375.88,81.43,2.8,3.39,
2,2013-09-23,0,29.1,15,20.12,9.4,1.82,194 S,41 N,429.54,80.3,3.3,3.88,
2,2013-09-24,0,28.7,13,19.88,5.8,1.6,55 NE,21 N,491.37,73.9,4.4,4.41,
2,2013-09-25,0,27.7,12,19.12,5.9,1.06,149 SE,18 N,459.81,73,3.9,4.15,
2,2013-09-26,8,27.6,9.1,18.12,11.4,2.28,35 N,106 E,497.33,77.75,4.1,4.38,
2,2013-09-27,0,22.4,14.3,17.31,12.4,3.83,224 S,193 S,244.96,89.46,1.8,2.34,
2,2013-09-28,2.2,25.4,12.8,18.25,11.7,3.89,188 S,192 S,467.83,79.74,3.9,4.31,
2,2013-09-29,1,28.1,13.7,19.99,12.7,1.43,89 NE,295 O,496.05,74.23,4.2,4.52,
2,2013-09-30,0,27.7,12.2,19.17,9.1,2.05,148 SE,23 N,484.92,77.96,4.1,4.36,
2,2013-10-01,12.2,26.2,14.1,17.5,9,2.05,217 S,163 SE,321,89.06,2.3,2.91,
2,2013-10-02,0,28,10.9,19,5.4,1.3,29 N,19 N,500.75,74.76,4.1,4.46,
