Nombre, Numero, Fecha, Pp, T_Max, T_Min, T_Med, VV_Max, VV, DWW, DV, Rag_G, HR, ET, EP 
Don Primo,13467,2014-11-21,0.2,23,6.3,13.96,10.2,1.66,235.2 SO,206.8 S,295.49,63.72,1.9,3.68,
Don Primo,13467,2014-11-22,0,22.3,10,15.44,18,6.87,266.6 SO,210.3 S,360.29,61.91,3,4.75,
Don Primo,13467,2014-11-23,0,24.7,6.8,15.17,9.8,4.44,210.5 S,194.5 S,412.37,55,3.2,5.02,
Don Primo,13467,2014-11-24,0,22.6,3.2,12.99,8.8,2.76,218.9 S,170.5 SE,323.23,47.95,2.5,4.26,
Don Primo,13467,2014-11-25,0,17.7,2.1,10.24,14.1,5.24,19.4 N,60 NE,362.67,40.45,2.7,5.13,
Don Primo,13467,2014-11-26,0,22.4,-4.1,8.31,7,2.56,0.5 N,41.3 N,439.2,26.58,3,5.76,
Don Primo,13467,2014-11-27,0,19.8,-3.6,8.25,7.7,2.79,123.1 E,58.2 NE,382.65,29.44,2.7,5.47,
Don Primo,13467,2014-11-28,0,21.1,-5.1,7.75,6,1.57,17.8 N,21.6 N,420.73,35.21,2.6,5.51,
Don Primo,13467,2014-11-29,0,22.8,0.4,10.78,8.9,2.47,186.9 S,108.7 E,395.48,47.7,3,5.24,
Don Primo,13467,2014-11-30,0,25,-1.3,11.39,6.3,1.33,232.5 SO,152.1 SE,425.97,41.12,2.9,5.38,
Don Primo,13467,2014-12-01,0,25.2,0.9,13.33,7,2,92 E,36.5 N,406.35,35.07,3,5.45,
Don Primo,13467,2014-12-02,0,22.4,4.3,12.92,5.1,1.51,349.8 NO,358.6 NO,396.32,53.08,2.6,4.7,
Don Primo,13467,2014-12-03,0,23.6,1.8,12.39,7.5,1.7,14.2 N,21.6 N,410.04,54.69,2.9,4.74,
Don Primo,13467,2014-12-04,0,24.7,2.1,12.53,4,0.89,310.7 O,37.2 N,395.12,46.17,2.6,4.7,
Don Primo,13467,2014-12-05,0,25.5,2,13.76,4.3,1.08,173.9 SE,66 NE,369.12,41.6,2.4,4.69,
Don Primo,13467,2014-12-06,0,23.2,3.2,13.28,7.5,1.89,1.3 N,68.3 NE,329.31,52.58,2.2,4.22,
Don Primo,13467,2014-12-07,0,23.6,4.3,14.22,3.8,1.56,353.9 NO,49.9 NE,397.35,61.95,2.7,4.42,
Don Primo,13467,2014-12-08,0,22,3.8,12.85,6.7,2.45,91.1 E,68.3 NE,402.58,62.84,2.7,4.49,
Don Primo,13467,2014-12-09,0,20.7,4.8,12.76,4.2,1.55,119.7 E,65.7 NE,379.05,59.08,2.5,4.33,
Don Primo,13467,2014-12-10,0,18.4,4.3,11.48,7.1,1.9,211.2 S,121.7 E,246.7,65.67,1.3,3.19,
Don Primo,13467,2014-12-11,0,19.6,5.4,11.77,10.9,1.43,16.7 N,65 NE,231.41,68.31,1.4,3.06,
Don Primo,13467,2014-12-12,0,19.1,9.3,13.53,4.3,1.21,20.3 N,36.5 N,234.47,64.7,1.4,3.16,
Don Primo,13467,2014-12-13,6.8,19.5,9,13.15,6.7,1.72,5.1 N,36.8 N,208.88,69.73,1.3,2.88,
Don Primo,13467,2014-12-14,0.2,20,8.6,12.76,5.6,1.19,195.7 S,178.2 SE,245.85,79.79,1.3,2.89,
Don Primo,13467,2014-12-15,0,22.5,3.4,12.3,6.4,1.2,233.4 SO,260.6 SO,403.4,65.48,2.7,4.35,
Don Primo,13467,2014-12-15,0,22.5,3.4,12.3,6.4,1.2,233.4 SO,260.6 SO,403.4,65.48,2.7,4.35,
Don Primo,13467,2014-12-16,0,23.3,4.4,13.84,9.3,1.78,194.9 S,222.2 S,391.26,60.83,2.7,4.46,
Don Primo,13467,2014-12-16,0,23.3,4.4,13.84,9.3,1.78,194.9 S,222.2 S,391.26,60.83,2.7,4.46,
Don Primo,13467,2014-12-17,0,22,7.3,14.99,9.1,2.7,217 S,226.7 SO,313.03,60.9,2.1,3.97,
Don Primo,13467,2014-12-17,0,22,7.3,14.99,9.1,2.7,217 S,226.7 SO,313.03,60.9,2.1,3.97,
Don Primo,13467,2014-12-18,0,23.4,7.9,16.17,9.5,2.63,180.4 S,189.9 S,376.55,48.6,2.9,4.71,
Don Primo,13467,2014-12-18,0,23.4,7.9,16.17,9.5,2.63,180.4 S,189.9 S,376.55,48.6,2.9,4.71,
Don Primo,13467,2014-12-19,0,24.6,7.2,15.18,12.9,3.22,238.3 SO,222.1 S,406.72,46.66,3.1,5.01,
Don Primo,13467,2014-12-19,0,24.6,7.2,15.18,12.9,3.22,238.3 SO,222.1 S,406.72,46.66,3.1,5.01,
Don Primo,13467,2014-12-20,0,22.9,7.7,14.83,14,3.55,241.3 SO,218.1 S,270.4,39.04,2.4,4.23,
Don Primo,13467,2014-12-20,0,22.9,7.7,14.83,14,3.55,241.3 SO,218.1 S,270.4,39.04,2.4,4.23,
Don Primo,13467,2014-12-21,0,23.1,6,14.98,15.3,4.48,240.7 SO,205.1 S,384.74,35.57,3.1,5.34,
Don Primo,13467,2014-12-21,0,23.1,6,14.98,15.3,4.48,240.7 SO,205.1 S,384.74,35.57,3.1,5.34,
Don Primo,13467,2014-12-22,0,22.6,0,12.21,11.5,3.59,195.7 S,199.3 S,410.8,36.69,3.2,5.34,
Don Primo,13467,2014-12-22,0,22.6,0,12.21,11.5,3.59,195.7 S,199.3 S,410.8,36.69,3.2,5.34,
Don Primo,13467,2014-12-23,0,21.7,4.9,12.96,13.7,6.17,231 SO,192.8 S,419.38,38.51,3.5,5.87,
Don Primo,13467,2014-12-23,0,21.7,4.9,12.96,13.7,6.17,231 SO,192.8 S,419.38,38.51,3.5,5.87,
Don Primo,13467,2014-12-24,0,15.9,0,7.37,12,4.39,28.4 N,32 N,388.64,45.03,2.2,5.25,
Don Primo,13467,2014-12-24,0,15.9,0,7.37,12,4.39,28.4 N,32 N,388.64,45.03,2.2,5.25,
Don Primo,13467,2014-12-25,0,19.1,-3.4,8.26,11.5,4.1,205.5 S,110.4 E,343.2,50.58,2.5,4.8,
Don Primo,13467,2014-12-25,0,19.1,-3.4,8.26,11.5,4.1,205.5 S,110.4 E,343.2,50.58,2.5,4.8,
Don Primo,13467,2014-12-26,0,20.7,7.1,12.54,12.2,4.52,243.5 SO,199.7 S,362.96,60.51,2.6,4.81,
Don Primo,13467,2014-12-26,0,20.7,7.1,12.54,12.2,4.52,243.5 SO,199.7 S,362.96,60.51,2.6,4.81,
Don Primo,13467,2014-12-27,0,21.1,6.2,13.21,12.1,3.31,204 S,194 S,282.31,59.83,1.9,4.09,
Don Primo,13467,2014-12-27,0,21.1,6.2,13.21,12.1,3.31,204 S,194 S,282.31,59.83,1.9,4.09,
Don Primo,13467,2014-12-28,0.2,18.9,5.2,13.15,7.4,3.11,213.7 S,189.9 S,172.72,69.01,1.1,2.79,
Don Primo,13467,2014-12-28,0.2,18.9,5.2,13.15,7.4,3.11,213.7 S,189.9 S,172.72,69.01,1.1,2.79,
Don Primo,13467,2014-12-29,0,24.7,-0.1,11.83,8.4,1.79,254 SO,215.6 S,401.87,55.8,2.9,4.66,
Don Primo,13467,2014-12-29,0,24.7,-0.1,11.83,8.4,1.79,254 SO,215.6 S,401.87,55.8,2.9,4.66,
Don Primo,13467,2014-12-30,0,24.5,2.3,13.56,8,1.95,201.7 S,240.9 SO,392.65,49.83,2.9,4.78,
Don Primo,13467,2014-12-30,0,24.5,2.3,13.56,8,1.95,201.7 S,240.9 SO,392.65,49.83,2.9,4.78,
Don Primo,13467,2014-12-31,0,23.7,3.8,13.8,7.7,1.9,244 SO,332.4 NO,398.3,59.58,2.6,4.55,
Don Primo,13467,2014-12-31,0,23.7,3.8,13.8,7.7,1.9,244 SO,332.4 NO,398.3,59.58,2.6,4.55,
Don Primo,13467,2015-01-01,0,22.3,6.3,13.75,10.7,2.95,201.9 S,101.9 E,327.22,60.29,2.3,4.12,
Don Primo,13467,2015-01-01,0,22.3,6.3,13.75,10.7,2.95,201.9 S,101.9 E,327.22,60.29,2.3,4.12,
Don Primo,13467,2015-01-02,0,21.1,5.7,13.61,15.7,5.18,227.2 SO,228.4 SO,300.55,55.72,2.8,4.26,
Don Primo,13467,2015-01-02,0,21.1,5.7,13.61,15.7,5.18,227.2 SO,228.4 SO,300.55,55.72,2.8,4.26,
Don Primo,13467,2015-01-03,0,21.3,7.3,13.71,16.9,6.27,264.4 SO,211.7 S,364.6,55.16,3,4.9,
Don Primo,13467,2015-01-03,0,21.3,7.3,13.71,16.9,6.27,264.4 SO,211.7 S,364.6,55.16,3,4.9,
Don Primo,13467,2015-01-04,0,19.5,3.2,11.28,8.8,3.02,348.2 NO,73 NE,252.32,55.91,1.8,3.57,
Don Primo,13467,2015-01-04,0,19.5,3.2,11.28,8.8,3.02,348.2 NO,73 NE,252.32,55.91,1.8,3.57,
Don Primo,13467,2015-01-05,0,14.8,5.3,10.38,7.6,2.81,357.6 NO,32.9 N,196.97,53.98,1,3.1,
Don Primo,13467,2015-01-05,0,14.8,5.3,10.38,7.6,2.81,357.6 NO,32.9 N,196.97,53.98,1,3.1,
Don Primo,13467,2015-01-06,0,21.5,5.8,13.02,6.1,3.45,19.7 N,51.6 NE,303.44,60.05,1.9,4.09,
Don Primo,13467,2015-01-06,0,21.5,5.8,13.02,6.1,3.45,19.7 N,51.6 NE,303.44,60.05,1.9,4.09,
Don Primo,13467,2015-01-07,0,21,9.1,13.56,9.4,2.93,94.3 E,42.2 N,217.3,64.23,1.7,3.28,
Don Primo,13467,2015-01-07,0,21,9.1,13.56,9.4,2.93,94.3 E,42.2 N,217.3,64.23,1.7,3.28,
Don Primo,13467,2015-01-08,0,19.3,8.4,13.02,7,2.52,117.7 E,118.5 E,397.67,56.04,2.4,4.77,
Don Primo,13467,2015-01-08,0,19.3,8.4,13.02,7,2.52,117.7 E,118.5 E,397.67,56.04,2.4,4.77,
Don Primo,13467,2015-01-09,5.2,18.4,4.6,10.29,13.7,3.23,26.8 N,20 N,301.4,78.98,1.7,3.44,
Don Primo,13467,2015-01-09,5.2,18.4,4.6,10.29,13.7,3.23,26.8 N,20 N,301.4,78.98,1.7,3.44,
Don Primo,13467,2015-01-10,3.8,19.5,4.9,11.04,10.2,2.37,196.8 S,55.9 NE,373.86,71.76,2.3,4.19,
Don Primo,13467,2015-01-10,3.8,19.5,4.9,11.04,10.2,2.37,196.8 S,55.9 NE,373.86,71.76,2.3,4.19,
Don Primo,13467,2015-01-11,0,21.9,2.2,11.4,11.1,1.82,225.4 SO,239.5 SO,425.62,57.09,3,4.9,
Don Primo,13467,2015-01-11,0,21.9,2.2,11.4,11.1,1.82,225.4 SO,239.5 SO,425.62,57.09,3,4.9,
Don Primo,13467,2015-01-12,0,20.7,0,10.34,9.9,2.03,194.4 S,219.7 S,300.11,51.35,2.1,4.15,
Don Primo,13467,2015-01-12,0,20.7,0,10.34,9.9,2.03,194.4 S,219.7 S,300.11,51.35,2.1,4.15,
Don Primo,13467,2015-01-13,0,22.2,1,10.94,10.3,2.4,217 S,165.7 SE,365.14,52.18,2.6,4.69,
Don Primo,13467,2015-01-13,0,22.2,1,10.94,10.3,2.4,217 S,165.7 SE,365.14,52.18,2.6,4.69,
Don Primo,13467,2015-01-14,0,22.8,4.8,13.06,9,2.39,187.2 S,166.9 SE,353.32,47.34,2.4,4.73,
Don Primo,13467,2015-01-14,0,22.8,4.8,13.06,9,2.39,187.2 S,166.9 SE,353.32,47.34,2.4,4.73,
Don Primo,13467,2015-01-15,0,22.9,4,13.76,11.4,2.36,26.8 N,184.6 S,400.3,41.26,3,5.18,
Don Primo,13467,2015-01-15,0,22.9,4,13.76,11.4,2.36,26.8 N,184.6 S,400.3,41.26,3,5.18,
Don Primo,13467,2015-01-16,0,22.6,3.8,12.97,8.1,3.65,37.5 N,110.3 E,396.3,54.15,2.7,4.92,
Don Primo,13467,2015-01-16,0,22.6,3.8,12.97,8.1,3.65,37.5 N,110.3 E,396.3,54.15,2.7,4.92,
Don Primo,13467,2015-01-17,0,23.5,3.2,13.56,4.8,1.04,242 SO,147.3 SE,376.69,51.19,2.5,4.44,
Don Primo,13467,2015-01-17,0,23.5,3.2,13.56,4.8,1.04,242 SO,147.3 SE,376.69,51.19,2.5,4.44,
Don Primo,13467,2015-01-18,0,23.1,9.8,15.44,6.6,2.2,31.2 N,93.7 E,375.25,43.68,2.4,4.77,
Don Primo,13467,2015-01-18,0,23.1,9.8,15.44,6.6,2.2,31.2 N,93.7 E,375.25,43.68,2.4,4.77,
Don Primo,13467,2015-01-19,0,23.8,4.7,14.77,3.9,0.86,327.5 NO,81.9 NE,379.34,47.49,2.6,4.46,
Don Primo,13467,2015-01-19,0,23.8,4.7,14.77,3.9,0.86,327.5 NO,81.9 NE,379.34,47.49,2.6,4.46,
Don Primo,13467,2015-01-20,0,24.5,6.6,15.99,5.4,2.26,22.5 N,109 E,396.74,44.54,2.9,4.86,
Don Primo,13467,2015-01-20,0,24.5,6.6,15.99,5.4,2.26,22.5 N,109 E,396.74,44.54,2.9,4.86,
Don Primo,13467,2015-01-21,0,24.6,8.3,16.36,12.2,3.95,257.7 SO,204.9 S,417.94,38.9,3.6,5.42,
Don Primo,13467,2015-01-21,0,24.6,8.3,16.36,12.2,3.95,257.7 SO,204.9 S,417.94,38.9,3.6,5.42,
Don Primo,13467,2015-01-22,0,21.6,6.6,14.5,14.1,5.09,249.2 SO,205.3 S,360.2,51.21,2.9,4.7,
Don Primo,13467,2015-01-22,0,21.6,6.6,14.5,14.1,5.09,249.2 SO,205.3 S,360.2,51.21,2.9,4.7,
Don Primo,13467,2015-01-23,0,24.1,5.6,14.28,7.7,2.26,18.1 N,173.9 SE,433.32,45.54,3.4,5.01,
Don Primo,13467,2015-01-23,0,24.1,5.6,14.28,7.7,2.26,18.1 N,173.9 SE,433.32,45.54,3.4,5.01,
Don Primo,13467,2015-01-24,0,21.4,5.4,13,8.3,3.58,23.2 N,11.9 N,355.15,40.4,2.4,4.79,
Don Primo,13467,2015-01-24,0,21.4,5.4,13,8.3,3.58,23.2 N,11.9 N,355.15,40.4,2.4,4.79,
Don Primo,13467,2015-01-25,0.6,21.3,4.9,13.43,5.4,1.35,257.4 SO,96.4 E,283.92,59.09,1.7,3.55,
Don Primo,13467,2015-01-25,0.6,21.3,4.9,13.43,5.4,1.35,257.4 SO,96.4 E,283.92,59.09,1.7,3.55,
Don Primo,13467,2015-01-26,0,21.8,7.9,14.77,7.2,2.41,18.3 N,306.6 O,354.69,48.08,2.5,4.51,
Don Primo,13467,2015-01-26,0,21.8,7.9,14.77,7.2,2.41,18.3 N,306.6 O,354.69,48.08,2.5,4.51,
Don Primo,13467,2015-01-27,0,24.9,8.4,16.17,7.8,2.85,25.5 N,31.4 N,399.19,33.94,3,5.34,
Don Primo,13467,2015-01-27,0,24.9,8.4,16.17,7.8,2.85,25.5 N,31.4 N,399.19,33.94,3,5.34,
Don Primo,13467,2015-01-28,0,25.3,5,15.84,4.8,1.7,291.9 O,,388.02,36.02,2.8,4.92,
Don Primo,13467,2015-01-28,0,25.3,5,15.84,4.8,1.7,291.9 O,,388.02,36.02,2.8,4.92,
Don Primo,13467,2015-01-29,0,25.9,4.8,15.69,6.1,2.21,98.4 E,85.6 NE,387.2,37.39,3.2,4.94,
Don Primo,13467,2015-01-29,0,25.9,4.8,15.69,6.1,2.21,98.4 E,85.6 NE,387.2,37.39,3.2,4.94,
Don Primo,13467,2015-01-30,0,20.5,7,13.57,6,1.92,84.7 NE,92.6 E,371.39,43.67,2.3,4.47,
Don Primo,13467,2015-01-30,0,20.5,7,13.57,6,1.92,84.7 NE,92.6 E,371.39,43.67,2.3,4.47,
Don Primo,13467,2015-01-31,0,21.4,4.5,12.69,13.6,4.59,232.3 SO,168.6 SE,317.48,55.04,2.7,4.24,
Don Primo,13467,2015-01-31,0,21.4,4.5,12.69,13.6,4.59,232.3 SO,168.6 SE,317.48,55.04,2.7,4.24,
Don Primo,13467,2015-02-01,0,16.7,8.7,12.69,15.5,6.61,219 S,192.6 S,221.3,64.59,1.5,3.36,
Don Primo,13467,2015-02-01,0,16.7,8.7,12.69,15.5,6.61,219 S,192.6 S,221.3,64.59,1.5,3.36,
Don Primo,13467,2015-02-02,7.2,13.4,9.7,11.42,5.2,1.58,190.9 S,121 E,107.74,85.05,0.4,1.45,
Don Primo,13467,2015-02-02,7.2,13.4,9.7,11.42,5.2,1.58,190.9 S,121 E,107.74,85.05,0.4,1.45,
Don Primo,13467,2015-02-03,1.8,17.7,9.1,12.39,13.7,6.13,248.5 SO,201 S,208.29,75.12,1.3,3.03,
Don Primo,13467,2015-02-03,1.8,17.7,9.1,12.39,13.7,6.13,248.5 SO,201 S,208.29,75.12,1.3,3.03,
Don Primo,13467,2015-02-04,0,19.6,2.8,10.9,5.9,2.26,25.4 N,25.7 N,459.67,58.66,3.3,5.17,
Don Primo,13467,2015-02-04,0,19.6,2.8,10.9,5.9,2.26,25.4 N,25.7 N,459.67,58.66,3.3,5.17,
Don Primo,13467,2015-02-05,0,20.8,2.1,11.6,8.7,3.44,26.5 N,34.6 N,404.88,49.49,2.8,5.15,
Don Primo,13467,2015-02-05,0,20.8,2.1,11.6,8.7,3.44,26.5 N,34.6 N,404.88,49.49,2.8,5.15,
Don Primo,13467,2015-02-06,0,20.5,4.2,11.78,9.5,3.16,22.2 N,22.7 N,393.12,51.68,2.7,4.96,
Don Primo,13467,2015-02-06,0,20.5,4.2,11.78,9.5,3.16,22.2 N,22.7 N,393.12,51.68,2.7,4.96,
Don Primo,13467,2015-02-07,0,23.7,0.1,12.13,5.4,1.43,354.2 NO,56.3 NE,448.58,40.64,3.1,5.38,
Don Primo,13467,2015-02-07,0,23.7,0.1,12.13,5.4,1.43,354.2 NO,56.3 NE,448.58,40.64,3.1,5.38,
Don Primo,13467,2015-02-08,0,24.8,1.2,13.46,7,2.44,26.5 N,40.8 N,481.23,33.33,3.8,5.96,
Don Primo,13467,2015-02-08,0,24.8,1.2,13.46,7,2.44,26.5 N,40.8 N,481.23,33.33,3.8,5.96,
Don Primo,13467,2015-02-09,0,24.5,1.7,13.95,9.9,3.2,20.9 N,58.1 NE,472.65,29.51,3.6,6.13,
Don Primo,13467,2015-02-09,0,24.5,1.7,13.95,9.9,3.2,20.9 N,58.1 NE,472.65,29.51,3.6,6.13,
Don Primo,13467,2015-02-10,0,23.9,2.9,14.33,4.2,1.77,247.5 SO,95.1 E,470.91,31.26,3.2,5.7,
Don Primo,13467,2015-02-10,0,23.9,2.9,14.33,4.2,1.77,247.5 SO,95.1 E,470.91,31.26,3.2,5.7,
Don Primo,13467,2015-02-11,0,24.2,2.3,14.67,6.6,1.67,194.9 S,123.3 E,432.71,33.64,3.3,5.31,
Don Primo,13467,2015-02-11,0,24.2,2.3,14.67,6.6,1.67,194.9 S,123.3 E,432.71,33.64,3.3,5.31,
Don Primo,13467,2015-02-12,7.6,21.7,6.6,12.78,13,3.56,355.8 NO,157.7 SE,294.84,61.07,2,3.82,
Don Primo,13467,2015-02-12,7.6,21.7,6.6,12.78,13,3.56,355.8 NO,157.7 SE,294.84,61.07,2,3.82,
Don Primo,13467,2015-02-13,9.8,13.8,8.2,10.5,6.4,2.44,128.4 E,66.7 NE,164.98,82.47,0.6,2.04,
Don Primo,13467,2015-02-13,9.8,13.8,8.2,10.5,6.4,2.44,128.4 E,66.7 NE,164.98,82.47,0.6,2.04,
Don Primo,13467,2015-02-14,0,16.4,7.2,11.94,5.1,1.33,166.2 SE,119.7 E,233.85,76.55,1.4,2.87,
Don Primo,13467,2015-02-14,0,16.4,7.2,11.94,5.1,1.33,166.2 SE,119.7 E,233.85,76.55,1.4,2.87,
Don Primo,13467,2015-02-15,0,18.3,10.8,13.77,8.7,3.09,234.4 SO,175.6 SE,242.27,74.25,1.4,3.18,
Don Primo,13467,2015-02-15,0,18.3,10.8,13.77,8.7,3.09,234.4 SO,175.6 SE,242.27,74.25,1.4,3.18,
Don Primo,13467,2015-02-16,0.4,21,9.8,14.96,11.5,4.54,239.1 SO,206.1 S,354.82,64.91,2.5,4.43,
Don Primo,13467,2015-02-16,0.4,21,9.8,14.96,11.5,4.54,239.1 SO,206.1 S,354.82,64.91,2.5,4.43,
Don Primo,13467,2015-02-17,0,22.2,8.8,15.01,9.1,1.84,303 O,153.9 SE,398,57.84,2.9,4.52,
Don Primo,13467,2015-02-17,0,22.2,8.8,15.01,9.1,1.84,303 O,153.9 SE,398,57.84,2.9,4.52,
Don Primo,13467,2015-02-18,0,25.4,3.9,14.41,5.8,1.83,207.6 S,143.5 SE,476.85,51.72,3.5,5.18,
Don Primo,13467,2015-02-18,0,25.4,3.9,14.41,5.8,1.83,207.6 S,143.5 SE,476.85,51.72,3.5,5.18,
Don Primo,13467,2015-02-19,0,26.2,5.9,15.83,4.9,1.45,245.1 SO,136.5 SE,485.05,48.92,3.7,5.24,
Don Primo,13467,2015-02-19,0,26.2,5.9,15.83,4.9,1.45,245.1 SO,136.5 SE,485.05,48.92,3.7,5.24,
Don Primo,13467,2015-02-20,0,26.5,3.4,15.83,10.6,2.72,274.2 O,216.3 S,487.55,37.89,4.3,5.76,
Don Primo,13467,2015-02-20,0,26.5,3.4,15.83,10.6,2.72,274.2 O,216.3 S,487.55,37.89,4.3,5.76,
Don Primo,13467,2015-02-21,0,27.9,4.8,16.95,5.5,1.59,13.5 N,187 S,485.38,34.07,4,5.63,
Don Primo,13467,2015-02-21,0,27.9,4.8,16.95,5.5,1.59,13.5 N,187 S,485.38,34.07,4,5.63,
Don Primo,13467,2015-02-22,0,27.5,4.8,16.72,8.3,1.79,198.9 S,191.1 S,465.3,35.64,4,5.44,
Don Primo,13467,2015-02-22,0,27.5,4.8,16.72,8.3,1.79,198.9 S,191.1 S,465.3,35.64,4,5.44,
Don Primo,13467,2015-02-23,0,29.4,7.9,19.11,7.3,2.16,124.8 E,283.3 O,472.02,33.98,4.4,5.66,
Don Primo,13467,2015-02-23,0,29.4,7.9,19.11,7.3,2.16,124.8 E,283.3 O,472.02,33.98,4.4,5.66,
Don Primo,13467,2015-02-24,0,27.8,7.4,18.2,11.6,3.14,302.7 O,338.4 NO,452.21,43.65,4.3,5.32,
Don Primo,13467,2015-02-24,0,27.8,7.4,18.2,11.6,3.14,302.7 O,338.4 NO,452.21,43.65,4.3,5.32,
Don Primo,13467,2015-02-25,0,26.4,11.5,18.86,17.7,6.57,285.1 O,225.4 SO,496.6,27.5,5.1,6.81,
Don Primo,13467,2015-02-25,0,26.4,11.5,18.86,17.7,6.57,285.1 O,225.4 SO,496.6,27.5,5.1,6.81,
Don Primo,13467,2015-02-26,0,25.3,8,16.94,10.3,5.18,223.6 S,214.2 S,498.54,26.24,4.5,6.45,
Don Primo,13467,2015-02-26,0,25.3,8,16.94,10.3,5.18,223.6 S,214.2 S,498.54,26.24,4.5,6.45,
Don Primo,13467,2015-02-27,0,25.1,4.1,15.1,13.3,4.08,216.1 S,222 S,493.51,22.11,4.3,6.33,
Don Primo,13467,2015-02-27,0,25.1,4.1,15.1,13.3,4.08,216.1 S,222 S,493.51,22.11,4.3,6.33,
Don Primo,13467,2015-02-28,0,26.2,2,14.61,10.3,3.35,215.2 S,168.6 SE,492.45,27.43,4.2,6.1,
Don Primo,13467,2015-02-28,0,26.2,2,14.61,10.3,3.35,215.2 S,168.6 SE,492.45,27.43,4.2,6.1,
