Nombre, Numero, Fecha, Pp, T_Max, T_Min, T_Med, VV_Max, VV, DWW, DV, Rag_G, HR, ET, EP 
CEPAB,22581,2015-02-02,10.4,13.3,9.7,11.23,9.4,3.46,161.2 SE,188.4 S,102.56,86.84,0.5,1.44,
CEPAB,22581,2015-02-03,2.2,18.2,7.7,12.71,20.9,10.45,206 S,194.7 S,258.42,71.69,1.8,3.9,
CEPAB,22581,2015-02-03,2.2,18.2,7.7,12.71,20.9,10.45,206 S,194.7 S,258.42,71.69,1.8,3.9,
CEPAB,22581,2015-02-04,0,19.5,2,10.75,9.4,4.82,25.9 N,14.5 N,446.12,59.92,3.2,5.33,
CEPAB,22581,2015-02-04,0,19.5,2,10.75,9.4,4.82,25.9 N,14.5 N,446.12,59.92,3.2,5.33,
CEPAB,22581,2015-02-05,0,20.6,2.7,11.39,12.7,6.57,351.5 NO,10.4 N,385.88,50.28,2.7,5.43,
CEPAB,22581,2015-02-05,0,20.6,2.7,11.39,12.7,6.57,351.5 NO,10.4 N,385.88,50.28,2.7,5.43,
CEPAB,22581,2015-02-06,0,20.1,4.7,12.07,14,6.76,9.5 N,,398.16,50.83,2.9,5.52,
CEPAB,22581,2015-02-06,0,20.1,4.7,12.07,14,6.76,9.5 N,,398.16,50.83,2.9,5.52,
CEPAB,22581,2015-02-07,0,23.6,0.1,11.83,7.4,3.25,54 NE,27.8 N,435.77,45.12,3.5,5.49,
CEPAB,22581,2015-02-07,0,23.6,0.1,11.83,7.4,3.25,54 NE,27.8 N,435.77,45.12,3.5,5.49,
CEPAB,22581,2015-02-08,0,24.6,1.6,13.45,10.9,3.81,53.7 NE,11.5 N,462.74,37.32,4.2,6,
CEPAB,22581,2015-02-08,0,24.6,1.6,13.45,10.9,3.81,53.7 NE,11.5 N,462.74,37.32,4.2,6,
CEPAB,22581,2015-02-09,0,24.7,2.9,13.94,11.9,5.64,20.8 N,30.3 N,465.31,31.4,4.1,6.54,
CEPAB,22581,2015-02-09,0,24.7,2.9,13.94,11.9,5.64,20.8 N,30.3 N,465.31,31.4,4.1,6.54,
CEPAB,22581,2015-02-10,0,23.6,2.1,13.94,8,4.02,184.1 S,160 SE,450.97,34.46,3.5,5.93,
CEPAB,22581,2015-02-10,0,23.6,2.1,13.94,8,4.02,184.1 S,160 SE,450.97,34.46,3.5,5.93,
CEPAB,22581,2015-02-11,0,24.3,3.3,14.63,10.1,3.39,210.9 S,279.7 O,419.46,35.29,3.5,5.53,
CEPAB,22581,2015-02-11,0,24.3,3.3,14.63,10.1,3.39,210.9 S,279.7 O,419.46,35.29,3.5,5.53,
CEPAB,22581,2015-02-12,8.4,23.2,6.9,12.75,17,6.09,346.2 NO,188.4 S,316.82,62.9,2.2,4.26,
CEPAB,22581,2015-02-12,8.4,23.2,6.9,12.75,17,6.09,346.2 NO,188.4 S,316.82,62.9,2.2,4.26,
CEPAB,22581,2015-02-13,10.2,13.8,8.6,10.59,9,5.04,110.5 E,34.7 N,151.06,82.77,0.7,2.01,
CEPAB,22581,2015-02-13,10.2,13.8,8.6,10.59,9,5.04,110.5 E,34.7 N,151.06,82.77,0.7,2.01,
CEPAB,22581,2015-02-14,0,16.1,7.1,11.92,9.1,3.56,164.8 SE,139.7 SE,240.07,77.7,1.3,3.03,
CEPAB,22581,2015-02-14,0,16.1,7.1,11.92,9.1,3.56,164.8 SE,139.7 SE,240.07,77.7,1.3,3.03,
CEPAB,22581,2015-02-15,0,18.7,11.2,13.94,15.4,6.33,174 SE,171.4 SE,257.9,73.88,1.7,3.54,
CEPAB,22581,2015-02-15,0,18.7,11.2,13.94,15.4,6.33,174 SE,171.4 SE,257.9,73.88,1.7,3.54,
CEPAB,22581,2015-02-16,0.8,21,10.1,14.89,16.2,7.26,152.8 SE,202.3 S,341.7,66.79,2.7,4.52,
CEPAB,22581,2015-02-16,0.8,21,10.1,14.89,16.2,7.26,152.8 SE,202.3 S,341.7,66.79,2.7,4.52,
CEPAB,22581,2015-02-17,0,21.9,8.2,15.03,12.3,4.12,266.6 SO,244.5 SO,403,57.44,3.3,4.85,
CEPAB,22581,2015-02-17,0,21.9,8.2,15.03,12.3,4.12,266.6 SO,244.5 SO,403,57.44,3.3,4.85,
CEPAB,22581,2015-02-18,0,25.1,5.5,14.23,9.6,4.77,185.9 S,14.5 N,472.01,54.67,3.9,5.48,
CEPAB,22581,2015-02-18,0,25.1,5.5,14.23,9.6,4.77,185.9 S,14.5 N,472.01,54.67,3.9,5.48,
CEPAB,22581,2015-02-19,0,26.2,5.2,15.63,9.2,3.26,120.2 E,191.8 S,475.79,50.62,4,5.42,
CEPAB,22581,2015-02-19,0,26.2,5.2,15.63,9.2,3.26,120.2 E,191.8 S,475.79,50.62,4,5.42,
CEPAB,22581,2015-02-20,0,26.4,3.6,16.05,16,5.07,211.4 S,214.3 S,488.31,39,4.4,6.2,
CEPAB,22581,2015-02-20,0,26.4,3.6,16.05,16,5.07,211.4 S,214.3 S,488.31,39,4.4,6.2,
CEPAB,22581,2015-02-21,0,27.9,3.9,16.59,8.2,3.18,,196.9 S,481.96,36.27,4.2,5.89,
CEPAB,22581,2015-02-21,0,27.9,3.9,16.59,8.2,3.18,,196.9 S,481.96,36.27,4.2,5.89,
CEPAB,22581,2015-02-22,0,27.7,5,16.71,12.9,3.32,210.4 S,207 S,434.15,39.59,4.1,5.45,
CEPAB,22581,2015-02-22,0,27.7,5,16.71,12.9,3.32,210.4 S,207 S,434.15,39.59,4.1,5.45,
CEPAB,22581,2015-02-23,0,29,7.4,18.62,9.2,3.6,196.7 S,100.8 E,449.9,37.4,4.4,5.71,
CEPAB,22581,2015-02-23,0,29,7.4,18.62,9.2,3.6,196.7 S,100.8 E,449.9,37.4,4.4,5.71,
CEPAB,22581,2015-02-24,0,28.2,7.6,18.19,12.5,5.02,282.9 O,270 O,446.08,45.19,4.6,5.6,
CEPAB,22581,2015-02-24,0,28.2,7.6,18.19,12.5,5.02,282.9 O,270 O,446.08,45.19,4.6,5.6,
CEPAB,22581,2015-02-25,0,25.9,11.3,19.32,20.2,10.06,282.8 O,,478.56,25.9,5.8,<null>,
CEPAB,22581,2015-02-25,0,25.9,11.3,19.32,20.2,10.06,282.8 O,,478.56,25.9,5.8,<null>,
CEPAB,22581,2015-02-26,0,25.6,8.3,16.76,15.3,8.65,167.8 SE,208.9 S,484.88,27.9,5,<null>,
CEPAB,22581,2015-02-26,0,25.6,8.3,16.76,15.3,8.65,167.8 SE,208.9 S,484.88,27.9,5,<null>,
CEPAB,22581,2015-02-27,0,24.7,4.6,15.63,20.1,7.37,192.6 S,212.2 S,468.61,21.23,5,6.97,
CEPAB,22581,2015-02-27,0,24.7,4.6,15.63,20.1,7.37,192.6 S,212.2 S,468.61,21.23,5,6.97,
CEPAB,22581,2015-02-28,0,26.4,2.6,15.32,15.4,5.08,174.2 SE,204.5 S,478.27,28.7,4.6,6.34,
CEPAB,22581,2015-02-28,0,26.4,2.6,15.32,15.4,5.08,174.2 SE,204.5 S,478.27,28.7,4.6,6.34,
CEPAB,22581,2015-03-01,0,26.4,4,16.22,12.7,4.26,182.7 S,182.8 S,476.14,32.75,4.4,6.1,
CEPAB,22581,2015-03-01,0,26.4,4,16.22,12.7,4.26,182.7 S,182.8 S,476.14,32.75,4.4,6.1,
CEPAB,22581,2015-03-02,0,27.9,6.2,18.04,10.5,4.33,212.8 S,348 NO,468.28,37.91,4.4,5.96,
CEPAB,22581,2015-03-02,0,27.9,6.2,18.04,10.5,4.33,212.8 S,348 NO,468.28,37.91,4.4,5.96,
CEPAB,22581,2015-03-03,0,26,6.6,16.85,17.3,5.74,188.4 S,220.1 S,477.15,42.61,5,6,
CEPAB,22581,2015-03-03,0,26,6.6,16.85,17.3,5.74,188.4 S,220.1 S,477.15,42.61,5,6,
CEPAB,22581,2015-03-04,0,25.7,6.1,16.38,22.7,8.73,250.6 SO,232.1 SO,445.04,33.36,4.9,6.71,
CEPAB,22581,2015-03-04,0,25.7,6.1,16.38,22.7,8.73,250.6 SO,232.1 SO,445.04,33.36,4.9,6.71,
CEPAB,22581,2015-03-05,0,24.1,10.1,17.92,8.7,3.1,208.5 S,184.6 S,308.37,44.1,2.7,4.21,
CEPAB,22581,2015-03-05,0,24.1,10.1,17.92,8.7,3.1,208.5 S,184.6 S,308.37,44.1,2.7,4.21,
CEPAB,22581,2015-03-06,0,24.6,8.9,15.46,16.1,5.87,15.1 N,39.4 N,465.82,54.73,3.9,5.41,
CEPAB,22581,2015-03-06,0,24.6,8.9,15.46,16.1,5.87,15.1 N,39.4 N,465.82,54.73,3.9,5.41,
CEPAB,22581,2015-03-07,1,24.9,7,15.28,13.6,7.41,353 NO,18 N,483.9,55.66,4.1,5.75,
CEPAB,22581,2015-03-07,1,24.9,7,15.28,13.6,7.41,353 NO,18 N,483.9,55.66,4.1,5.75,
CEPAB,22581,2015-03-08,4,23.1,9.5,15.89,12.6,4.07,187.9 S,347.1 NO,328.39,64.17,2.3,3.93,
CEPAB,22581,2015-03-08,4,23.1,9.5,15.89,12.6,4.07,187.9 S,347.1 NO,328.39,64.17,2.3,3.93,
CEPAB,22581,2015-03-09,0,17.8,9.7,14.3,18.8,7.23,239.5 SO,251.1 SO,199.15,60.7,1.9,3.26,
CEPAB,22581,2015-03-09,0,17.8,9.7,14.3,18.8,7.23,239.5 SO,251.1 SO,199.15,60.7,1.9,3.26,
CEPAB,22581,2015-03-10,0,20.2,2.4,11.88,21.4,7.31,170 SE,203.5 S,411.25,63.6,3.6,4.94,
CEPAB,22581,2015-03-10,0,20.2,2.4,11.88,21.4,7.31,170 SE,203.5 S,411.25,63.6,3.6,4.94,
CEPAB,22581,2015-03-11,0,19.5,7.5,11.84,16.4,7.35,299.8 O,152.8 SE,409.32,61.18,3.2,5.12,
CEPAB,22581,2015-03-11,0,19.5,7.5,11.84,16.4,7.35,299.8 O,152.8 SE,409.32,61.18,3.2,5.12,
CEPAB,22581,2015-03-12,0.2,19.1,2.6,11.3,9.6,3.39,153.1 SE,45.5 NE,471.85,58.47,3.4,5.37,
CEPAB,22581,2015-03-12,0.2,19.1,2.6,11.3,9.6,3.39,153.1 SE,45.5 NE,471.85,58.47,3.4,5.37,
CEPAB,22581,2015-03-13,0,21.9,8.6,14.51,18.4,8.16,,203.9 S,484.84,39.58,4.3,6.84,
CEPAB,22581,2015-03-13,0,21.9,8.6,14.51,18.4,8.16,,203.9 S,484.84,39.58,4.3,6.84,
CEPAB,22581,2015-03-14,32.8,12,7.2,8.55,11.4,5.77,19.9 N,58.4 NE,68.12,82.38,0.1,1.21,
CEPAB,22581,2015-03-14,32.8,12,7.2,8.55,11.4,5.77,19.9 N,58.4 NE,68.12,82.38,0.1,1.21,
CEPAB,22581,2015-03-15,3,12.3,7.8,9.81,18,8.15,128.4 E,135.1 SE,139.91,77.42,0.8,2.43,
CEPAB,22581,2015-03-15,3,12.3,7.8,9.81,18,8.15,128.4 E,135.1 SE,139.91,77.42,0.8,2.43,
CEPAB,22581,2015-03-16,28.4,15,8.3,11.79,14.1,5.62,10.4 N,143.7 SE,102.33,82.61,0.4,1.87,
CEPAB,22581,2015-03-16,28.4,15,8.3,11.79,14.1,5.62,10.4 N,143.7 SE,102.33,82.61,0.4,1.87,
CEPAB,22581,2015-03-17,18,18,8.2,12.09,17.8,6,210.4 S,194.8 S,194.93,85.68,1.2,2.76,
CEPAB,22581,2015-03-17,18,18,8.2,12.09,17.8,6,210.4 S,194.8 S,194.93,85.68,1.2,2.76,
CEPAB,22581,2015-03-18,0.2,21.5,7.7,14.71,14.5,6.1,199.4 S,209 S,520.01,65.17,4.3,5.87,
CEPAB,22581,2015-03-18,0.2,21.5,7.7,14.71,14.5,6.1,199.4 S,209 S,520.01,65.17,4.3,5.87,
CEPAB,22581,2015-03-19,0,23.7,6.9,15.27,17.8,7.08,,200.7 S,515.63,60.1,4.2,5.99,
CEPAB,22581,2015-03-19,0,23.7,6.9,15.27,17.8,7.08,,200.7 S,515.63,60.1,4.2,5.99,
CEPAB,22581,2015-03-20,0,22.6,10.5,16.78,11.8,4.97,212.1 S,,353.77,60.97,3.2,4.46,
CEPAB,22581,2015-03-20,0,22.6,10.5,16.78,11.8,4.97,212.1 S,,353.77,60.97,3.2,4.46,
CEPAB,22581,2015-03-21,0.2,23.7,12.7,17.24,17.2,6.95,249.2 SO,216.1 S,308.18,62.67,3.1,4.22,
CEPAB,22581,2015-03-21,0.2,23.7,12.7,17.24,17.2,6.95,249.2 SO,216.1 S,308.18,62.67,3.1,4.22,
CEPAB,22581,2015-03-22,0,25.2,7.9,16.36,12,4.47,232.8 SO,326.2 NO,478.64,56.73,4.1,5.29,
CEPAB,22581,2015-03-22,0,25.2,7.9,16.36,12,4.47,232.8 SO,326.2 NO,478.64,56.73,4.1,5.29,
CEPAB,22581,2015-03-23,0,25.4,10.5,17.52,12.6,6.43,143.5 SE,1.5 N,458.02,52.56,3.8,5.56,
CEPAB,22581,2015-03-23,0,25.4,10.5,17.52,12.6,6.43,143.5 SE,1.5 N,458.02,52.56,3.8,5.56,
CEPAB,22581,2015-03-24,0,26.8,8,17.85,15.1,5.33,184.4 S,223.9 S,514.23,49.27,5.2,5.92,
CEPAB,22581,2015-03-24,0,26.8,8,17.85,15.1,5.33,184.4 S,223.9 S,514.23,49.27,5.2,5.92,
CEPAB,22581,2015-03-25,0,24.8,10.8,17.39,16.2,6.32,199.9 S,228.3 SO,326.42,40.43,3.7,5.06,
CEPAB,22581,2015-03-25,0,24.8,10.8,17.39,16.2,6.32,199.9 S,228.3 SO,326.42,40.43,3.7,5.06,
CEPAB,22581,2015-03-26,0,26,6.3,16.82,13.3,4.93,238 SO,249.3 SO,539.66,37.81,5,6.36,
CEPAB,22581,2015-03-26,0,26,6.3,16.82,13.3,4.93,238 SO,249.3 SO,539.66,37.81,5,6.36,
CEPAB,22581,2015-03-27,4.4,23.8,11.9,16.15,17,8.11,5.8 N,19.8 N,415.21,54.27,3.8,5.35,
CEPAB,22581,2015-03-27,4.4,23.8,11.9,16.15,17,8.11,5.8 N,19.8 N,415.21,54.27,3.8,5.35,
CEPAB,22581,2015-03-28,1,21.5,7.2,14.17,16.5,5.61,20 N,30 N,388.14,65.1,3.2,4.42,
CEPAB,22581,2015-03-28,1,21.5,7.2,14.17,16.5,5.61,20 N,30 N,388.14,65.1,3.2,4.42,
CEPAB,22581,2015-03-29,0,25.6,5.5,15.69,9.1,3.21,55.3 NE,21.8 N,532.81,52.5,4.4,5.67,
CEPAB,22581,2015-03-29,0,25.6,5.5,15.69,9.1,3.21,55.3 NE,21.8 N,532.81,52.5,4.4,5.67,
CEPAB,22581,2015-03-30,0,26.8,6.5,17.57,9.8,3.11,223.1 S,222.8 S,511.22,44.15,4.7,5.8,
CEPAB,22581,2015-03-30,0,26.8,6.5,17.57,9.8,3.11,223.1 S,222.8 S,511.22,44.15,4.7,5.8,
CEPAB,22581,2015-03-31,0,25.8,10.6,18.9,12.6,3.88,234.8 SO,201.1 S,392.63,42.71,3.5,5.12,
CEPAB,22581,2015-03-31,0,25.8,10.6,18.9,12.6,3.88,234.8 SO,201.1 S,392.63,42.71,3.5,5.12,
CEPAB,22581,2015-04-01,0,27.4,9.7,19.41,20.8,6.07,215.4 S,202.1 S,529.26,36.23,5.2,6.65,
CEPAB,22581,2015-04-01,0,27.4,9.7,19.41,20.8,6.07,215.4 S,202.1 S,529.26,36.23,5.2,6.65,
CEPAB,22581,2015-04-02,0,28.5,6.4,18.37,9.8,3.6,246.4 SO,181 S,530.59,39.35,5,6,
CEPAB,22581,2015-04-02,0,28.5,6.4,18.37,9.8,3.6,246.4 SO,181 S,530.59,39.35,5,6,
CEPAB,22581,2015-04-03,0,28.6,7.2,19.34,12.5,4.12,169.6 SE,184.5 S,499.09,39.82,5.1,5.88,
CEPAB,22581,2015-04-03,0,28.6,7.2,19.34,12.5,4.12,169.6 SE,184.5 S,499.09,39.82,5.1,5.88,
CEPAB,22581,2015-04-04,0,27.4,11.7,19.5,14.4,5.32,124.6 E,67.5 NE,470.12,42.43,4.6,5.77,
CEPAB,22581,2015-04-04,0,27.4,11.7,19.5,14.4,5.32,124.6 E,67.5 NE,470.12,42.43,4.6,5.77,
CEPAB,22581,2015-04-05,0,27.8,10.9,19.22,14.5,4.98,333.5 NO,279.2 O,476.41,48.3,4.8,5.55,
CEPAB,22581,2015-04-05,0,27.8,10.9,19.22,14.5,4.98,333.5 NO,279.2 O,476.41,48.3,4.8,5.55,
CEPAB,22581,2015-04-06,0,27.8,13.1,20.62,11.4,4.72,330.8 NO,355.5 NO,368.36,47.44,3.8,4.81,
CEPAB,22581,2015-04-06,0,27.8,13.1,20.62,11.4,4.72,330.8 NO,355.5 NO,368.36,47.44,3.8,4.81,
CEPAB,22581,2015-04-07,0,29.5,9,20.62,9.3,3.49,10.6 N,24.3 N,487.64,43,4.7,5.55,
CEPAB,22581,2015-04-07,0,29.5,9,20.62,9.3,3.49,10.6 N,24.3 N,487.64,43,4.7,5.55,
CEPAB,22581,2015-04-08,0,29.5,10.6,20.84,14.2,4.1,352.4 NO,3.3 N,498.06,41.85,4.6,5.75,
CEPAB,22581,2015-04-08,0,29.5,10.6,20.84,14.2,4.1,352.4 NO,3.3 N,498.06,41.85,4.6,5.75,
CEPAB,22581,2015-04-09,0,28.3,11.1,20.68,14.6,3.23,341.9 NO,346.3 NO,441.06,40.32,4.3,5.18,
CEPAB,22581,2015-04-09,0,28.3,11.1,20.68,14.6,3.23,341.9 NO,346.3 NO,441.06,40.32,4.3,5.18,
CEPAB,22581,2015-04-10,4.2,27.2,11.4,18.8,15.1,6.14,332.6 NO,13 N,395.45,58.65,3.8,4.67,
CEPAB,22581,2015-04-10,4.2,27.2,11.4,18.8,15.1,6.14,332.6 NO,13 N,395.45,58.65,3.8,4.67,
CEPAB,22581,2015-04-11,4.2,23.3,13.2,17.58,14.9,3.97,12.1 N,222.3 S,281.96,69.94,2.5,3.14,
CEPAB,22581,2015-04-11,4.2,23.3,13.2,17.58,14.9,3.97,12.1 N,222.3 S,281.96,69.94,2.5,3.14,
CEPAB,22581,2015-04-12,0,25.2,10.7,17.84,19.1,6.87,236 SO,214 S,426.06,61.35,4.2,4.89,
CEPAB,22581,2015-04-12,0,25.2,10.7,17.84,19.1,6.87,236 SO,214 S,426.06,61.35,4.2,4.89,
CEPAB,22581,2015-04-13,0,25.1,11.5,18.59,20.1,7.94,240.5 SO,212.4 S,430.03,52.22,4.3,5.51,
CEPAB,22581,2015-04-13,0,25.1,11.5,18.59,20.1,7.94,240.5 SO,212.4 S,430.03,52.22,4.3,5.51,
CEPAB,22581,2015-04-14,0.8,22.8,13.5,18.03,13.6,4.16,166.4 SE,219.4 S,219.59,53.64,2.3,3.34,
CEPAB,22581,2015-04-14,0.8,22.8,13.5,18.03,13.6,4.16,166.4 SE,219.4 S,219.59,53.64,2.3,3.34,
CEPAB,22581,2015-04-15,0,24.8,12.6,17.91,15.7,4.54,175.4 SE,256.9 SO,305.01,58.84,3,3.91,
CEPAB,22581,2015-04-15,0,24.8,12.6,17.91,15.7,4.54,175.4 SE,256.9 SO,305.01,58.84,3,3.91,
CEPAB,22581,2015-04-16,0,27.9,9.4,18.6,18.5,6.67,168.4 SE,220.6 S,455,53.23,4.9,5.55,
CEPAB,22581,2015-04-16,0,27.9,9.4,18.6,18.5,6.67,168.4 SE,220.6 S,455,53.23,4.9,5.55,
CEPAB,22581,2015-04-17,0,26.9,9.3,18.69,17.9,6.35,207 S,239 SO,370.6,44.37,4,5.26,
CEPAB,22581,2015-04-17,0,26.9,9.3,18.69,17.9,6.35,207 S,239 SO,370.6,44.37,4,5.26,
CEPAB,22581,2015-04-18,0,25.5,13.3,18.71,18,9.09,253.5 SO,317.1 NO,416.85,40.82,4.8,6.14,
CEPAB,22581,2015-04-18,0,25.5,13.3,18.71,18,9.09,253.5 SO,317.1 NO,416.85,40.82,4.8,6.14,
CEPAB,22581,2015-04-19,0,26.3,9.3,19.18,16.8,6.52,226.1 SO,220.8 S,513.7,40.33,5.4,6.34,
CEPAB,22581,2015-04-19,0,26.3,9.3,19.18,16.8,6.52,226.1 SO,220.8 S,513.7,40.33,5.4,6.34,
CEPAB,22581,2015-04-20,0,29.1,8.7,19.19,16.7,6.53,173.1 SE,207.1 S,512.29,37.15,5.5,6.59,
CEPAB,22581,2015-04-20,0,29.1,8.7,19.19,16.7,6.53,173.1 SE,207.1 S,512.29,37.15,5.5,6.59,
CEPAB,22581,2015-04-21,0,29.9,9.2,20.25,17,5.89,161.1 SE,206 S,511.68,34.04,5.5,6.6,
CEPAB,22581,2015-04-21,0,29.9,9.2,20.25,17,5.89,161.1 SE,206 S,511.68,34.04,5.5,6.6,
CEPAB,22581,2015-04-22,0,30.3,10.1,20.72,15.2,5.5,176.6 SE,209.5 S,523.58,33.18,5.7,6.61,
CEPAB,22581,2015-04-22,0,30.3,10.1,20.72,15.2,5.5,176.6 SE,209.5 S,523.58,33.18,5.7,6.61,
CEPAB,22581,2015-04-23,0,29.3,9.6,20.52,14.3,4.25,154.9 SE,183.6 S,497.75,39.38,5.3,5.86,
CEPAB,22581,2015-04-23,0,29.3,9.6,20.52,14.3,4.25,154.9 SE,183.6 S,497.75,39.38,5.3,5.86,
CEPAB,22581,2015-04-24,0,27.5,11.7,20.51,16.3,6.05,218.9 S,202.5 S,393.89,48.42,4.7,5.08,
CEPAB,22581,2015-04-24,0,27.5,11.7,20.51,16.3,6.05,218.9 S,202.5 S,393.89,48.42,4.7,5.08,
CEPAB,22581,2015-04-25,0,27.3,15.1,20.97,19,8.02,200 S,204.4 S,406.71,38.74,4.9,5.92,
CEPAB,22581,2015-04-25,0,27.3,15.1,20.97,19,8.02,200 S,204.4 S,406.71,38.74,4.9,5.92,
CEPAB,22581,2015-04-26,0,27.1,12,20.45,18.9,7.95,242.6 SO,212.9 S,367.92,40.12,4.6,5.57,
CEPAB,22581,2015-04-26,0,27.1,12,20.45,18.9,7.95,242.6 SO,212.9 S,367.92,40.12,4.6,5.57,
CEPAB,22581,2015-04-27,0,27.4,14.4,20.68,17.1,9.35,242.7 SO,233.1 SO,414.51,37.14,5,6.33,
CEPAB,22581,2015-04-27,0,27.4,14.4,20.68,17.1,9.35,242.7 SO,233.1 SO,414.51,37.14,5,6.33,
CEPAB,22581,2015-04-28,0,28.3,13.7,21.24,11.9,5.04,280.8 O,255.5 SO,539.11,25.42,5.6,6.72,
CEPAB,22581,2015-04-28,0,28.3,13.7,21.24,11.9,5.04,280.8 O,255.5 SO,539.11,25.42,5.6,6.72,
CEPAB,22581,2015-04-29,1.4,21.6,11.1,16.11,17.4,9.25,3.4 N,52.6 NE,303.99,55.36,3.1,4.31,
CEPAB,22581,2015-04-29,1.4,21.6,11.1,16.11,17.4,9.25,3.4 N,52.6 NE,303.99,55.36,3.1,4.31,
CEPAB,22581,2015-04-30,0,25.6,8.2,17.58,13.9,7.15,283.1 O,210.8 S,482.04,51.76,5.2,5.7,
CEPAB,22581,2015-04-30,0,25.6,8.2,17.58,13.9,7.15,283.1 O,210.8 S,482.04,51.76,5.2,5.7,
CEPAB,22581,2015-05-01,0,26.7,5.8,18.28,11.2,3.99,228.9 SO,331.1 NO,569.46,33.03,5.2,6.5,
CEPAB,22581,2015-05-01,0,26.7,5.8,18.28,11.2,3.99,228.9 SO,331.1 NO,569.46,33.03,5.2,6.5,
CEPAB,22581,2015-05-02,0,27.5,9.7,19.39,14.3,4.74,186.2 S,205.3 S,472.13,43.89,4.8,5.74,
CEPAB,22581,2015-05-02,0,27.5,9.7,19.39,14.3,4.74,186.2 S,205.3 S,472.13,43.89,4.8,5.74,
CEPAB,22581,2015-05-03,0,29.1,9.2,19.84,16.7,6.07,173.9 SE,238.3 SO,569.85,38.4,6.1,6.83,
CEPAB,22581,2015-05-03,0,29.1,9.2,19.84,16.7,6.07,173.9 SE,238.3 SO,569.85,38.4,6.1,6.83,
CEPAB,22581,2015-05-04,0,29.6,7.1,20.2,12.4,5.71,245.1 SO,231.5 SO,586.24,32.06,6.2,<null>,
CEPAB,22581,2015-05-04,0,29.6,7.1,20.2,12.4,5.71,245.1 SO,231.5 SO,586.24,32.06,6.2,<null>,
CEPAB,22581,2015-05-05,0,27.9,11.8,21.42,14.6,7.67,237.9 SO,233.3 SO,425.23,33.42,5.1,6.3,
CEPAB,22581,2015-05-05,0,27.9,11.8,21.42,14.6,7.67,237.9 SO,233.3 SO,425.23,33.42,5.1,6.3,
CEPAB,22581,2015-05-06,0.4,26.1,15.1,19.58,18.6,6.51,312 O,263.1 SO,271.78,40.25,3,4.59,
CEPAB,22581,2015-05-06,0.4,26.1,15.1,19.58,18.6,6.51,312 O,263.1 SO,271.78,40.25,3,4.59,
CEPAB,22581,2015-05-07,0.2,30.8,13.2,22.34,12.7,5.56,251.8 SO,198.1 S,508.75,42.83,5.7,6.12,
CEPAB,22581,2015-05-07,0.2,30.8,13.2,22.34,12.7,5.56,251.8 SO,198.1 S,508.75,42.83,5.7,6.12,
CEPAB,22581,2015-05-08,0,31.2,11.9,22.65,12.1,5.29,268.4 SO,286.9 O,505.67,41.78,5.5,6.07,
CEPAB,22581,2015-05-08,0,31.2,11.9,22.65,12.1,5.29,268.4 SO,286.9 O,505.67,41.78,5.5,6.07,
CEPAB,22581,2015-05-09,0,31.7,11.7,22.54,16,5.75,143 SE,228 SO,490.49,38.08,6,6.22,
CEPAB,22581,2015-05-09,0,31.7,11.7,22.54,16,5.75,143 SE,228 SO,490.49,38.08,6,6.22,
CEPAB,22581,2015-05-10,0,30.4,14.4,22.39,12.6,5.01,253.6 SO,204.9 S,394.95,29.8,4.5,5.64,
CEPAB,22581,2015-05-10,0,30.4,14.4,22.39,12.6,5.01,253.6 SO,204.9 S,394.95,29.8,4.5,5.64,
CEPAB,22581,2015-05-11,0,31.6,11.8,21.94,23.5,6.27,147.5 SE,188.3 S,503.85,33.77,6,6.54,
CEPAB,22581,2015-05-11,0,31.6,11.8,21.94,23.5,6.27,147.5 SE,188.3 S,503.85,33.77,6,6.54,
CEPAB,22581,2015-05-12,2,27.8,11.7,18.91,15.7,6.62,158.8 SE,167.3 SE,392.53,56.73,4,4.72,
CEPAB,22581,2015-05-12,2,27.8,11.7,18.91,15.7,6.62,158.8 SE,167.3 SE,392.53,56.73,4,4.72,
CEPAB,22581,2015-05-13,0,26.1,11.2,18.78,11.9,3.86,114 E,161.1 SE,404.31,60.47,3.7,4.3,
CEPAB,22581,2015-05-13,0,26.1,11.2,18.78,11.9,3.86,114 E,161.1 SE,404.31,60.47,3.7,4.3,
CEPAB,22581,2015-05-14,0,26.2,10.3,19.09,10.9,3.49,226.9 SO,231.3 SO,367.12,55.31,3.7,4.24,
CEPAB,22581,2015-05-14,0,26.2,10.3,19.09,10.9,3.49,226.9 SO,231.3 SO,367.12,55.31,3.7,4.24,
CEPAB,22581,2015-05-15,1,27.2,13.1,20,16.9,6.34,4.1 N,315.9 NO,450.61,45.86,4.7,5.69,
CEPAB,22581,2015-05-15,1,27.2,13.1,20,16.9,6.34,4.1 N,315.9 NO,450.61,45.86,4.7,5.69,
CEPAB,22581,2015-05-16,0,29.6,11.6,21.63,16.7,6.41,237.1 SO,237.1 SO,529.92,40.32,6.3,6.54,
CEPAB,22581,2015-05-16,0,29.6,11.6,21.63,16.7,6.41,237.1 SO,237.1 SO,529.92,40.32,6.3,6.54,
CEPAB,22581,2015-05-17,0,30.4,9.2,21.07,11.5,4.02,229.5 SO,292.1 O,542.41,38.65,5.7,6.16,
CEPAB,22581,2015-05-17,0,30.4,9.2,21.07,11.5,4.02,229.5 SO,292.1 O,542.41,38.65,5.7,6.16,
